,Unnamed: 0,topic_a,topic_b,relation,refd_equal,refd_tfidf
29,29,Pythagorean triple,Right triangle,1,0.5,0.24227365535676781
30,30,Radius,Sine,0,-0.1313131313131313,-0.1994355226051489
31,31,Line segment,Pythagorean triple,0,-0.2807017543859649,-0.07105603919166238
32,32,Line (geometry),Diameter,0,-0.15151515151515155,0.3100912865402642
33,33,Quadrilateral,Collinearity,0,-0.611111111111111,-0.8342493221568285
34,34,Two-dimensional space,Nonagon,0,0.34095238095238095,0.394029870846107
35,35,Circle,Vertex (geometry),0,0.1388888888888889,0.0
36,36,Two-dimensional space,Plane (geometry),1,-0.11688311688311687,0.48153409090909083
37,37,Dodecagon,Angle,1,0.30769230769230765,-0.05515267887990705
38,38,Vertex (geometry),Heptagon,0,-0.6851851851851852,0.0
39,39,Chord (geometry),Angle,0,0.3791208791208791,0.8948102813637189
40,40,Symmetry,Parallelogram,0,0.4978204010462075,0.4252637986536322
41,41,Cylinder (geometry),Perpendicular,0,0.2481572481572481,0.6384101268950728
42,42,Coordinate system,Geometry,1,0.48051948051948046,0.45258776128812284
43,43,Circle,Bisection,0,-0.37222222222222223,-0.46193335304444705
44,44,Polygon,Octagon,0,-0.24137931034482762,-0.5584823452360377
45,45,Perpendicular,Coordinate system,0,-0.43629343629343625,-0.7070451567062431
46,46,Midpoint,Altitude (triangle),0,0.1013986013986014,0.0
47,47,Point (geometry),Star polygon,0,0.17806451612903224,-0.02608618449107294
48,48,Line (geometry),Pyramid (geometry),0,-0.0714285714285714,1.0
49,49,Edge (geometry),Right triangle,0,0.11666666666666667,0.0
50,50,Bisection,Triangle,0,0.5941860465116279,0.69219246224774
51,51,Parallelogram,Angle,1,0.13771712158808935,0.07216844445582027
52,52,Point (geometry),Hexagon,0,0.2225806451612903,-0.025593104007947096
53,53,Dodecagon,Polyhedron,0,-0.25791855203619907,0.7231062945743784
54,54,Kite (geometry),Angle,1,0.13771712158808935,0.0
55,55,Circumference,Arc (geometry),0,-0.5984848484848485,-0.8877532972075803
56,56,Line (geometry),Convex polygon,0,0.2701863354037267,-0.12637035983362463
57,57,Convex polygon,Geometry,1,0.22793148880105402,0.30391943832787716
58,58,Parallel (geometry),Perpendicular,0,0.06756756756756754,0.0
59,59,Line segment,Vertex (geometry),0,0.1271929824561403,0.0
60,60,Scale factor,Scaling (geometry),0,0.0,0.42370060583941527
61,61,Line segment,Dodecagon,0,-0.09716599190283404,-0.09193260871477665
62,62,Rhombus,Perpendicular,0,-0.30888030888030893,0.346986762785455
63,63,Pentagon,Edge (geometry),1,0.3392857142857143,0.0
64,64,Perpendicular,Angle,1,0.37941787941787947,0.08407385368807302
65,65,Parallel (geometry),Angle,0,0.3557692307692308,0.0
66,66,Perpendicular,Two-dimensional space,0,-0.17567567567567566,-0.6048688538738729
67,67,Rectangle,Point (geometry),1,-0.44665012406947885,-0.8709523240639332
68,68,Diameter,Radius,1,-0.4242424242424242,0.1362461725147998
69,69,Midpoint,Plane (geometry),0,0.18181818181818182,0.6244728638720625
70,70,Rhombus,Edge (geometry),1,0.03214285714285714,0.0
71,71,Vertex (geometry),Nonagon,0,-0.7133333333333334,0.0
72,72,Tangent,Sine,0,0.008547008547008572,0.41221544848640923
73,73,Right triangle,Polygon,1,-0.22298850574712648,-0.21984793642997452
74,74,Point (geometry),Secant line,0,-0.4910394265232975,-0.7840092531033415
75,75,Reflection symmetry,Line (geometry),1,0.07936507936507936,0.08230054611067562
76,76,Line segment,Pentagon,0,-0.12030075187969927,-0.09588982422310721
77,77,Parallel (geometry),Skew lines,0,-0.25,0.0
78,78,Acute and obtuse triangles,Vertex (geometry),1,0.6333333333333334,0.0
79,79,Quadrilateral,Triangle inequality,0,-0.2777777777777778,-0.05803213959880116
80,80,Line (geometry),Plane (geometry),0,-0.34199134199134207,0.0
81,81,Chord (geometry),Pythagorean theorem,0,0.28968253968253965,0.8654998045822255
82,82,Rotational symmetry,Trapezoid,0,0.6696428571428571,-0.2801250250453649
83,83,Rhombus,Parallelogram,1,-0.04884792626728107,0.17305809777931513
84,84,Acute and obtuse triangles,Triangle,1,0.31162790697674425,0.5983505126018142
85,85,Trigonometric functions,Line (geometry),1,0.4285714285714286,0.3293773116853463
86,86,Parallelogram,Convex polygon,0,-0.11640953716690039,0.011382208489211454
87,87,Arc length,Distance,1,0.0,-0.2890969424055757
88,88,Circle,Diameter,0,-0.2282828282828283,-0.3899266614583397
89,89,Rhombus,Vertex (geometry),1,0.4404761904761904,0.0
90,90,Edge (geometry),Trigonometric functions,0,0.125,0.0
91,91,Geometry,Star polygon,0,-0.35757575757575755,-0.8841050062317846
92,92,Acute and obtuse triangles,Polygon,1,-0.05517241379310345,0.1372577644465
93,93,Right angle,Geometry,1,0.0,0.578686441314021
94,94,Sine,Trigonometric functions,1,0.047619047619047616,-0.33497373475031994
95,95,Edge (geometry),Hendecagon,0,-0.51,0.0
96,96,Polygon,Right triangle,0,0.22298850574712648,0.21984793642997452
97,97,Circle,Sine,0,-0.4666666666666667,-0.3795836197045951
98,98,Altitude (triangle),Geometry,1,0.4055944055944056,0.0
99,99,Line (geometry),Kite (geometry),0,0.2910906298003072,0.0
100,100,Inverse trigonometric functions,Line segment,1,0.5736842105263158,-0.004858282965713116
101,101,Equilateral triangle,Angle,1,0.2540792540792541,0.30714840058543347
102,102,Midpoint,Point (geometry),1,0.1055718475073314,0.5368893716390555
103,103,Chord (geometry),Sine,0,0.1746031746031746,0.4809867091774762
104,104,Line (geometry),Reflection symmetry,0,-0.07936507936507936,-0.08230054611067562
105,105,Right triangle,Altitude (triangle),0,-0.14871794871794874,0.0
106,106,Heptagon,Radius,0,-0.09090909090909091,0.545894020906796
107,107,Collinearity,Cone,0,-0.05,0.7702795116097443
108,108,Trapezoid,Geometry,1,-0.10795454545454541,0.07943392039555003
109,109,Line segment,Collinearity,0,-0.6447368421052632,0.006336168606159098
110,110,Circle,Two-dimensional space,0,-0.16349206349206352,-0.3724639695475589
111,111,Polyhedron,Geometry,1,0.5222816399286987,0.6922354675750915
112,112,Polyhedron,Point (geometry),1,-0.08159392789373812,0.09836349249505864
113,113,Angle,Reflection (mathematics),0,-0.6346153846153846,0.0
114,114,Cross section (geometry),Geometry,1,0.6393939393939394,0.0
115,115,Triangle,Arc length,0,-0.6201550387596899,-0.10470209238626099
116,116,Polygon,Quadrilateral,0,0.0431034482758621,-0.23955607852623073
117,117,Translation (geometry),Distance,0,-0.16666666666666666,-0.16635371199705346
118,118,Line (geometry),Prism (geometry),0,-0.20238095238095238,0.0
119,119,Equilateral triangle,Geometry,1,0.21212121212121215,0.7825519507541701
120,120,Polygon,Rectangle,0,0.03183023872679047,-0.3298028380469519
121,121,Octagon,Line segment,1,0.09981851179673323,0.03535044333426735
122,122,Geometry,Cylinder (geometry),0,-0.4545454545454546,-0.37039333436440963
123,123,Perpendicular,Trapezoid,0,0.11148648648648651,-0.34557575464613094
124,124,Symmetry,Translation (geometry),0,-0.08783783783783783,0.29163503389730033
125,125,Point (geometry),Angle bisector theorem,0,-0.33548387096774196,-0.016746751896323377
126,126,Triangle inequality,Arc length,0,-0.08333333333333333,0.8586770857432032
127,127,Vertex (geometry),Polygon,0,-0.14655172413793105,0.0
128,128,Diameter,Line segment,1,0.09409888357256779,0.22515010492820542
129,129,Vertex (geometry),Altitude (triangle),0,-0.3653846153846154,0.0
130,130,Line (geometry),Secant line,0,-0.7063492063492064,-0.7421334960519484
131,131,Circumference,Polygon,0,0.6541274817136886,0.698272077926212
132,132,Polyhedron,Line (geometry),1,-0.014005602240896337,-0.6767622453227431
133,133,Cylinder (geometry),Tangent,0,-0.1258741258741259,0.410030805644927
134,134,Geometry,Decagon,0,-0.412748171368861,-0.8412970587823897
135,135,Polygon,Hendecagon,0,-0.24827586206896557,-0.5819603919874201
136,136,Angle,Distance,0,-0.17948717948717946,-0.09719140927597403
137,137,Bisection,Congruence (geometry),0,0.23571428571428574,0.32116920970290674
138,138,Geometry,Square,0,-0.05281385281385276,-0.2583639730309695
139,139,Decagon,Edge (geometry),1,0.43965517241379315,0.0
140,140,Altitude (triangle),Line (geometry),1,0.05128205128205132,0.0
141,141,Rotation (mathematics),Distance,0,-0.17948717948717946,0.0
142,142,Vertex (geometry),Star polygon,0,-0.63,0.0
143,143,Line (geometry),Angle,0,0.20146520146520153,0.7616207760037575
144,144,Self-similarity,Similarity (geometry),1,0.6140350877192982,0.2797242008484099
145,145,Rhombus,Square,0,-0.11428571428571432,0.4288795733999809
146,146,Altitude (triangle),Point (geometry),1,0.07444168734491319,0.0
147,147,Edge (geometry),Line (geometry),1,-0.005952380952380931,0.0
148,148,Reflection symmetry,Reflection (mathematics),1,-0.1388888888888889,0.0
149,149,Pythagorean theorem,Arc length,0,-0.4166666666666667,-0.7511332081140257
150,150,Geometry,Prism (geometry),0,-0.5018939393939394,0.0
151,151,Trigonometric functions,Chord (geometry),0,0.07142857142857142,0.42592649338027727
152,152,Acute and obtuse triangles,Right triangle,0,0.39999999999999997,-0.29001995837882755
153,153,Cylinder (geometry),Radius,0,-0.36363636363636365,0.24238492141041315
154,154,Inverse trigonometric functions,Tangent,0,-0.1076923076923077,-0.0597262536445802
155,155,Geometry,Symmetry,0,-0.2612612612612613,-0.26065233484195904
156,156,Angle bisector theorem,Point (geometry),1,0.33548387096774196,0.016746751896323377
157,157,Rotation (mathematics),Rigid transformation,0,-0.5,0.0
158,158,Star polygon,Vertex (geometry),1,0.63,0.0
159,159,Convex polygon,Point (geometry),1,-0.4081346423562412,0.11228095683560722
160,160,Point (geometry),Radius,0,-0.592375366568915,-0.1691867854396448
161,161,Cylinder (geometry),Polyhedron,0,0.18716577540106952,0.3925202529798186
162,162,Pythagorean triple,Line (geometry),1,0.07142857142857142,0.07243966943060062
163,163,Parallel (geometry),Tangent,0,-0.38461538461538464,0.0
164,164,Line segment,Arc (geometry),0,-0.39473684210526316,-0.287078085149101
165,165,Reflection symmetry,Geometry,1,0.4040404040404041,0.03378001176958176
166,166,Polygon,Rhombus,0,-0.06995073891625625,-0.42961048757593534
167,167,Point (geometry),Isosceles triangle,0,0.04233870967741937,-0.04024056193213504
168,168,Triangle,Altitude (triangle),0,-0.5599284436493739,0.0
169,169,Line (geometry),Trapezoid,0,0.1875,0.8512278906081332
170,170,Rhombus,Sine,0,-0.30476190476190473,-0.1256322140004061
171,171,Line (geometry),Pythagorean triple,0,-0.07142857142857142,-0.07243966943060062
172,172,Cartesian coordinate system,Two-dimensional space,1,0.33333333333333337,-0.2347215483225238
173,173,Special right triangles,Line segment,1,0.5191387559808612,0.5056627216605575
174,174,Vertex (geometry),Pyramid (geometry),0,-0.3333333333333333,0.0
175,175,Geometry,Midpoint,0,-0.43939393939393934,-0.7129237522743161
176,176,Special right triangles,Circle,0,0.6141414141414141,0.04217435747715464
177,177,Pentagon,Point (geometry),1,-0.1509216589861751,0.010960863776388153
178,178,Right triangle,Isosceles triangle,0,-0.09999999999999998,-0.4720097029295357
179,179,Pythagorean triple,Polygon,1,0.43103448275862066,0.05897091521448304
180,180,Angle bisector theorem,Geometry,1,0.7393939393939395,0.9231664716531239
181,181,Circle,Slope,0,-0.5583333333333333,-0.08597657797063014
182,182,Geometry,Similarity (geometry),0,-0.12440191387559812,0.3848524077830031
183,183,Point (geometry),Midpoint,0,-0.1055718475073314,-0.5368893716390555
184,184,Line (geometry),Decagon,0,0.0656814449917898,-0.05371491190855351
185,185,Point (geometry),Arc length,0,-0.43548387096774194,-0.7667314469202483
186,186,Angle,Perpendicular,0,-0.37941787941787947,-0.08407385368807302
187,187,Nonagon,Line segment,1,0.10947368421052633,0.057925303851387146
188,188,Reflection (mathematics),Circle,0,0.1388888888888889,0.0
189,189,Perpendicular,Vertex (geometry),0,0.259009009009009,0.0
190,190,Vertex (geometry),Rectangle,0,-0.11538461538461542,0.0
191,191,Square,Trapezoid,0,0.03749999999999998,-0.041584231863621424
192,192,Rhombus,Kite (geometry),0,-0.16682027649769593,0.0
193,193,Rotational symmetry,Line (geometry),1,0.14285714285714285,0.22216009871441986
194,194,Inverse trigonometric functions,Geometry,1,0.36969696969696975,0.943682517853947
195,195,Perpendicular,Internal and external angle,0,-0.27927927927927926,-0.07782171758655136
196,196,Quadrilateral,Reflection symmetry,0,-0.6111111111111112,-0.6583787938405224
197,197,Similarity (geometry),Polygon,0,0.17967332123411975,0.9114163969791834
198,198,Vertex (geometry),Prism (geometry),0,-0.6458333333333334,0.0
199,199,Point (geometry),Geometry,1,0.22091886608015637,-0.38144241292268544
200,200,Rhombus,Triangle,0,0.24186046511627912,0.5615879960478497
201,201,Circle,Internal and external angle,0,-0.28888888888888886,0.008500986542164161
202,202,Isosceles triangle,Geometry,1,0.2916666666666667,0.7737470010773538
203,203,Pythagorean triple,Angle,1,0.4230769230769231,-0.050463208059018244
204,204,Polyhedron,Diagonal,0,-0.022058823529411742,-0.19624125031769052
205,205,Reflection symmetry,Point (geometry),1,0.06093189964157705,0.08230054611067562
206,206,Parallelogram,Rectangle,0,0.06823821339950376,0.011573709533501342
207,207,Face (geometry),Plane (geometry),0,0.3181818181818182,1.0
208,208,Parallelogram,Line segment,1,-0.1977928692699491,-0.23933879529163354
209,209,Collinearity,Midpoint,0,0.28030303030303033,0.6602597379798731
210,210,Right triangle,Diameter,0,-0.03030303030303033,0.2940550692984426
211,211,Circumference,Distance,0,-0.3484848484848485,-0.09165399932580906
212,212,Arc (geometry),Diameter,0,0.7537878787878788,0.8826672476174712
213,213,Rhombus,Geometry,1,0.07792207792207795,0.06537813858592761
214,214,Cartesian coordinate system,Angle,1,0.3692307692307692,0.034810775350024914
215,215,Parallel (geometry),Circle,0,0.26944444444444443,0.0
216,216,Perpendicular,Chord (geometry),0,-0.43629343629343625,0.2927172165733912
217,217,Point (geometry),Transversal (geometry),0,-0.5282258064516129,0.0
218,218,Tangent,Isosceles triangle,0,0.028846153846153855,0.007710656567715246
219,219,Angle,Transversal (geometry),0,-0.5865384615384616,0.0
220,220,Equilateral triangle,Line (geometry),1,-0.1818181818181818,0.006657570035382019
221,221,Trapezoid,Line (geometry),1,-0.1875,-0.8512278906081332
222,222,Line (geometry),Rectangle,0,0.326007326007326,0.5011833993706871
223,223,Bisection,Line segment,1,0.2894736842105263,0.4533373927723179
224,224,Geometry,Pentagon,0,-0.36471861471861466,-0.8674750579925017
225,225,Right angle,Rectangle,0,0.16083916083916078,0.13672860749678017
226,226,Rectangle,Translation (geometry),0,0.11538461538461539,0.4269856907587262
227,227,Similarity (geometry),Circle,0,0.03508771929824561,0.7063143478616574
228,228,Congruence (geometry),Vertex (geometry),1,0.2976190476190476,0.0
229,229,Right angle,Triangle,0,0.5158562367864694,0.5998877151527209
230,230,Point (geometry),Decagon,0,0.12013348164627363,-0.05371491190855351
231,231,Line (geometry),Angle bisector theorem,0,-0.3523809523809524,-0.016746751896323377
232,232,Exterior angle theorem,Midpoint,0,0.45454545454545453,-0.005112232280181932
233,233,Square,Symmetry,0,-0.34054054054054056,-0.30761964667106956
234,234,Perpendicular,Angle bisector theorem,0,-0.745945945945946,-0.07308942327211798
235,235,Symmetry,Geometry,1,0.2612612612612613,0.26065233484195904
236,236,Angle,Right angle,0,-0.38111888111888115,-0.4051168477485536
237,237,Prism (geometry),Distance,0,0.0625,0.0
238,238,Midpoint,Angle,0,0.40559440559440557,0.2534719971035033
239,239,Line (geometry),Midpoint,0,-0.19480519480519484,0.5712824607664545
240,240,Heptagon,Polygon,1,0.1915708812260537,0.5506201049478037
241,241,Square,Octagon,0,-0.16945812807881772,-0.6656554143988118
242,242,Radius,Sphere,0,0.13636363636363635,0.015210751149759172
243,243,Diameter,Line (geometry),1,0.15151515151515155,-0.3100912865402642
244,244,Line segment,Rhombus,0,0.12406015037593993,0.1969693301193865
245,245,Point (geometry),Tangent,0,-0.08188585607940449,-0.4358450185790324
246,246,Point (geometry),Diameter,0,-0.004887585532746819,0.36542533640485786
247,247,Rectangle,Polygon,1,-0.03183023872679047,0.3298028380469519
248,248,Bisection,Diagonal,0,0.1375,0.32813986724998745
249,249,Polygon,Angle,1,0.1286472148541114,-0.14052735199080962
250,250,Prism (geometry),Line (geometry),1,0.20238095238095238,0.0
251,251,Symmetry,Rotational symmetry,0,-0.23938223938223935,-0.26328320485214257
252,252,Collinearity,Tangent,0,0.10256410256410253,-0.09141754863805986
253,253,Diagonal,Edge (geometry),1,0.4375,0.0
254,254,Line (geometry),Tangent,0,-0.4010989010989011,-0.261741586474009
255,255,Triangle,Point (geometry),1,-0.5326331582895724,-0.8540107758987707
256,256,Triangle inequality,Line (geometry),1,0.21428571428571427,0.09846896860548016
257,257,Angle,Trigonometric functions,0,-0.5989010989010989,-0.4296724833237515
258,258,Circle,Decagon,0,-0.07586206896551723,-0.2068930039752367
259,259,Vertex (geometry),Triangle inequality,0,-0.25,0.0
260,260,Polygon,Nonagon,0,-0.24827586206896557,-0.5646007274942284
261,261,Geometry,Tangent,0,-0.3263403263403263,-0.5622995154885793
262,262,Acute and obtuse triangles,Edge (geometry),1,0.25,0.0
263,263,Triangle,Equilateral triangle,0,-0.39746300211416485,-0.49454311774172466
264,264,Angle,Square,0,-0.06263736263736264,-0.1276000424749128
265,265,Triangle,Triangle inequality,0,-0.4534883720930233,-0.7518305576153902
266,266,Vertex (geometry),Parallelogram,0,-0.19086021505376338,0.0
267,267,Line segment,Congruence (geometry),0,0.07142857142857145,0.2481918461805981
268,268,Triangle,Pythagorean theorem,0,-0.5032299741602068,-0.2353445480179262
269,269,Edge (geometry),Pythagorean triple,0,-0.04166666666666666,0.0
270,270,Line segment,Inverse trigonometric functions,0,-0.5736842105263158,0.004858282965713116
271,271,Collinearity,Altitude (triangle),0,0.4166666666666667,0.0
272,272,Line segment,Quadrilateral,0,0.2733918128654971,0.05196507599918265
273,273,Pentagon,Diagonal,0,-0.125,0.13603684994892257
274,274,Bisection,Parallelogram,0,0.22741935483870973,0.7664989595065587
275,275,Two-dimensional space,Coordinate system,0,-0.6190476190476191,0.11340001774991015
276,276,Trigonometric functions,Tangent,0,-0.016483516483516508,-0.332876431369349
277,277,Dodecagon,Geometry,1,0.372960372960373,0.8987161604281474
278,278,Hendecagon,Line (geometry),1,-0.11809523809523809,0.030566659038252935
279,279,Geometry,Radius,0,-0.48484848484848486,-0.6264200575973963
280,280,Rotation (mathematics),Space (mathematics),0,-0.4230769230769231,0.0
281,281,Rotation (mathematics),Rotational symmetry,0,-0.06593406593406592,0.0
282,282,Angle,Acute and obtuse triangles,0,-0.3692307692307692,-0.1893028765629846
283,283,Diameter,Distance,0,-0.3484848484848485,-0.10386863785999575
284,284,Transversal (geometry),Congruence (geometry),0,0.3035714285714286,0.0
285,285,Pythagorean theorem,Isosceles triangle,0,0.020833333333333315,-0.4884542276906028
286,286,Decagon,Line segment,1,0.16878402903811252,0.12946481398038664
287,287,Line segment,Right triangle,0,0.00877192982456143,-0.33249155727162516
288,288,Edge (geometry),Point (geometry),1,-0.1088709677419355,0.0
289,289,Dodecagon,Hexagon,0,0.12051282051282053,0.24759684504423474
290,290,Point (geometry),Rotational symmetry,0,0.05069124423963134,-0.20420139351085587
291,291,Sine,Cartesian coordinate system,0,0.3333333333333333,0.5739744412631321
292,292,Pythagorean theorem,Point (geometry),1,-0.05824372759856633,-0.5564288431171993
293,293,Edge (geometry),Star polygon,0,-0.46499999999999997,0.0
294,294,Radius,Line (geometry),1,0.5606060606060607,-0.5338894224521962
295,295,Convex polygon,Angle,1,0.21906354515050164,-0.15208691146106204
296,296,Sphere,Polyhedron,0,-0.21078431372549022,-0.09758694250845355
297,297,Trigonometric functions,Right triangle,0,0.09047619047619049,0.26011889535927035
298,298,Polygon,Hexagon,0,-0.17931034482758623,-0.40410888541876255
299,299,Square,Circle,0,-0.20952380952380956,0.02212795125459116
300,300,Tangent,Triangle,1,0.29874776386404295,0.4496409906215405
301,301,Geometry,Hendecagon,0,-0.35757575757575755,-0.8920120668732137
302,302,Heptagon,Edge (geometry),1,0.3657407407407407,0.0
303,303,Rectangle,Vertex (geometry),1,0.11538461538461542,0.0
304,304,Reflection symmetry,Perpendicular,0,0.3093093093093093,0.8368243406397089
305,305,Reflection symmetry,Rotational symmetry,0,0.07936507936507936,0.23960532613547936
306,306,Point (geometry),Vertex (geometry),0,0.49193548387096775,0.0
307,307,Prism (geometry),Parallelogram,0,0.592741935483871,0.0
308,308,Rotation (mathematics),Point (geometry),1,0.36476426799007444,0.0
309,309,Rigid transformation,Line (geometry),1,0.5,0.0
310,310,Collinearity,Distance,0,0.25,0.0604960136005957
311,311,Rhombus,Line segment,1,-0.12406015037593993,-0.1969693301193865
312,312,Polygon,Pentagon,0,-0.2352216748768473,-0.49262554114479024
313,313,Kite (geometry),Quadrilateral,1,0.2508960573476702,0.0
314,314,Vertex (geometry),Point (geometry),1,-0.49193548387096775,0.0
315,315,Parallelogram,Tessellation,0,-0.2007168458781362,-0.5613249100045975
316,316,Geometry,Bisection,0,-0.43787878787878787,-0.905058253104319
317,317,Right triangle,Tangent,0,-0.1076923076923077,-0.06452573886918439
318,318,Angle,Circumference,0,-0.44405594405594406,-0.761831065193754
319,319,Sine,Line segment,1,0.14327485380116958,0.10158071343725766
320,320,Tangent,Edge (geometry),1,0.07692307692307693,0.0
321,321,Edge (geometry),Convex polygon,0,-0.24456521739130432,0.0
322,322,Pythagorean theorem,Rigid transformation,0,0.0,-1.0
323,323,Pyramid (geometry),Line (geometry),1,0.0714285714285714,-1.0
324,324,Two-dimensional space,Point (geometry),1,0.002304147465437778,-0.18443951401307146
325,325,Polygon,Exterior angle theorem,0,-0.9655172413793104,-0.014365452747295924
326,326,Arc length,Circle,1,0.7444444444444445,0.7366060526168094
327,327,Point (geometry),Nonagon,0,0.17806451612903224,-0.030936871816151904
328,328,Acute and obtuse triangles,Point (geometry),1,-0.1225806451612903,0.0
329,329,Two-dimensional space,Star polygon,0,0.34095238095238095,0.394029870846107
330,330,Line (geometry),Square,0,0.34761904761904766,0.8401607805074384
331,331,Secant line,Chord (geometry),0,0.19047619047619047,-0.2561543155344669
332,332,Acute and obtuse triangles,Pyramid (geometry),0,-0.17777777777777778,0.0
333,333,Midpoint,Angle bisector theorem,0,-0.7090909090909091,-0.054848325107851925
334,334,Line (geometry),Radius,0,-0.5606060606060607,0.5338894224521962
335,335,Acute and obtuse triangles,Tangent,0,0.3230769230769231,0.5469834385954603
336,336,Prism (geometry),Line segment,1,0.29605263157894735,0.0
337,337,Line segment,Octagon,0,-0.09981851179673323,-0.03535044333426735
338,338,Vertex (geometry),Internal and external angle,0,-0.6666666666666666,0.0
339,339,Point (geometry),Hendecagon,0,0.17806451612903224,-0.030566659038252935
340,340,Geometry,Inverse trigonometric functions,0,-0.36969696969696975,-0.943682517853947
341,341,Point (geometry),Angle,0,0.22208436724565755,0.7731338105127856
342,342,Line segment,Cylinder (geometry),0,-0.2559808612440191,-0.539682921186236
343,343,Line segment,Similarity (geometry),0,-0.02631578947368418,0.1138927503786768
344,344,Geometry,Special right triangles,0,-0.696969696969697,-0.48632428696830654
345,345,Hexagon,Angle,1,0.12051282051282053,0.31360342395189666
346,346,Polyhedron,Vertex (geometry),1,0.28921568627450983,0.0
347,347,Triangle inequality,Parallelogram,0,0.26881720430107525,0.05111697074783658
348,348,Plane (geometry),Skew lines,0,-0.5681818181818181,0.3037368628653089
349,349,Plane (geometry),Coordinate system,0,-0.5844155844155844,-0.2025280382400383
350,350,Radius,Geometry,1,0.48484848484848486,0.6264200575973963
351,351,Equilateral triangle,Square,0,0.032900432900432985,0.3079758346362953
352,352,Parallel (geometry),Point (geometry),1,0.4838709677419355,0.0
353,353,Similarity (geometry),Square,0,0.16842105263157892,0.7214708516147653
354,354,Angle,Hendecagon,0,-0.32923076923076927,0.06104561526041699
355,355,Tessellation,Vertex (geometry),0,0.41666666666666663,0.0
356,356,Angle bisector theorem,Sine,0,-0.1111111111111111,-0.0049083191649734815
357,357,Prism (geometry),Parallel (geometry),1,0.4375,0.0
358,358,Tessellation,Kite (geometry),0,0.2096774193548387,0.0
359,359,Point (geometry),Rectangle,0,0.44665012406947885,0.8709523240639332
360,360,Angle bisector theorem,Edge (geometry),1,0.4,0.0
361,361,Pythagorean theorem,Altitude (triangle),0,-0.3034188034188034,0.0
362,362,Bisection,Line (geometry),1,0.20952380952380956,0.036207497485606845
363,363,Diagonal,Point (geometry),1,-0.2358870967741935,-0.8848552293583243
364,364,Concentric,Sphere,0,0.5166666666666666,0.947016572884222
365,365,Altitude (triangle),Bisection,0,-0.06538461538461537,0.0
366,366,Square,Coordinate system,0,-0.5142857142857142,0.054991914510030715
367,367,Parallelogram,Pythagorean theorem,0,-0.3620071684587814,-0.3666911660593907
368,368,Parallel (geometry),Distance,0,0.16666666666666669,0.0
369,369,Edge (geometry),Inverse trigonometric functions,0,0.125,0.0
370,370,Cylinder (geometry),Concentric,0,-0.6,-0.9598182551099211
371,371,Rotational symmetry,Cone,0,0.07619047619047618,-0.6965533012610703
372,372,Geometry,Parallelogram,0,-0.07135874877810355,-0.02332394524629805
373,373,Decagon,Polygon,1,0.24137931034482762,0.551194250841117
374,374,Pythagorean triple,Geometry,1,0.4393939393939394,0.1343645608690517
375,375,Pythagorean triple,Right angle,1,-0.03030303030303033,-0.3958424160052086
376,376,Special right triangles,Pythagorean theorem,0,0.4621212121212121,0.9012435759123535
377,377,Congruence (geometry),Geometry,1,-0.0043290043290044045,-0.3495003421785384
378,378,Collinearity,Chord (geometry),0,-0.0357142857142857,-1.0
