,topic_a,topic_b,ground_truth,estimated
130,Algorithm,Object-oriented analysis and design,0,-0.625
131,Internet protocol suite,Network service,0,0.9642857142857143
132,Compiler,Machine learning,0,-0.5483870967741935
133,Object-oriented analysis and design,Computer graphics,0,0.375
134,Parallel computing,Data integration,0,-0.6666666666666666
135,Knowledge management,Software development,0,0.19285714285714287
136,Assembly language,Object-oriented analysis and design,0,0.01785714285714285
137,Microarchitecture,Wireless network,0,0.0
138,Software metric,Discrete mathematics,0,0.6
139,Cryptography,Computational linguistics,0,-0.5925925925925926
140,Artificial intelligence,Distributed object,0,-0.4
141,Data-intensive computing,Software metric,0,0.0
142,Modeling language,Data warehouse,0,-0.275
143,Graphical model,Database,0,0.40625
144,Cryptography,Information retrieval,0,-0.15000000000000002
145,Test automation,Data-intensive computing,0,0.0
146,Data integration,Software quality management,0,0.0
147,Discrete mathematics,Translator (computing),0,0.0
148,Software engineering,Microarchitecture,0,0.030303030303030304
149,Systems programming,Parallel processing (DSP implementation),0,0.0
150,Computer security,Network security,0,-0.5517241379310345
151,Algorithm,Compiler,0,-0.30000000000000004
152,Theory of computation,Software analytics,0,-0.8
153,Computer security,Theory of computation,0,0.5517241379310345
154,Software quality management,Computer graphics,0,0.0
155,Software development,Software quality management,0,0.0
156,Machine learning,Software quality management,0,0.0
157,Translator (computing),Mobile app development,0,0.0
158,Computational geometry,Computer architecture,0,-0.06896551724137928
159,Software project management,Modeling language,0,0.5
160,Knowledge management,Software engineering,0,-0.06060606060606061
161,Wireless network,Operating system,0,0.43333333333333335
162,Computational geometry,Computational linguistics,0,-0.4891443167305236
163,Microarchitecture,Object-oriented programming,0,0.3333333333333333
164,Computer security,Object-oriented programming,0,-0.14778325123152708
165,Translator (computing),Theory of computation,0,0.0
166,Distributed object,Software engineering,0,0.4
167,Analysis of algorithms,Software quality management,0,0.0
168,Database,Computer vision,0,0.10416666666666669
169,Software project management,Cloud computing,0,-0.2222222222222222
170,Computer vision,Internet protocol suite,0,-1.0
171,Distributed object,Software quality management,0,0.0
172,Algorithm,Information management,0,0.0
173,Combinatorial optimization,Object-oriented analysis and design,0,0.0
174,Modeling language,Information management,0,0.0
175,Wireless network,Computational linguistics,0,-0.07407407407407407
176,Computer-aided software engineering,Graphical model,0,0.0
177,Microarchitecture,Computer security,0,0.29885057471264365
178,Assembly language,Information management,0,0.0
179,Mobile app development,Combinatorial optimization,0,0.0
180,Cloud computing,Natural language processing,0,0.6666666666666666
181,Parallel computing,Computer security,0,-0.12068965517241381
182,Cloud computing,Software analytics,0,0.0
183,Discrete mathematics,Software metric,0,-0.6
184,Software analytics,Data-intensive computing,0,0.0
185,Software quality management,Social network analysis,0,0.0
186,Parallel processing (DSP implementation),Computer security,0,0.0
187,Computer-aided software engineering,Software analytics,0,-0.2
188,Wireless network,Computer-aided software engineering,0,0.0
189,Information management,Software project management,0,0.0
190,Software metric,Data integration,0,0.0
191,Software testing,Theory of computation,0,0.5294117647058824
192,Computational linguistics,Data warehouse,0,0.07407407407407407
193,Translator (computing),Parallel processing (DSP implementation),0,0.0
194,Artificial intelligence,Test automation,0,-0.6666666666666666
195,Software quality management,Programming language,0,0.0
196,Assembly language,Software analytics,0,0.0
197,Assembly language,Knowledge management,0,0.0
198,Algorithm,Graphical model,0,-0.65
199,Software development,Combinatorial optimization,0,-0.7214285714285714
200,Machine learning,Software project management,0,-0.935483870967742
201,Software architecture,Discrete mathematics,0,0.2125
202,Software architecture,Algorithm,0,0.6875
203,Artificial intelligence,Software quality management,0,0.0
204,Theory of computation,Compiler,0,0.25
205,Machine learning,Information security,0,-0.044205495818399054
206,Data warehouse,Information retrieval,0,-0.09999999999999998
207,Computer architecture,Object-oriented design,0,0.034482758620689655
208,Database,Software quality management,0,0.0
209,Robotics,Software architecture,0,-0.0625
210,Network security,Software project management,0,-1.0
211,Internet protocol suite,Software metric,0,0.0
212,Knowledge management,Robotics,0,0.0
213,Broadband networks,Information management,0,0.0
214,Operating system,Artificial intelligence,0,0.0
215,Broadband networks,Microarchitecture,0,0.0
216,Wireless network,Test automation,0,0.0
217,Software architecture,Systems programming,0,0.0
218,Information management,Computer architecture,0,-0.034482758620689655
219,Software quality management,Game theory,0,0.0
220,Software development,Software metric,0,-0.7714285714285715
221,Wireless network,Software quality management,0,0.0
222,Object-oriented programming,Software metric,0,-0.5285714285714286
223,Computer network,Machine learning,0,-0.07849462365591398
224,Computer graphics,Cloud computing,0,-0.5777777777777777
225,Parallel computing,Machine learning,0,-0.012903225806451646
226,Algorithm,Information retrieval,0,-0.25
227,Test automation,Natural language processing,0,0.6666666666666666
228,Information management,Network security,0,0.0
229,Parallel computing,Object-oriented analysis and design,0,-0.625
230,Test automation,Data mining,0,0.6666666666666666
231,Modeling language,Natural language processing,0,-0.375
232,Systems programming,Computer security,0,0.0
233,Parallel computing,Computational geometry,0,0.01379310344827589
234,Information security,Software metric,0,-0.6
235,Object-oriented design,Combinatorial optimization,0,0.0
236,Combinatorial optimization,Systems programming,0,0.0
237,Test automation,Mobile app development,0,0.0
238,Mobile app development,Data warehouse,0,0.0
239,Discrete mathematics,Software testing,0,-0.37058823529411766
240,Natural language processing,Computational geometry,0,0.3017241379310345
241,Algorithm,Cryptography,0,-0.30000000000000004
242,Distributed object,Cloud computing,0,0.2
243,Software testing,Distributed object,0,-0.2
244,Natural language processing,Parallel computing,0,0.35
245,Computer network,Distributed object,0,-0.8
246,Systems programming,Game theory,0,0.0
247,Data integration,Algorithm,0,0.6666666666666666
248,Computational geometry,Computer vision,0,-0.48275862068965514
249,Information retrieval,Data warehouse,0,0.09999999999999998
250,Software analytics,Broadband networks,0,0.0
251,Software quality management,Data integration,0,0.0
252,Computer-aided software engineering,Data warehouse,0,0.3333333333333333
253,Distributed object,Software development,0,0.6
254,Software development,Theory of computation,0,0.26428571428571423
255,Mobile app development,Operating system,0,1.0
256,Theory of computation,Computer graphics,0,-0.15000000000000002
257,Discrete mathematics,Modeling language,0,0.125
258,Modeling language,Cloud computing,0,-0.41666666666666663
259,Computer security,Social network analysis,0,-0.36551724137931035
260,Database,Computer security,0,-0.12068965517241381
261,Cloud computing,Social network analysis,0,0.1111111111111111
262,Broadband networks,Data-intensive computing,0,0.0
263,Broadband networks,Software analytics,0,0.0
264,Information retrieval,Assembly language,0,-0.2857142857142857
265,Algorithm,Social network analysis,0,-0.9
266,Algorithm,Artificial intelligence,0,-0.20000000000000007
267,Software project management,Network service,0,0.9642857142857143
268,Discrete mathematics,Cryptography,0,0.0
269,Computer vision,Robotics,0,-0.3333333333333333
270,Software metric,Computational geometry,0,0.6
271,Broadband networks,Knowledge management,0,0.0
272,Software development,Machine learning,0,-0.06635944700460839
273,Assembly language,Software development,0,0.3142857142857143
274,Software quality management,Cloud computing,0,0.0
275,Software engineering,Data mining,0,0.2476489028213166
276,Artificial intelligence,Data integration,0,-0.6333333333333333
277,Theory of computation,Cryptography,0,-0.30000000000000004
278,Combinatorial optimization,Software quality management,0,0.0
279,Combinatorial optimization,Network service,0,0.7142857142857143
280,Algorithm,Operating system,0,-0.2666666666666667
281,Data integration,Network service,0,0.6309523809523809
282,Cryptography,Analysis of algorithms,0,0.22307692307692317
283,Knowledge management,Analysis of algorithms,0,0.21153846153846154
284,Machine learning,Programming language,0,0.4551971326164874
285,Discrete mathematics,Systems programming,0,0.0
286,Test automation,Graphical model,0,0.0
287,Data mining,Internet protocol suite,0,-0.9655172413793104
288,Parallel computing,Computer network,0,0.1333333333333333
289,Data warehouse,Software project management,0,0.0
290,Assembly language,Mobile app development,0,0.0
291,Software quality management,Software analytics,0,0.0
292,Information retrieval,Broadband networks,0,-1.0
293,Cryptography,Computer-aided software engineering,0,-0.6666666666666666
294,Robotics,Modeling language,0,0.20833333333333331
295,Artificial intelligence,Translator (computing),0,-0.3333333333333333
296,Software metric,Information management,0,0.0
297,Software testing,Network service,0,0.3697478991596639
298,Operating system,Cryptography,0,-0.06666666666666665
299,Software quality management,Object-oriented design,0,0.0
300,Software analytics,Game theory,0,0.2
301,Robotics,Computational linguistics,0,-0.07407407407407407
302,Data warehouse,Robotics,0,0.0
303,Computational linguistics,Cryptography,0,0.5925925925925926
304,Software architecture,Software quality management,0,0.0
305,Network service,Computer security,0,0.08743842364532017
306,Data-intensive computing,Mobile app development,0,0.0
307,Broadband networks,Object-oriented design,0,0.0
308,Compiler,Data integration,0,-0.6666666666666666
309,Machine learning,Internet protocol suite,0,-0.967741935483871
310,Software engineering,Software metric,0,-0.7696969696969698
311,Test automation,Object-oriented analysis and design,0,-0.125
312,Systems programming,Distributed object,0,0.0
313,Computer vision,Software architecture,0,-0.3125
314,Computational geometry,Social network analysis,0,-0.5655172413793104
315,Information management,Software development,0,-0.02857142857142857
316,Social network analysis,Computational linguistics,0,-0.037037037037037035
317,Computational geometry,Database,0,0.12068965517241381
318,Information retrieval,Operating system,0,0.25
319,Software architecture,Data-intensive computing,0,-0.2857142857142857
320,Test automation,Broadband networks,0,0.0
321,Analysis of algorithms,Distributed computing,0,-0.09999999999999998
322,Software engineering,Systems programming,0,0.0
323,Theory of computation,Distributed computing,0,-0.7
324,Software testing,Computer vision,0,0.47058823529411764
325,Translator (computing),Game theory,0,0.0
326,Distributed object,Discrete mathematics,0,0.2
327,Software architecture,Information retrieval,0,0.3125
328,Distributed object,Network service,0,0.2
329,Machine learning,Knowledge management,0,-0.21774193548387097
330,Software analytics,Computer security,0,0.8
331,Social network analysis,Software metric,0,0.0
332,Computer architecture,Information retrieval,0,-0.23275862068965514
333,Computer graphics,Cryptography,0,-0.19999999999999996
334,Systems programming,Software testing,0,0.0
335,Game theory,Data warehouse,0,0.0
336,Object-oriented analysis and design,Assembly language,0,-0.01785714285714285
337,Graphical model,Assembly language,0,0.0
338,Software project management,Computer vision,0,1.0
339,Distributed object,Data warehouse,0,0.0
340,Game theory,Software project management,0,0.0
341,Combinatorial optimization,Data-intensive computing,0,0.0
342,Assembly language,Software quality management,0,0.0
343,Computer-aided software engineering,Operating system,0,0.6333333333333333
344,Database,Software analytics,0,-0.8
345,Information retrieval,Software testing,0,-0.5
346,Computer network,Data warehouse,0,-0.33333333333333337
347,Object-oriented programming,Mobile app development,0,0.0
348,Software engineering,Software analytics,0,-0.8
349,Software architecture,Graphical model,0,0.0
350,Information retrieval,Computational linguistics,0,-0.3055555555555556
351,Software quality management,Algorithm,0,0.0
352,Computer vision,Software quality management,0,0.0
353,Assembly language,Translator (computing),0,-0.3333333333333333
354,Computational geometry,Data mining,0,-0.06896551724137934
355,Software development,Computational geometry,0,-0.03743842364532024
356,Game theory,Computational linguistics,0,-0.02314814814814814
357,Wireless network,Theory of computation,0,0.5
358,Object-oriented programming,Software testing,0,0.2647058823529412
359,Assembly language,Computational linguistics,0,-0.07407407407407407
360,Compiler,Combinatorial optimization,0,-0.75
361,Wireless network,Mobile app development,0,0.0
362,Object-oriented design,Test automation,0,-0.16666666666666666
363,Microarchitecture,Theory of computation,0,0.3333333333333333
364,Algorithm,Parallel computing,0,-0.19999999999999996
365,Compiler,Information security,0,-0.5555555555555556
366,Systems programming,Combinatorial optimization,0,0.0
367,Software analytics,Knowledge management,0,0.0
368,Broadband networks,Machine learning,0,1.0
369,Data-intensive computing,Translator (computing),0,0.0
370,Algorithm,Machine learning,0,-0.20645161290322578
371,Information retrieval,Software project management,0,-1.0
372,Software engineering,Software testing,0,-0.20053475935828874
373,Computer-aided software engineering,Information security,0,0.6296296296296295
374,Translator (computing),Computer graphics,0,0.0
375,Network security,Software analytics,0,-0.8
376,Computer graphics,Computer security,0,-0.3862068965517241
377,Computer security,Distributed object,0,-0.2
378,Distributed object,Software testing,0,0.2
379,Discrete mathematics,Combinatorial optimization,0,-0.75
380,Information management,Data integration,0,0.3333333333333333
381,Distributed computing,Robotics,0,-0.2333333333333333
382,Distributed computing,Combinatorial optimization,0,-0.65
383,Cryptography,Object-oriented design,0,0.0
384,Data structure,Information management,0,-0.3333333333333333
385,Social network analysis,Software development,0,0.37142857142857144
386,Systems programming,Cloud computing,0,1.0
387,Internet protocol suite,Microarchitecture,0,0.0
388,Object-oriented programming,Knowledge management,0,-0.17857142857142858
389,Computer-aided software engineering,Translator (computing),0,0.0
390,Data structure,Internet protocol suite,0,0.0
391,Systems programming,Distributed computing,0,1.0
392,Knowledge management,Network service,0,0.2142857142857143
393,Database,Combinatorial optimization,0,-0.71875
394,Parallel processing (DSP implementation),Computational geometry,0,0.0
395,Software analytics,Database,0,0.8
396,Distributed computing,Discrete mathematics,0,0.09999999999999998
397,Artificial intelligence,Cloud computing,0,-0.4666666666666666
398,Operating system,Software development,0,0.11428571428571427
399,Object-oriented design,Computer graphics,0,0.0
400,Analysis of algorithms,Computer graphics,0,0.2153846153846154
401,Modeling language,Computer-aided software engineering,0,-0.5416666666666666
402,Theory of computation,Software quality management,0,0.0
403,Operating system,Data warehouse,0,-0.33333333333333337
404,Modeling language,Broadband networks,0,-1.0
405,Computer security,Software testing,0,-0.43103448275862066
406,Computational linguistics,Computer network,0,0.5666666666666667
407,Discrete mathematics,Computational geometry,0,0.11724137931034478
408,Software quality management,Network service,0,0.0
409,Game theory,Software quality management,0,0.0
410,Internet protocol suite,Graphical model,0,0.0
411,Systems programming,Theory of computation,0,0.0
412,Object-oriented programming,Computer graphics,0,0.35714285714285715
413,Game theory,Object-oriented analysis and design,0,0.0
414,Robotics,Software metric,0,-0.2
415,Natural language processing,Data mining,0,0.5862068965517242
416,Analysis of algorithms,Network service,0,-0.038461538461538436
417,Software project management,Theory of computation,0,1.0
418,Data-intensive computing,Computer vision,0,0.0
419,Network service,Computational geometry,0,0.12315270935960587
420,Operating system,Microarchitecture,0,-0.9666666666666667
421,Data-intensive computing,Compiler,0,0.42857142857142855
422,Distributed object,Assembly language,0,0.2
423,Programming language,Information retrieval,0,-0.6388888888888888
424,Broadband networks,Operating system,0,1.0
425,Data mining,Test automation,0,-0.6666666666666666
426,Data structure,Software quality management,0,0.0
427,Compiler,Data warehouse,0,-0.6
428,Game theory,Data integration,0,0.0
429,Microarchitecture,Combinatorial optimization,0,0.0
430,Computational linguistics,Computer vision,0,0.5185185185185185
431,Information retrieval,Wireless network,0,-0.5
432,Parallel computing,Database,0,0.006249999999999978
433,Software quality management,Artificial intelligence,0,0.0
434,Software project management,Wireless network,0,0.0
435,Distributed object,Internet protocol suite,0,0.2
436,Modeling language,Computer vision,0,0.041666666666666685
437,Algorithm,Software engineering,0,-0.48787878787878786
438,Assembly language,Operating system,0,0.3285714285714285
439,Algorithm,Software quality management,0,0.0
440,Computer security,Artificial intelligence,0,0.01839080459770115
441,Network security,Data mining,0,0.3862068965517242
442,Computer architecture,Graphical model,0,-0.39655172413793105
443,Systems programming,Information retrieval,0,0.0
444,Data integration,Combinatorial optimization,0,0.0
445,Wireless network,Network security,0,0.09999999999999998
446,Algorithm,Data warehouse,0,-0.6
447,Computational geometry,Mobile app development,0,0.0
448,Distributed computing,Machine learning,0,0.08387096774193548
449,Network service,Software engineering,0,-0.24025974025974026
450,Network service,Object-oriented design,0,0.03571428571428571
451,Internet protocol suite,Modeling language,0,1.0
452,Programming language,Theory of computation,0,-0.4166666666666667
453,Natural language processing,Cryptography,0,0.15000000000000002
454,Cryptography,Parallel computing,0,0.09999999999999998
455,Object-oriented programming,Microarchitecture,0,-0.3333333333333333
456,Algorithm,Parallel processing (DSP implementation),0,-1.0
457,Robotics,Natural language processing,0,0.08333333333333331
458,Software testing,Software quality management,0,0.0
459,Microarchitecture,Software architecture,0,0.2708333333333333
460,Computer security,Internet protocol suite,0,-0.9655172413793104
461,Software analytics,Theory of computation,0,0.8
462,Computer security,Computational geometry,0,0.03448275862068961
463,Combinatorial optimization,Information management,0,0.0
464,Software quality management,Computer vision,0,0.0
465,Computer graphics,Network service,0,-0.4071428571428571
466,Internet protocol suite,Software quality management,0,0.0
467,Robotics,Analysis of algorithms,0,0.2564102564102564
468,Test automation,Information security,0,0.6666666666666666
469,Programming language,Computer security,0,-0.5440613026819923
470,Assembly language,Parallel processing (DSP implementation),0,0.0
471,Data structure,Combinatorial optimization,0,-0.25
472,Systems programming,Graphical model,0,1.0
473,Parallel computing,Translator (computing),0,-0.3333333333333333
474,Data-intensive computing,Parallel computing,0,0.2857142857142857
475,Robotics,Software quality management,0,0.0
476,Parallel processing (DSP implementation),Combinatorial optimization,0,0.0
477,Software metric,Robotics,0,0.2
478,Assembly language,Computer network,0,0.21904761904761905
479,Information retrieval,Translator (computing),0,-0.3333333333333333
480,Software engineering,Machine learning,0,0.31964809384164217
481,Object-oriented design,Computer architecture,0,-0.034482758620689655
482,Data mining,Data integration,0,-0.632183908045977
483,Data-intensive computing,Algorithm,0,0.7142857142857143
484,Software metric,Assembly language,0,0.0
485,Computer graphics,Computer network,0,0.033333333333333326
486,Computational geometry,Combinatorial optimization,0,-0.9655172413793104
487,Wireless network,Software testing,0,-0.058823529411764705
488,Software architecture,Information management,0,0.125
489,Software metric,Computer graphics,0,0.6
490,Software quality management,Systems programming,0,0.0
491,Computational linguistics,Object-oriented design,0,0.037037037037037035
492,Translator (computing),Modeling language,0,0.0
493,Network security,Software quality management,0,0.0
494,Computer architecture,Cryptography,0,-0.0482758620689655
495,Artificial intelligence,Systems programming,0,0.0
496,Artificial intelligence,Analysis of algorithms,0,-0.043589743589743546
497,Distributed computing,Computer graphics,0,0.19999999999999996
498,Software project management,Microarchitecture,0,0.0
499,Graphical model,Translator (computing),0,0.0
500,Analysis of algorithms,Artificial intelligence,0,0.043589743589743546
501,Assembly language,Computer architecture,0,0.3251231527093596
502,Robotics,Computer-aided software engineering,0,0.0
503,Programming language,Parallel processing (DSP implementation),0,0.0
504,Software analytics,Programming language,0,0.8
505,Natural language processing,Wireless network,0,-0.5
506,Robotics,Software engineering,0,0.2121212121212121
507,Network security,Broadband networks,0,-1.0
508,Artificial intelligence,Cryptography,0,-0.2333333333333334
509,Programming language,Data-intensive computing,0,-0.5714285714285714
510,Cryptography,Software analytics,0,-0.8
511,Object-oriented design,Network security,0,0.0
512,Software metric,Data-intensive computing,0,0.0
513,Graphical model,Cloud computing,0,-0.1111111111111111
514,Software testing,Analysis of algorithms,0,0.3936651583710407
515,Distributed computing,Theory of computation,0,0.7
516,Distributed object,Software architecture,0,0.4
517,Cryptography,Broadband networks,0,-1.0
518,Software engineering,Computer security,0,0.2737722048066875
519,Compiler,Test automation,0,-0.6666666666666666
520,Information retrieval,Compiler,0,0.75
521,Operating system,Computational geometry,0,0.016091954022988464
522,Knowledge management,Test automation,0,0.0
523,Operating system,Internet protocol suite,0,-0.9666666666666667
524,Knowledge management,Microarchitecture,0,0.0
525,Data mining,Object-oriented programming,0,-0.14778325123152708
526,Knowledge management,Parallel processing (DSP implementation),0,0.0
527,Parallel processing (DSP implementation),Mobile app development,0,0.0
528,Software engineering,Computer graphics,0,0.5757575757575758
529,Compiler,Software quality management,0,0.0
530,Parallel computing,Distributed computing,0,-0.09999999999999998
531,Information management,Analysis of algorithms,0,-0.038461538461538464
532,Computer-aided software engineering,Software architecture,0,0.6041666666666666
533,Software development,Data structure,0,-0.057142857142857134
534,Parallel computing,Combinatorial optimization,0,-0.65
535,Data integration,Theory of computation,0,0.6666666666666666
536,Software analytics,Modeling language,0,0.8
537,Information security,Compiler,0,0.5555555555555556
538,Software project management,Graphical model,0,0.0
539,Programming language,Natural language processing,0,-0.6388888888888888
540,Algorithm,Internet protocol suite,0,-1.0
541,Test automation,Software analytics,0,0.0
542,Theory of computation,Graphical model,0,-0.5
543,Algorithm,Object-oriented programming,0,-0.4428571428571429
544,Software project management,Cryptography,0,1.0
545,Information security,Broadband networks,0,-1.0
546,Theory of computation,Network security,0,-0.8
547,Social network analysis,Object-oriented programming,0,0.0
548,Discrete mathematics,Graphical model,0,-0.5
549,Software quality management,Software architecture,0,0.0
550,Test automation,Cloud computing,0,0.16666666666666666
551,Modeling language,Information security,0,-0.1435185185185185
552,Data integration,Cloud computing,0,0.3333333333333333
553,Knowledge management,Computer-aided software engineering,0,-0.3333333333333333
554,Artificial intelligence,Parallel computing,0,0.09999999999999998
555,Network service,Software metric,0,-0.6
556,Computational linguistics,Database,0,0.5358796296296297
557,Graphical model,Software engineering,0,0.1590909090909091
558,Object-oriented programming,Computational linguistics,0,-0.14814814814814814
559,Algorithm,Software testing,0,-0.7647058823529411
560,Graphical model,Software testing,0,-0.08823529411764706
561,Natural language processing,Assembly language,0,-0.2857142857142857
562,Software metric,Programming language,0,0.6
563,Software quality management,Object-oriented programming,0,0.0
564,Computer network,Object-oriented analysis and design,0,-0.375
565,Cryptography,Computer vision,0,-0.06666666666666665
566,Network security,Compiler,0,0.8
567,Translator (computing),Operating system,0,0.3333333333333333
568,Cloud computing,Software testing,0,0.01633986928104575
569,Robotics,Data mining,0,0.26436781609195403
570,Computer-aided software engineering,Cloud computing,0,0.2222222222222222
571,Combinatorial optimization,Distributed computing,0,0.65
572,Broadband networks,Object-oriented analysis and design,0,0.0
573,Software quality management,Object-oriented analysis and design,0,0.0
574,Programming language,Computer-aided software engineering,0,-1.0
575,Software analytics,Internet protocol suite,0,0.0
576,Computational geometry,Computer security,0,-0.03448275862068961
577,Parallel processing (DSP implementation),Compiler,0,1.0
578,Systems programming,Robotics,0,0.0
579,Compiler,Data structure,0,-0.7142857142857143
580,Cloud computing,Broadband networks,0,0.0
581,Programming language,Data mining,0,-0.5095785440613028
582,Internet protocol suite,Machine learning,0,0.967741935483871
583,Computer architecture,Parallel processing (DSP implementation),0,-1.0
584,Distributed computing,Data warehouse,0,-0.30000000000000004
