,topic_a,topic_b,ground_truth,estimated
69,Object-oriented analysis and design,Object-oriented programming,1,0.4195212692424122
70,Knowledge management,Database,1,0.14558243578040697
71,Computer architecture,Operating system,1,-0.44394053764396313
72,Systems programming,Algorithm,1,0.0
73,Computer security,Information security,1,-0.08400419325180686
74,Graphical model,Artificial intelligence,1,0.05759272953609877
75,Knowledge management,Data mining,1,-0.13260439688002576
76,Software testing,Software engineering,1,0.04988164077588286
77,Mobile app development,Data structure,1,0.0
78,Modeling language,Software engineering,1,-0.07102194059738232
79,Software development,Object-oriented programming,1,-0.14520161009724086
80,Object-oriented analysis and design,Object-oriented design,1,-0.1421120742339126
81,Modeling language,Object-oriented design,1,-0.34494682903365514
82,Compiler,Translator (computing),1,0.0
83,Object-oriented design,Algorithm,1,0.4852609905783244
84,Robotics,Algorithm,1,0.06139601455844128
85,Data-intensive computing,Operating system,1,0.6219709875311887
86,Information security,Database,1,-0.0013696284957424032
87,Distributed object,Object-oriented programming,1,0.9431748097857866
88,Mobile app development,Algorithm,1,0.0
89,Computational geometry,Algorithm,1,-0.0060904990838478446
90,Broadband networks,Computer network,1,1.0
91,Internet protocol suite,Computer network,1,0.9029743839837397
92,Wireless network,Computer network,1,0.6093474032893081
93,Programming language,Discrete mathematics,1,-0.3730288114584208
94,Object-oriented programming,Algorithm,1,0.7395921406150763
95,Distributed computing,Systems programming,1,0.0
96,Data mining,Algorithm,1,0.7267917937774978
97,Game theory,Algorithm,1,0.9838757313567222
98,Parallel computing,Operating system,1,-0.29812267554374927
99,Cryptography,Algorithm,1,0.057538609542969854
100,Computational linguistics,Natural language processing,1,0.028931732472529614
101,Software development,Object-oriented design,1,-0.7471459586414702
102,Machine learning,Algorithm,1,0.00018641223893378633
103,Information management,Database,1,0.9802787877635486
104,Computer graphics,Algorithm,1,0.9752526499663656
105,Object-oriented design,Object-oriented programming,1,0.409769546635969
106,Programming language,Data structure,1,-0.034855006103841846
107,Distributed object,Computer graphics,0,0.0
108,Theory of computation,Object-oriented programming,0,0.08321805195663251
109,Software project management,Translator (computing),0,0.0
110,Translator (computing),Data warehouse,0,0.0
111,Distributed computing,Compiler,0,0.0
112,Translator (computing),Parallel computing,0,0.7587961647943481
113,Broadband networks,Test automation,0,0.0
114,Machine learning,Software analytics,0,-0.8864297991803107
115,Software engineering,Natural language processing,0,0.41811460343837875
116,Computer security,Translator (computing),0,0.0
117,Distributed object,Algorithm,0,0.0552273858056781
118,Algorithm,Knowledge management,0,-0.032259774909365165
119,Software project management,Data-intensive computing,0,-0.03899804716660389
120,Algorithm,Computer architecture,0,-0.5863204161552944
121,Algorithm,Robotics,0,-0.06139601455844128
122,Computer-aided software engineering,Computer network,0,0.8501579256280907
123,Computational geometry,Information security,0,-0.30645435935688614
124,Discrete mathematics,Computer network,0,-0.1088170494187024
125,Algorithm,Computer graphics,0,-0.9752526499663656
126,Distributed object,Knowledge management,0,0.0
127,Object-oriented analysis and design,Operating system,0,0.39223297292262094
128,Computer network,Data integration,0,-0.7397439116623233
129,Software testing,Computer network,0,0.8271315411983945
130,Algorithm,Object-oriented analysis and design,0,-0.596682653255844
131,Internet protocol suite,Network service,0,0.6758478005871358
132,Compiler,Machine learning,0,0.0
133,Object-oriented analysis and design,Computer graphics,0,0.39223297292262094
134,Parallel computing,Data integration,0,-0.7508765209791411
135,Knowledge management,Software development,0,-0.009575759315332815
136,Assembly language,Object-oriented analysis and design,0,-0.15281352303918222
137,Microarchitecture,Wireless network,0,0.0
138,Software metric,Discrete mathematics,0,0.9330592878165097
139,Cryptography,Computational linguistics,0,-0.5704347947335286
140,Artificial intelligence,Distributed object,0,-0.026302722518651834
141,Data-intensive computing,Software metric,0,0.0
142,Modeling language,Data warehouse,0,0.009614085515788046
143,Graphical model,Database,0,0.10319398827857365
144,Cryptography,Information retrieval,0,-0.10750812805928117
145,Test automation,Data-intensive computing,0,0.0
146,Data integration,Software quality management,0,0.0
147,Discrete mathematics,Translator (computing),0,0.0
148,Software engineering,Microarchitecture,0,0.005516496475832291
149,Systems programming,Parallel processing (DSP implementation),0,0.0
150,Computer security,Network security,0,-0.26211252636777127
151,Algorithm,Compiler,0,0.0
152,Theory of computation,Software analytics,0,-0.8864297991803107
153,Computer security,Theory of computation,0,0.7872602663207527
154,Software quality management,Computer graphics,0,0.0
155,Software development,Software quality management,0,0.0
156,Machine learning,Software quality management,0,0.0
157,Translator (computing),Mobile app development,0,0.0
158,Computational geometry,Computer architecture,0,0.031175239944112754
159,Software project management,Modeling language,0,0.3981138478302967
160,Knowledge management,Software engineering,0,-0.02905148798283089
161,Wireless network,Operating system,0,0.0041850060441014966
162,Computational geometry,Computational linguistics,0,-0.540836144339195
163,Microarchitecture,Object-oriented programming,0,0.13217321287686756
164,Computer security,Object-oriented programming,0,-0.13738047655109673
165,Translator (computing),Theory of computation,0,0.0
166,Distributed object,Software engineering,0,0.0552273858056781
167,Analysis of algorithms,Software quality management,0,0.0
168,Database,Computer vision,0,0.438006828253879
169,Software project management,Cloud computing,0,-0.003233574176573879
170,Computer vision,Internet protocol suite,0,-1.0
171,Distributed object,Software quality management,0,0.0
172,Algorithm,Information management,0,0.0
173,Combinatorial optimization,Object-oriented analysis and design,0,0.0
174,Modeling language,Information management,0,0.0
175,Wireless network,Computational linguistics,0,0.0
176,Computer-aided software engineering,Graphical model,0,0.0
177,Microarchitecture,Computer security,0,0.8603252369713278
178,Assembly language,Information management,0,0.0
179,Mobile app development,Combinatorial optimization,0,0.0
180,Cloud computing,Natural language processing,0,0.055072570941010195
181,Parallel computing,Computer security,0,-0.39496911498391907
182,Cloud computing,Software analytics,0,0.0
183,Discrete mathematics,Software metric,0,-0.9330592878165097
184,Software analytics,Data-intensive computing,0,0.0
185,Software quality management,Social network analysis,0,0.0
186,Parallel processing (DSP implementation),Computer security,0,0.0
187,Computer-aided software engineering,Software analytics,0,-0.20757436090588552
188,Wireless network,Computer-aided software engineering,0,0.0
189,Information management,Software project management,0,0.0
190,Software metric,Data integration,0,0.0
191,Software testing,Theory of computation,0,0.8480278147887401
192,Computational linguistics,Data warehouse,0,0.03167924889082753
193,Translator (computing),Parallel processing (DSP implementation),0,0.0
194,Artificial intelligence,Test automation,0,-0.9651045747200447
195,Software quality management,Programming language,0,0.0
196,Assembly language,Software analytics,0,0.0
197,Assembly language,Knowledge management,0,0.0
198,Algorithm,Graphical model,0,-0.13082400628896676
199,Software development,Combinatorial optimization,0,-0.24798605885331382
200,Machine learning,Software project management,0,-0.9899294961361964
201,Software architecture,Discrete mathematics,0,0.05966297682480792
202,Software architecture,Algorithm,0,0.912318742348796
203,Artificial intelligence,Software quality management,0,0.0
204,Theory of computation,Compiler,0,0.0
205,Machine learning,Information security,0,-0.23434460067872387
206,Data warehouse,Information retrieval,0,0.03339576228019833
207,Computer architecture,Object-oriented design,0,0.02428145036947671
208,Database,Software quality management,0,0.0
209,Robotics,Software architecture,0,-0.05623586777815527
210,Network security,Software project management,0,-1.0
211,Internet protocol suite,Software metric,0,0.0
212,Knowledge management,Robotics,0,0.0
213,Broadband networks,Information management,0,0.0
214,Operating system,Artificial intelligence,0,0.4079190544386758
215,Broadband networks,Microarchitecture,0,0.0
216,Wireless network,Test automation,0,0.0
217,Software architecture,Systems programming,0,0.0
218,Information management,Computer architecture,0,-0.01198479447179465
219,Software quality management,Game theory,0,0.0
220,Software development,Software metric,0,-0.8960181342499512
221,Wireless network,Software quality management,0,0.0
222,Object-oriented programming,Software metric,0,-0.9163526837628208
223,Computer network,Machine learning,0,-0.06894287576312608
224,Computer graphics,Cloud computing,0,-0.07521348807953557
225,Parallel computing,Machine learning,0,-0.03418025720335305
226,Algorithm,Information retrieval,0,-0.11194953799715954
227,Test automation,Natural language processing,0,0.9651045747200447
228,Information management,Network security,0,0.0
229,Parallel computing,Object-oriented analysis and design,0,-0.5732686872871547
230,Test automation,Data mining,0,0.9651045747200447
231,Modeling language,Natural language processing,0,-0.3788173526033348
232,Systems programming,Computer security,0,0.0
233,Parallel computing,Computational geometry,0,0.008116435739877303
234,Information security,Software metric,0,-0.9330592878165097
235,Object-oriented design,Combinatorial optimization,0,0.0
236,Combinatorial optimization,Systems programming,0,0.0
237,Test automation,Mobile app development,0,0.0
238,Mobile app development,Data warehouse,0,0.0
239,Discrete mathematics,Software testing,0,-0.7880827619984276
240,Natural language processing,Computational geometry,0,0.376293238757198
241,Algorithm,Cryptography,0,-0.057538609542969854
242,Distributed object,Cloud computing,0,0.028924663287026264
243,Software testing,Distributed object,0,-0.026302722518651834
244,Natural language processing,Parallel computing,0,0.5473650308003533
245,Computer network,Distributed object,0,-0.9736972774813483
246,Systems programming,Game theory,0,0.0
247,Data integration,Algorithm,0,0.7508765209791411
248,Computational geometry,Computer vision,0,-0.3829620632339614
249,Information retrieval,Data warehouse,0,-0.03339576228019833
250,Software analytics,Broadband networks,0,0.0
251,Software quality management,Data integration,0,0.0
252,Computer-aided software engineering,Data warehouse,0,0.5940876628124165
253,Distributed object,Software development,0,0.0552273858056781
254,Software development,Theory of computation,0,0.5465530296282802
255,Mobile app development,Operating system,0,0.0
256,Theory of computation,Computer graphics,0,-0.03741256367109591
257,Discrete mathematics,Modeling language,0,-0.29087909757939456
258,Modeling language,Cloud computing,0,0.06702651788705946
259,Computer security,Social network analysis,0,0.008389760847579737
260,Database,Computer security,0,0.05762324940744723
261,Cloud computing,Social network analysis,0,0.003381326790488001
262,Broadband networks,Data-intensive computing,0,0.0
263,Broadband networks,Software analytics,0,0.0
264,Information retrieval,Assembly language,0,-0.07589981157578883
265,Algorithm,Social network analysis,0,-0.9968351184367965
266,Algorithm,Artificial intelligence,0,0.23465934647059772
267,Software project management,Network service,0,0.9694001200677904
268,Discrete mathematics,Cryptography,0,0.5071991490043535
269,Computer vision,Robotics,0,-0.566161596445621
270,Software metric,Computational geometry,0,0.9330592878165097
271,Broadband networks,Knowledge management,0,0.0
272,Software development,Machine learning,0,-0.14482616645105717
273,Assembly language,Software development,0,-0.001103366575179357
274,Software quality management,Cloud computing,0,0.0
275,Software engineering,Data mining,0,0.47090781957731864
276,Artificial intelligence,Data integration,0,-0.7379960006898542
277,Theory of computation,Cryptography,0,0.14771867258044166
278,Combinatorial optimization,Software quality management,0,0.0
279,Combinatorial optimization,Network service,0,0.1999889255804385
280,Algorithm,Operating system,0,-0.9302478276591275
281,Data integration,Network service,0,0.7291806881294248
282,Cryptography,Analysis of algorithms,0,-0.6748646903232037
283,Knowledge management,Analysis of algorithms,0,0.0067606663790112705
284,Machine learning,Programming language,0,0.8395692464078444
285,Discrete mathematics,Systems programming,0,0.0
286,Test automation,Graphical model,0,0.0
287,Data mining,Internet protocol suite,0,-0.9878949844215182
288,Parallel computing,Computer network,0,0.1936988915720944
289,Data warehouse,Software project management,0,0.0
290,Assembly language,Mobile app development,0,0.0
291,Software quality management,Software analytics,0,0.0
292,Information retrieval,Broadband networks,0,-1.0
293,Cryptography,Computer-aided software engineering,0,-0.8658593974630969
294,Robotics,Modeling language,0,-0.2592077145888819
295,Artificial intelligence,Translator (computing),0,-0.09768532039723238
296,Software metric,Information management,0,0.0
297,Software testing,Network service,0,0.7713187883929749
298,Operating system,Cryptography,0,0.9025382039590438
299,Software quality management,Object-oriented design,0,0.0
300,Software analytics,Game theory,0,0.05171661789453659
301,Robotics,Computational linguistics,0,-0.17584408767304066
302,Data warehouse,Robotics,0,0.0
303,Computational linguistics,Cryptography,0,0.5704347947335286
304,Software architecture,Software quality management,0,0.0
305,Network service,Computer security,0,-0.07628066770113584
306,Data-intensive computing,Mobile app development,0,0.0
307,Broadband networks,Object-oriented design,0,0.0
308,Compiler,Data integration,0,0.0
309,Machine learning,Internet protocol suite,0,-0.9951796437852322
310,Software engineering,Software metric,0,-0.8776072288638049
311,Test automation,Object-oriented analysis and design,0,0.0
312,Systems programming,Distributed object,0,0.0
313,Computer vision,Software architecture,0,-0.10012804118420907
314,Computational geometry,Social network analysis,0,-0.024270213612164783
315,Information management,Software development,0,-0.13265776403827748
316,Social network analysis,Computational linguistics,0,0.0
317,Computational geometry,Database,0,-0.15748560426843217
318,Information retrieval,Operating system,0,-0.7790849563503257
319,Software architecture,Data-intensive computing,0,-0.16271306763413723
320,Test automation,Broadband networks,0,0.0
321,Analysis of algorithms,Distributed computing,0,-0.5684693301668752
322,Software engineering,Systems programming,0,0.0
323,Theory of computation,Distributed computing,0,-0.7865227050395204
324,Software testing,Computer vision,0,0.8245738186314115
325,Translator (computing),Game theory,0,0.0
326,Distributed object,Discrete mathematics,0,0.0
327,Software architecture,Information retrieval,0,0.10012804118420907
328,Distributed object,Network service,0,0.0
329,Machine learning,Knowledge management,0,0.008744954941197772
330,Software analytics,Computer security,0,0.8864297991803107
331,Social network analysis,Software metric,0,0.0
332,Computer architecture,Information retrieval,0,0.34741268501490713
333,Computer graphics,Cryptography,0,0.008223803699583206
334,Systems programming,Software testing,0,0.0
335,Game theory,Data warehouse,0,0.0
336,Object-oriented analysis and design,Assembly language,0,0.15281352303918222
337,Graphical model,Assembly language,0,0.0
338,Software project management,Computer vision,0,1.0
339,Distributed object,Data warehouse,0,0.0
340,Game theory,Software project management,0,0.0
341,Combinatorial optimization,Data-intensive computing,0,0.0
342,Assembly language,Software quality management,0,0.0
343,Computer-aided software engineering,Operating system,0,0.8607151668094976
344,Database,Software analytics,0,-0.8864297991803107
345,Information retrieval,Software testing,0,-0.8336398256476566
346,Computer network,Data warehouse,0,-0.11461649321377546
347,Object-oriented programming,Mobile app development,0,0.0
348,Software engineering,Software analytics,0,-0.9803768352552242
349,Software architecture,Graphical model,0,0.0
350,Information retrieval,Computational linguistics,0,0.16805040205326416
351,Software quality management,Algorithm,0,0.0
352,Computer vision,Software quality management,0,0.0
353,Assembly language,Translator (computing),0,-0.14351851480841954
354,Computational geometry,Data mining,0,-0.12794551689298506
355,Software development,Computational geometry,0,-0.03914086175304887
356,Game theory,Computational linguistics,0,-0.2703933295814499
357,Wireless network,Theory of computation,0,0.013542057171680024
358,Object-oriented programming,Software testing,0,-0.02224873669556915
359,Assembly language,Computational linguistics,0,-0.061847418475414244
360,Compiler,Combinatorial optimization,0,0.0
361,Wireless network,Mobile app development,0,0.0
362,Object-oriented design,Test automation,0,-0.12770627438800872
363,Microarchitecture,Theory of computation,0,0.8678267871231324
364,Algorithm,Parallel computing,0,-0.8519552750484076
365,Compiler,Information security,0,0.0
366,Systems programming,Combinatorial optimization,0,0.0
367,Software analytics,Knowledge management,0,0.0
368,Broadband networks,Machine learning,0,1.0
369,Data-intensive computing,Translator (computing),0,0.0
370,Algorithm,Machine learning,0,-0.00018641223893378633
371,Information retrieval,Software project management,0,-1.0
372,Software engineering,Software testing,0,-0.04988164077588286
373,Computer-aided software engineering,Information security,0,0.8581950528126912
374,Translator (computing),Computer graphics,0,0.0
375,Network security,Software analytics,0,-0.8864297991803107
376,Computer graphics,Computer security,0,-0.760168521616214
377,Computer security,Distributed object,0,0.0
378,Distributed object,Software testing,0,0.026302722518651834
379,Discrete mathematics,Combinatorial optimization,0,-0.24798605885331382
380,Information management,Data integration,0,0.20073828718379094
381,Distributed computing,Robotics,0,-0.021994681853146
382,Distributed computing,Combinatorial optimization,0,-0.16466676255033064
383,Cryptography,Object-oriented design,0,0.0
384,Data structure,Information management,0,-0.20073828718379094
385,Social network analysis,Software development,0,0.0075030007330115795
386,Systems programming,Cloud computing,0,0.0
387,Internet protocol suite,Microarchitecture,0,0.0
388,Object-oriented programming,Knowledge management,0,-0.003060515442434523
389,Computer-aided software engineering,Translator (computing),0,0.0
390,Data structure,Internet protocol suite,0,0.0
391,Systems programming,Distributed computing,0,0.0
392,Knowledge management,Network service,0,0.0013895093479942694
393,Database,Combinatorial optimization,0,-0.24587989399990987
394,Parallel processing (DSP implementation),Computational geometry,0,0.0
395,Software analytics,Database,0,0.8864297991803107
396,Distributed computing,Discrete mathematics,0,0.007529151978690779
397,Artificial intelligence,Cloud computing,0,-0.0311044417338307
398,Operating system,Software development,0,0.4310328850506532
399,Object-oriented design,Computer graphics,0,0.0
400,Analysis of algorithms,Computer graphics,0,0.18692234950777825
401,Modeling language,Computer-aided software engineering,0,-0.7255452359184277
402,Theory of computation,Software quality management,0,0.0
403,Operating system,Data warehouse,0,-0.12224864279720364
404,Modeling language,Broadband networks,0,-1.0
405,Computer security,Software testing,0,-0.8160376835211923
406,Computational linguistics,Computer network,0,0.5707553512784713
407,Discrete mathematics,Computational geometry,0,-0.14878414874288498
408,Software quality management,Network service,0,0.0
409,Game theory,Software quality management,0,0.0
410,Internet protocol suite,Graphical model,0,0.0
411,Systems programming,Theory of computation,0,0.0
412,Object-oriented programming,Computer graphics,0,0.17954418930494545
413,Game theory,Object-oriented analysis and design,0,0.0
414,Robotics,Software metric,0,-0.41365258628277346
415,Natural language processing,Data mining,0,0.4594765268664043
416,Analysis of algorithms,Network service,0,-0.4950463011186826
417,Software project management,Theory of computation,0,1.0
418,Data-intensive computing,Computer vision,0,0.0
419,Network service,Computational geometry,0,0.17125371331761252
420,Operating system,Microarchitecture,0,-0.9885741396117844
421,Data-intensive computing,Compiler,0,0.0
422,Distributed object,Assembly language,0,0.026302722518651834
423,Programming language,Information retrieval,0,-0.11584398991320889
424,Broadband networks,Operating system,0,1.0
425,Data mining,Test automation,0,-0.9651045747200447
426,Data structure,Software quality management,0,0.0
427,Compiler,Data warehouse,0,0.0
428,Game theory,Data integration,0,0.0
429,Microarchitecture,Combinatorial optimization,0,0.0
430,Computational linguistics,Computer vision,0,0.4600982085805534
431,Information retrieval,Wireless network,0,-0.013542057171680024
432,Parallel computing,Database,0,-0.22252584267989872
433,Software quality management,Artificial intelligence,0,0.0
434,Software project management,Wireless network,0,0.0
435,Distributed object,Internet protocol suite,0,0.9168720872671348
436,Modeling language,Computer vision,0,0.11787036724323124
437,Algorithm,Software engineering,0,-0.9109184191639409
438,Assembly language,Operating system,0,0.0409257880187015
439,Algorithm,Software quality management,0,0.0
440,Computer security,Artificial intelligence,0,0.26782120138375354
441,Network security,Data mining,0,0.2713682366426142
442,Computer architecture,Graphical model,0,-0.08513762950680581
443,Systems programming,Information retrieval,0,0.0
444,Data integration,Combinatorial optimization,0,0.0
445,Wireless network,Network security,0,-0.4588695509164412
446,Algorithm,Data warehouse,0,-0.14726015806746734
447,Computational geometry,Mobile app development,0,0.0
448,Distributed computing,Machine learning,0,0.09822117510365158
449,Network service,Software engineering,0,-0.7035188566783089
450,Network service,Object-oriented design,0,0.030599879932209577
451,Internet protocol suite,Modeling language,0,1.0
452,Programming language,Theory of computation,0,0.3000494620111718
453,Natural language processing,Cryptography,0,0.8731142963434007
454,Cryptography,Parallel computing,0,-0.5599768948310785
455,Object-oriented programming,Microarchitecture,0,-0.13217321287686756
456,Algorithm,Parallel processing (DSP implementation),0,0.0
457,Robotics,Natural language processing,0,-0.08110240260691819
458,Software testing,Software quality management,0,0.0
459,Microarchitecture,Software architecture,0,0.8498936506853886
460,Computer security,Internet protocol suite,0,-0.9552779399708761
461,Software analytics,Theory of computation,0,0.8864297991803107
462,Computer security,Computational geometry,0,0.2347402307334594
463,Combinatorial optimization,Information management,0,0.0
464,Software quality management,Computer vision,0,0.0
465,Computer graphics,Network service,0,-0.67149466876752
466,Internet protocol suite,Software quality management,0,0.0
467,Robotics,Analysis of algorithms,0,-0.004311104405731243
468,Test automation,Information security,0,0.9651045747200447
469,Programming language,Computer security,0,-0.7882767222324496
470,Assembly language,Parallel processing (DSP implementation),0,0.0
471,Data structure,Combinatorial optimization,0,-0.7520139411466861
472,Systems programming,Graphical model,0,0.0
473,Parallel computing,Translator (computing),0,-0.7587961647943481
474,Data-intensive computing,Parallel computing,0,0.5132878312623955
475,Robotics,Software quality management,0,0.0
476,Parallel processing (DSP implementation),Combinatorial optimization,0,0.0
477,Software metric,Robotics,0,0.41365258628277346
478,Assembly language,Computer network,0,-0.023858088429352067
479,Information retrieval,Translator (computing),0,-0.09768532039723238
480,Software engineering,Machine learning,0,0.3343011409310557
481,Object-oriented design,Computer architecture,0,-0.02428145036947671
482,Data mining,Data integration,0,-0.8781723631810925
483,Data-intensive computing,Algorithm,0,0.4554048453341633
484,Software metric,Assembly language,0,0.0
485,Computer graphics,Computer network,0,-0.6312647424732749
486,Computational geometry,Combinatorial optimization,0,-1.0
487,Wireless network,Software testing,0,0.0
488,Software architecture,Information management,0,0.07686093678015794
489,Software metric,Computer graphics,0,0.9330592878165097
490,Software quality management,Systems programming,0,0.0
491,Computational linguistics,Object-oriented design,0,0.025232135350711126
492,Translator (computing),Modeling language,0,0.0
493,Network security,Software quality management,0,0.0
494,Computer architecture,Cryptography,0,0.48585965072124737
495,Artificial intelligence,Systems programming,0,0.0
496,Artificial intelligence,Analysis of algorithms,0,-0.16455268270559198
497,Distributed computing,Computer graphics,0,0.3002486785136578
498,Software project management,Microarchitecture,0,0.0
499,Graphical model,Translator (computing),0,0.0
500,Analysis of algorithms,Artificial intelligence,0,0.16455268270559198
501,Assembly language,Computer architecture,0,0.5235172533939609
502,Robotics,Computer-aided software engineering,0,0.0
503,Programming language,Parallel processing (DSP implementation),0,0.0
504,Software analytics,Programming language,0,0.8864297991803107
505,Natural language processing,Wireless network,0,-0.013542057171680024
506,Robotics,Software engineering,0,-0.6368536699745816
507,Network security,Broadband networks,0,-1.0
508,Artificial intelligence,Cryptography,0,0.470654445102495
509,Programming language,Data-intensive computing,0,-0.3467216890653702
510,Cryptography,Software analytics,0,-0.8864297991803107
511,Object-oriented design,Network security,0,0.0
512,Software metric,Data-intensive computing,0,0.0
513,Graphical model,Cloud computing,0,-0.02014091713852538
514,Software testing,Analysis of algorithms,0,0.8019387899868189
515,Distributed computing,Theory of computation,0,0.7865227050395204
516,Distributed object,Software architecture,0,0.0552273858056781
517,Cryptography,Broadband networks,0,-1.0
518,Software engineering,Computer security,0,0.7827796434011398
519,Compiler,Test automation,0,0.0
520,Information retrieval,Compiler,0,0.0
521,Operating system,Computational geometry,0,0.3843122985086229
522,Knowledge management,Test automation,0,0.0
523,Operating system,Internet protocol suite,0,-0.9818352916814761
524,Knowledge management,Microarchitecture,0,0.0
525,Data mining,Object-oriented programming,0,0.06556810155321713
526,Knowledge management,Parallel processing (DSP implementation),0,0.0
527,Parallel processing (DSP implementation),Mobile app development,0,0.0
528,Software engineering,Computer graphics,0,0.8673703169137079
529,Compiler,Software quality management,0,0.0
530,Parallel computing,Distributed computing,0,0.10248599448543089
531,Information management,Analysis of algorithms,0,-0.015378544994645926
532,Computer-aided software engineering,Software architecture,0,0.3907736210903198
533,Software development,Data structure,0,0.2879046373666483
534,Parallel computing,Combinatorial optimization,0,-0.2339331165912324
535,Data integration,Theory of computation,0,0.7508765209791411
536,Software analytics,Modeling language,0,0.8864297991803107
537,Information security,Compiler,0,0.0
538,Software project management,Graphical model,0,0.0
539,Programming language,Natural language processing,0,-0.8814501581973284
540,Algorithm,Internet protocol suite,0,-1.0
541,Test automation,Software analytics,0,0.0
542,Theory of computation,Graphical model,0,-0.11678047199382988
543,Algorithm,Object-oriented programming,0,-0.7395921406150763
544,Software project management,Cryptography,0,1.0
545,Information security,Broadband networks,0,-1.0
546,Theory of computation,Network security,0,-0.81189170977621
547,Social network analysis,Object-oriented programming,0,0.0
548,Discrete mathematics,Graphical model,0,-0.11678047199382988
549,Software quality management,Software architecture,0,0.0
550,Test automation,Cloud computing,0,0.12458621330254184
551,Modeling language,Information security,0,-0.3068116005012326
552,Data integration,Cloud computing,0,0.7508765209791411
553,Knowledge management,Computer-aided software engineering,0,-0.5940876628124165
554,Artificial intelligence,Parallel computing,0,-0.060980298133352484
555,Network service,Software metric,0,-0.9330592878165097
556,Computational linguistics,Database,0,0.5027774122901854
557,Graphical model,Software engineering,0,0.08588140866141046
558,Object-oriented programming,Computational linguistics,0,-0.08899953638730476
559,Algorithm,Software testing,0,-0.8742142525099155
560,Graphical model,Software testing,0,-0.010956307872533152
561,Natural language processing,Assembly language,0,-0.07589981157578883
562,Software metric,Programming language,0,0.9330592878165097
563,Software quality management,Object-oriented programming,0,0.0
564,Computer network,Object-oriented analysis and design,0,-0.39223297292262094
565,Cryptography,Computer vision,0,-0.8636709878324532
566,Network security,Compiler,0,0.0
567,Translator (computing),Operating system,0,0.14351851480841954
568,Cloud computing,Software testing,0,-0.05204820819936903
