,Unnamed: 0,topic_a,topic_b,relation,tfidf_score,wiki_tfidf_score
59,59,Focus (geometry),Circle,0,0.27051706906678485,0.27051706906678485
60,60,Exponentiation,Arithmetic,1,0.0,0.0
61,61,Perpendicular,Coordinate system,0,0.0,0.0
62,62,Function (mathematics),Periodic function,0,0.0,0.0
63,63,Quadratic formula,Arithmetic,1,0.0,0.0
64,64,Solution of triangles,Triangle,1,0.2871277662901839,0.2871277662901839
65,65,Addition,Rational number,0,0.019200055040378205,0.019200055040378205
66,66,Exponentiation,Quadratic equation,0,0.0,0.0
67,67,Rational root theorem,Equation,1,0.1546914991971355,0.1546914991971355
68,68,Secant line,Asymptote,0,0.0,0.0
69,69,Polynomial long division,Multiplication,1,0.021121451358125255,0.021121451358125255
70,70,Law of sines,Sine,1,0.2932285921794731,0.2932285921794731
71,71,Addition,Negative number,0,0.031559484639138095,0.031559484639138095
72,72,Constant function,Even and odd functions,0,0.0,0.0
73,73,Set (mathematics),Number,0,0.3701234485309309,0.3701234485309309
74,74,Division (mathematics),Partial fraction decomposition,0,0.0,0.0
75,75,Geometry,Circular sector,0,0.0,0.0
76,76,Linear equation,Quadratic equation,0,0.20262042014310275,0.20262042014310275
77,77,Scalar (mathematics),Vector (mathematics and physics),1,0.0,0.0
78,78,Mathematics,Degree of a polynomial,0,0.0,0.0
79,79,Multiplication,Rational number,0,0.019200055040378205,0.019200055040378205
80,80,Line (geometry),Radius,0,0.0,0.0
81,81,Linear equation,Mathematics,1,0.0,0.0
82,82,Orientation (geometry),Mathematics,1,0.010461166270973848,0.010461166270973848
83,83,Mathematics,Continuous function,0,0.0,0.0
84,84,Logarithm,Slope,0,0.0,0.0
85,85,Perpendicular,Angle,1,0.0,0.0
86,86,Algebra,Mathematics,1,0.0,0.0
87,87,Scientific notation,Real number,0,0.01752191070370379,0.01752191070370379
88,88,Real line,Geometry,1,0.0,0.0
89,89,Mathematics,Polygon,0,0.0,0.0
90,90,Position (vector),Vector (mathematics and physics),1,0.0,0.0
91,91,Floor and ceiling functions,Division (mathematics),0,0.0,0.0
92,92,Binomial,Minor (linear algebra),0,0.0,0.0
93,93,Right triangle,Polygon,1,0.0,0.0
94,94,Mathematics,Sine wave,0,0.0,0.0
95,95,Binomial coefficient,Multiplication,1,0.00503229210210367,0.00503229210210367
96,96,Sine,Law of sines,0,0.0,0.0
97,97,Multiplicative inverse,Multiplication,1,0.02541733976994736,0.02541733976994736
98,98,Scalar multiplication,Scalar (mathematics),1,0.0,0.0
99,99,Polynomial,Circle,0,0.0,0.0
100,100,Function (mathematics),Nth root,0,0.0,0.0
101,101,Addition,Commutative property,0,0.0,0.0
102,102,Division (mathematics),Multiplication,0,0.08742197131636599,0.08742197131636599
103,103,Addition,Binary logarithm,0,0.0,0.0
104,104,Arithmetic,Algebraic expression,0,0.0,0.0
105,105,Conic section,Mathematics,1,0.0,0.0
106,106,Arithmetic,Homogeneous polynomial,0,0.0,0.0
107,107,Addition,Linear inequality,0,0.0,0.0
108,108,Trigonometric functions,Inverse trigonometric functions,0,0.0,0.0
109,109,Arithmetic,Exponentiation,0,0.0,0.0
110,110,Coordinate system,Complex number,0,0.0,0.0
111,111,Secant line,Curve,1,0.0,0.0
112,112,Right angle,Geometry,1,0.05002410720125085,0.05002410720125085
113,113,Unit circle,Nth root,0,0.0,0.0
114,114,Polygon,Law of sines,0,0.0,0.0
115,115,Triangular matrix,Mathematics,1,0.0,0.0
116,116,Force,Mathematics,0,0.0011259572307310405,0.0011259572307310405
117,117,Polygon,Right triangle,0,0.0,0.0
118,118,Function (mathematics),Image (mathematics),0,0.0,0.0
119,119,Geometry,Vector (mathematics and physics),0,0.0,0.0
120,120,Analytic geometry,Cartesian coordinate system,1,0.016057437211827254,0.016057437211827254
121,121,Vector (mathematics and physics),Euclidean vector,0,0.8705724826821805,0.8705724826821805
122,122,Quadratic equation,Quadratic formula,0,0.0,0.0
123,123,Union (set theory),Empty set,0,0.14618468179912258,0.14618468179912258
124,124,Binomial,Binomial theorem,0,0.0,0.0
125,125,Multiplicative inverse,Mathematics,1,0.014627901989073603,0.014627901989073603
126,126,Complex number,Zero of a function,0,0.0,0.0
127,127,System of linear equations,Mathematics,1,0.0,0.0
128,128,Vector space,Scalar (mathematics),0,0.0,0.0
129,129,Natural logarithm,Arithmetic,1,0.011517451982302414,0.011517451982302414
130,130,Right triangle,Line (geometry),1,0.0065865074481646965,0.0
131,131,Linear equation,Cartesian coordinate system,0,0.0,0.0
132,132,Exponentiation,Multiplicative inverse,0,0.0,0.0
133,133,Spherical law of cosines,Geometry,1,0.0,0.0
134,134,Mathematics,Common logarithm,0,0.0,0.0
135,135,Multiplication,Binomial,0,0.0,0.0
136,136,Logarithm,Mathematics,1,0.0,0.0
137,137,Equation,Degree of a polynomial,0,0.0,0.0
138,138,Eccentricity (mathematics),Line (geometry),1,0.0,0.0
139,139,Geometry,System of linear equations,0,0.0,0.0
140,140,Equation,Equality (mathematics),1,0.02539147594094581,0.0
141,141,Associative property,Commutative property,0,0.0,0.0
142,142,Exponential growth,Number,1,0.03385930895741443,0.03385930895741443
143,143,Number,Degree of a polynomial,0,0.0,0.0
144,144,Homogeneous polynomial,Mathematics,1,0.0,0.0
145,145,Unit circle,Integer,0,0.0,0.0
146,146,Geometry,Cylinder (geometry),0,0.0,0.0
147,147,Geometry,Polar coordinate system,0,0.0,0.0
148,148,Line (geometry),Real line,0,0.0,0.0
149,149,Negative number,Division (mathematics),0,0.0,0.0
150,150,Synthetic division,Degree of a polynomial,1,0.0,0.0
151,151,Main diagonal,Elementary matrix,0,0.0,0.0
152,152,Linear inequality,Calculus,1,0.0,0.0
153,153,Injective function,Function (mathematics),1,0.4729710173232568,0.4729710173232568
154,154,Number,Scalar multiplication,0,0.0,0.0
155,155,Geometry,Point (geometry),0,0.12101196928340828,0.12101196928340828
156,156,Exponentiation,Real number,0,0.030048966635129862,0.030048966635129862
157,157,Integer,Multiplicative inverse,0,0.0,0.0
158,158,Geometry,Pythagorean theorem,0,0.0,0.0
159,159,Arithmetic,Division (mathematics),0,0.010269092930705494,0.010269092930705494
160,160,Mathematics,Mereology,0,0.0,0.0
161,161,Parity (mathematics),Even and odd functions,0,0.0,0.0
162,162,Set (mathematics),Real number,0,0.0240392067581302,0.0240392067581302
163,163,Geometric series,Geometry,0,0.2648129616486493,0.2648129616486493
164,164,Mathematics,Cross product,0,0.0,0.0
165,165,Solution of triangles,Line (geometry),1,0.0,0.0
166,166,Exponentiation,Imaginary number,0,0.0,0.0
167,167,Series (mathematics),Calculus,1,0.0,0.0
168,168,Line (geometry),Ellipse,0,0.0,0.0
169,169,Empty sum,Addition,1,0.03860986964307183,0.03860986964307183
170,170,Dot product,Arithmetic,1,0.0,0.0
171,171,Equation,Quadratic formula,0,0.0,0.0
172,172,Algebraic expression,Square root,1,0.0,0.0
173,173,Quadratic formula,Polynomial,1,0.10387554766550157,0.10387554766550157
174,174,Origin (mathematics),Geometry,1,0.0,0.0
175,175,Union (set theory),Natural number,0,0.055014864538715916,0.055014864538715916
176,176,Multiplication,Function (mathematics),0,0.0,0.0
177,177,Addition,Polynomial long division,0,0.0,0.0
178,178,Addition,Mathematics,1,0.0,0.0
179,179,Mathematics,Algebraic equation,0,0.0,0.0
180,180,Matrix (mathematics),Triangular matrix,0,0.0,0.0
181,181,Logarithm,Number,1,0.00982178427772327,0.00982178427772327
182,182,Circle,Analytic geometry,0,0.0,0.0
183,183,Polynomial,Number,1,0.04874660232752386,0.04874660232752386
184,184,Exponential function,Mathematics,1,0.0024453950022351265,0.0024453950022351265
185,185,Range (mathematics),Graph of a function,0,0.0,0.0
186,186,Real number,Nth root,0,0.0,0.0
187,187,Even and odd functions,Mathematics,1,0.0034247865768069147,0.0034247865768069147
188,188,Trigonometry,Geometry,1,0.0,0.0
189,189,Number,Integer,0,0.0594656259391307,0.0594656259391307
190,190,Point (geometry),Radius,0,0.0,0.0
191,191,Quadratic formula,Equation,1,0.3972622158370017,0.3972622158370017
192,192,Focus (geometry),Ellipse,0,0.0,0.0
193,193,Polynomial,Function (mathematics),0,0.13545049590204314,0.0
194,194,Coordinate system,Real number,0,0.0,0.0
195,195,System of linear equations,Equality (mathematics),1,0.0,0.0
196,196,Mathematics,Inverse trigonometric functions,0,0.0,0.0
197,197,Plane curve,Geometry,1,0.0,0.0
198,198,Line (geometry),Transformation (function),0,0.0,0.0
199,199,Function composition,Even and odd functions,0,0.0,0.0
200,200,Base (exponentiation),Arithmetic,1,0.0,0.0
201,201,Binomial,Arithmetic,1,0.0,0.0
202,202,Mathematics,Empty sum,0,0.0,0.0
203,203,Associative property,Function (mathematics),0,0.0,0.0
204,204,Scalar (mathematics),Vector space,1,0.3407605444305096,0.3407605444305096
205,205,Circle,Quadratic equation,0,0.0,0.0
206,206,Partial fraction decomposition,Multiplication,1,0.025744892666323044,0.0
207,207,Function (mathematics),Equation solving,0,0.0,0.0
208,208,Universal quantification,Existential quantification,0,0.0,0.0
209,209,Square root,Set (mathematics),0,0.0,0.0
210,210,Addition,Multiplication,0,0.0340593910760694,0.0340593910760694
211,211,Descartes' rule of signs,Rational root theorem,0,0.04370354183242458,0.04370354183242458
212,212,Arithmetic,Common logarithm,0,0.0,0.0
213,213,Rectangle,Mathematics,1,0.0,0.0
214,214,Perpendicular,Focus (geometry),0,0.0,0.0
215,215,Triangular matrix,Matrix (mathematics),1,0.0,0.0
216,216,Exponentiation,Algebraic expression,0,0.0,0.0
217,217,Inverse trigonometric functions,Trigonometry,1,0.0,0.0
218,218,Integer,Binomial coefficient,0,0.0,0.0
219,219,Open set,Real number,0,0.060652767820513126,0.060652767820513126
220,220,Set (mathematics),Real line,0,0.0,0.0
221,221,Secant line,Slope,0,0.05860074335906418,0.05860074335906418
222,222,Number,Quadratic formula,0,0.0,0.0
223,223,Trigonometric functions,Trigonometric substitution,0,0.0,0.0
224,224,Unit circle,Complex number,0,0.0,0.0
225,225,Law of sines,Perpendicular,0,0.0,0.0
226,226,Polynomial long division,Degree of a polynomial,1,0.0,0.0
227,227,Logarithm,E (mathematical constant),0,0.013227999629006587,0.0
228,228,Geometry,Line–line intersection,0,0.0,0.0
229,229,Mathematics,Simultaneous equations,0,0.0,0.0
230,230,Cylinder (geometry),Mathematics,1,0.0038357609660237455,0.0038357609660237455
231,231,Commutative property,Subtraction,0,0.06318344348108124,0.06318344348108124
232,232,Determinant,Minor (linear algebra),0,0.3773767210064203,0.0
233,233,Inverse trigonometric functions,Geometry,1,0.0,0.0
234,234,Circle,Real line,0,0.0,0.0
235,235,Number,Exponentiation,0,0.0,0.0
236,236,Secant line,Derivative,0,0.0,0.0
237,237,Linear equation,Geometry,1,0.0,0.0
238,238,Multiplication,Linear inequality,0,0.0,0.0
239,239,Amplitude,Sine wave,0,0.09996613530525612,0.09996613530525612
240,240,Point (geometry),Geometry,1,0.0,0.0
241,241,Polynomial,Mathematics,1,0.0,0.0
242,242,Descartes' rule of signs,Addition,1,0.0,0.0
243,243,Scalar multiplication,Number,1,0.02474194791810027,0.02474194791810027
244,244,Interval (mathematics),Real number,0,0.0864301941442312,0.0864301941442312
245,245,Real line,Rational number,1,0.036658788857691686,0.036658788857691686
246,246,Common logarithm,Mathematics,1,0.0,0.0
247,247,Curve,Cone,0,0.0,0.0
248,248,Natural logarithm,Inequality (mathematics),0,0.0,0.0
249,249,Addition,Number,1,0.21360788426571176,0.21360788426571176
250,250,Spherical law of cosines,Mathematics,1,0.0,0.0
251,251,Law of sines,Point (geometry),1,0.0,0.0
252,252,Binary logarithm,Number,1,0.2291536115904589,0.2291536115904589
253,253,Exponentiation,Fundamental theorem of algebra,0,0.0,0.0
254,254,Perpendicular,Parallel (geometry),0,0.0,0.0
255,255,Euclidean vector,Geometry,0,0.015900469220404553,0.015900469220404553
256,256,Equality (mathematics),System of linear equations,0,0.0,0.0
257,257,Square matrix,Elementary matrix,0,0.0,0.0
258,258,Number,Matrix multiplication,0,0.0,0.0
259,259,Square root,Algebraic expression,0,0.0,0.0
260,260,Limit of a function,Calculus,1,0.0,0.0
261,261,Logarithm,Scientific notation,0,0.0,0.0
262,262,Force,Work (physics),0,0.0,0.0
263,263,Cartesian coordinate system,Angle,1,0.0,0.0
264,264,Common logarithm,Base (exponentiation),1,0.09560650766344073,0.0
265,265,Mathematics,Complex plane,0,0.0,0.0
266,266,Mathematics,Angle,0,0.0,0.0
267,267,Determinant,Main diagonal,0,0.0,0.0
268,268,Addition,Sum,0,0.0,0.0
269,269,Geometry,Trigonometry,0,0.0,0.0
270,270,Matrix (mathematics),Vector field,0,0.0,0.0
271,271,Equation,Parametric equation,0,0.0,0.0
272,272,Complex number,Number,1,0.17387212707861466,0.17387212707861466
273,273,Binomial,Binomial coefficient,0,0.0,0.0
274,274,Set (mathematics),Commutative property,0,0.0,0.0
275,275,Quadratic function,Graph of a function,0,0.14233950588913485,0.0
276,276,Mathematics,Analytic geometry,0,0.0,0.0
277,277,Integer,Binomial,0,0.0,0.0
278,278,Number,Algebra,0,0.0,0.0
279,279,Degree (angle),Minute and second of arc,0,0.1814807258190421,0.1814807258190421
280,280,Geometry,Trigonometric tables,0,0.0,0.0
281,281,Geometry,Mathematics,1,0.0,0.0
282,282,Image (mathematics),Vector field,0,0.0,0.0
283,283,Angle,Right angle,0,0.030662968866297893,0.030662968866297893
284,284,Circle,Eccentricity (mathematics),0,0.0,0.0
285,285,Degree of a polynomial,Polynomial,1,0.5054866887580384,0.5054866887580384
286,286,Position (vector),Euclidean vector,1,0.0,0.0
287,287,Mathematics,Even and odd functions,0,0.0,0.0
288,288,Monotonic function,Mathematics,1,0.03661408194840847,0.03661408194840847
289,289,Mathematics,Real line,0,0.0,0.0
290,290,Periodic function,Mathematics,1,0.008717638559144874,0.008717638559144874
291,291,Mathematics,Line segment,0,0.0,0.0
292,292,Exponential growth,Function (mathematics),1,0.13265974747558762,0.0
293,293,Range (mathematics),Mathematics,1,0.0,0.0
294,294,Multiplication,Synthetic division,0,0.0,0.0
295,295,Algebraic operation,Algebra,1,0.2151539987194236,0.2151539987194236
296,296,Polar coordinate system,Geometry,1,0.0,0.0
297,297,Function (mathematics),Domain of a function,0,0.0,0.0
298,298,Mathematics,Binomial coefficient,0,0.0,0.0
299,299,Number,Cartesian coordinate system,0,0.0,0.0
300,300,Basis (linear algebra),Mathematics,1,0.01392010027992488,0.01392010027992488
301,301,Mathematics,Rectangle,0,0.0,0.0
302,302,Equation,Inequality (mathematics),0,0.0,0.0
303,303,Polynomial,Equation,0,0.01893207383148361,0.01893207383148361
304,304,Equation solving,Number,1,0.026392897238599968,0.026392897238599968
305,305,Addition,Integer,0,0.0594656259391307,0.0594656259391307
306,306,Triangle,Point (geometry),1,0.03532618641773341,0.0
307,307,Addition,Binomial theorem,0,0.0,0.0
308,308,Mathematics,Product (mathematics),0,0.0,0.0
309,309,Polynomial long division,Polynomial,1,0.6768003992966342,0.6768003992966342
310,310,Polygon,Solution of triangles,0,0.0,0.0
311,311,Vector field,Real number,0,0.009386737876984174,0.009386737876984174
312,312,Addition,Rational root theorem,0,0.0,0.0
313,313,Complex number,Multiplicative inverse,0,0.0,0.0
314,314,Linear inequality,Mathematics,1,0.0,0.0
315,315,Natural number,Set-builder notation,0,0.0,0.0
316,316,Fundamental theorem of algebra,Mathematics,1,0.0,0.0
317,317,Natural logarithm,Common logarithm,0,0.0,0.0
318,318,Scientific notation,Base (exponentiation),0,0.0,0.0
319,319,Logarithm,Sine,0,0.0,0.0
320,320,Circle,Circular motion,0,0.0,0.0
321,321,Mathematics,Geometric series,0,0.0,0.0
322,322,Real number,Complex conjugate,0,0.0,0.0
323,323,Polynomial long division,Number,1,0.0601124790967929,0.0601124790967929
324,324,Rational function,Real number,0,0.0067888406101589685,0.0067888406101589685
325,325,Solution of triangles,Angle,1,0.7314691861101242,0.7314691861101242
326,326,Trigonometry,Sine,0,0.046030069702591714,0.046030069702591714
327,327,Cone,Mathematics,1,0.0030604475792742644,0.0030604475792742644
328,328,Law of sines,Area,0,0.0,0.0
329,329,Geometry,Radius,0,0.019503613222834768,0.0
330,330,Mathematics,Algebraic expression,0,0.0,0.0
331,331,Square (algebra),Square root,0,0.0,0.0
332,332,Algebraic equation,Number,1,0.06185486979525068,0.06185486979525068
333,333,Arithmetic,Formula,0,0.0,0.0
334,334,Equation,Linear inequality,0,0.0,0.0
335,335,Perpendicular,Cone,0,0.0,0.0
336,336,Equality (mathematics),Algebraic equation,0,0.0,0.0
337,337,Base (exponentiation),Number,1,0.23070194680390801,0.23070194680390801
338,338,Linear function,Analytic geometry,0,0.025354600607306325,0.025354600607306325
339,339,Mathematics,Synthetic division,0,0.0,0.0
340,340,Trigonometric substitution,Trigonometric functions,1,0.15995704166767968,0.15995704166767968
341,341,Nth root,Square root,0,0.03661626592634582,0.03661626592634582
342,342,Multiplication,Multiplicative inverse,0,0.0,0.0
343,343,Algebraic expression,Polynomial,1,0.0,0.0
344,344,Monomial,Change of variables,0,0.0,0.0
345,345,Line segment,Right triangle,0,0.0,0.0
346,346,Multiplication,Binomial coefficient,0,0.0,0.0
347,347,Square matrix,Identity matrix,0,0.10925562321181456,0.10925562321181456
348,348,Sine,Cartesian coordinate system,0,0.0,0.0
349,349,Rational number,Sine,0,0.0,0.0
350,350,Identity matrix,Elementary matrix,0,0.0,0.0
351,351,Range (mathematics),Image (mathematics),0,0.0,0.0
352,352,Radius,Line (geometry),1,0.0,0.0
353,353,Line (geometry),Equation,0,0.20336139280297802,0.20336139280297802
354,354,Mathematics,Base (exponentiation),0,0.0,0.0
355,355,Mathematics,Trigonometric substitution,0,0.0,0.0
356,356,Sine,Sine wave,0,0.0,0.0
357,357,Dot product,Multiplication,1,0.09172581518839648,0.09172581518839648
358,358,Integer,Binomial theorem,0,0.0,0.0
359,359,Linear function,Equation,0,0.14279215310504814,0.14279215310504814
360,360,Equality (mathematics),Linear equation,0,0.0,0.0
361,361,Real line,Mathematics,1,0.0,0.0
362,362,Cross product,Number,1,0.005016193919616952,0.005016193919616952
363,363,Asymptote,Polynomial long division,0,0.0,0.0
364,364,Geometry,Pythagorean trigonometric identity,0,0.0,0.0
365,365,Geometric series,Calculus,1,0.0,0.0
366,366,Scalar multiplication,Multiplication,1,0.3651256113039394,0.3651256113039394
367,367,Circular motion,Geometry,1,0.0,0.0
368,368,Circular sector,Mathematics,1,0.01414829864516955,0.01414829864516955
369,369,Number,Extended real number line,0,0.0,0.0
370,370,Matrix ring,Number,1,0.02778199709326312,0.02778199709326312
371,371,Number,Factorization,0,0.0,0.0
372,372,Parametric equation,Mathematics,1,0.0,0.0
373,373,Angle,Analytic geometry,0,0.0,0.0
374,374,Calculus,Linear function,0,0.0,0.0
375,375,Maxima and minima,Real number,0,0.03620598895408182,0.03620598895408182
376,376,Mathematics,Circle,0,0.0,0.0
377,377,Addition,Binomial,0,0.0,0.0
378,378,Quadratic formula,Quadratic equation,1,0.2389010364032353,0.2389010364032353
379,379,E (mathematical constant),Base (exponentiation),0,0.0,0.0
380,380,Limit (mathematics),Work (physics),0,0.0,0.0
381,381,Product topology,Arithmetic,1,0.0,0.0
382,382,Expression (mathematics),Mathematics,1,0.0,0.0
383,383,Algebraic expression,Rational number,0,0.0,0.0
384,384,Number,Distributive property,0,0.0,0.0
385,385,Division (mathematics),Number,1,0.3700197143805578,0.3700197143805578
386,386,Common logarithm,Multiplication,1,0.015091833631982476,0.015091833631982476
387,387,Addition,Homogeneous polynomial,0,0.0,0.0
388,388,Natural number,Real number,0,0.0106312716629214,0.0106312716629214
389,389,Function (mathematics),Even and odd functions,0,0.02240014964821477,0.0
390,390,Synthetic division,Integer,1,0.0,0.0
391,391,Inequality (mathematics),Equation,1,0.025730176223547514,0.025730176223547514
392,392,Equality (mathematics),Mathematics,1,0.0,0.0
393,393,Line (geometry),Cone,0,0.0,0.0
394,394,Number,Addition,0,0.045552333420760927,0.045552333420760927
395,395,Geometry,Inverse trigonometric functions,0,0.0,0.0
396,396,Real number,Domain of a function,0,0.0,0.0
397,397,Polynomial long division,Division (mathematics),1,0.0,0.0
398,398,Matrix multiplication,Vector (mathematics and physics),0,0.0,0.0
399,399,Sine wave,Sine,1,0.6416832559288584,0.6416832559288584
400,400,Commutative property,Function (mathematics),0,0.0,0.0
401,401,Transformation (function),Geometry,0,0.0,0.0
402,402,Line segment,Cylinder (geometry),0,0.0,0.0
403,403,Range (mathematics),Domain of a function,0,0.0,0.0
404,404,Rationalisation (mathematics),Nth root,0,0.0,0.0
405,405,Trigonometry,Law of sines,0,0.0,0.0
406,406,Square root,Cartesian coordinate system,0,0.0,0.0
407,407,Number,Differential equation,0,0.0,0.0
408,408,Polynomial,Quadratic formula,0,0.0,0.0
409,409,Mathematics,Division by zero,0,0.0,0.0
410,410,Mathematics,Series (mathematics),0,0.0,0.0
411,411,Exponential function,Scientific notation,0,0.0,0.0
412,412,Real number,Closed set,0,0.0302865392849076,0.0
413,413,Secant line,Calculus,0,0.0,0.0
414,414,Binomial theorem,Integer,1,0.03329556833628886,0.03329556833628886
415,415,Vertical line test,Function (mathematics),1,0.0,0.0
416,416,Exponentiation,Common logarithm,0,0.0,0.0
417,417,Scalar (mathematics),Real number,0,0.026282866055555687,0.026282866055555687
418,418,Mathematics,Formula,0,0.0,0.0
419,419,Binary logarithm,Base (exponentiation),1,0.0,0.0
420,420,Rational root theorem,Number,1,0.047422066843025516,0.047422066843025516
421,421,Exponential function,Exponentiation,1,0.20716029098794608,0.20716029098794608
422,422,Number,Common logarithm,0,0.0,0.0
423,423,Angle,Mathematics,1,0.016486695337649723,0.016486695337649723
424,424,Geometry,Trigonometric substitution,0,0.0,0.0
425,425,Complex number,Natural number,0,0.0,0.0
426,426,Plane (geometry),Polar coordinate system,0,0.0,0.0
427,427,Division (mathematics),Synthetic division,0,0.0,0.0
428,428,Real line,Number,1,0.3175584833238316,0.3175584833238316
429,429,Exponentiation,Set (mathematics),0,0.0,0.0
430,430,Integer,Degree of a polynomial,0,0.0,0.0
431,431,Subtraction,Arithmetic,1,0.0,0.0
432,432,Product (mathematics),Dot product,0,0.0,0.0
433,433,Right angle,Mathematics,1,0.0,0.0
434,434,Multiplication,Scientific notation,0,0.0,0.0
435,435,Number,Polar coordinate system,0,0.0,0.0
436,436,Solution of triangles,Mathematics,1,0.0,0.0
437,437,Integer,Set (mathematics),0,0.0,0.0
438,438,Exponential function,Logarithm,0,0.0,0.0
439,439,Minute and second of arc,Angle,0,0.4969177551442416,0.4969177551442416
440,440,Plane curve,Plane (geometry),1,0.0,0.0
441,441,Even and odd functions,Graph of a function,0,0.0,0.0
442,442,Exponentiation,Exponential growth,0,0.0,0.0
443,443,Function (mathematics),Real number,0,0.0070963490698525795,0.0070963490698525795
444,444,Pythagorean trigonometric identity,Pythagorean theorem,1,0.0,0.0
445,445,E (mathematical constant),Natural logarithm,0,0.0,0.0
446,446,Function (mathematics),Monotonic function,0,0.003610988337817647,0.0
447,447,Quadratic equation,Mathematics,1,0.0,0.0
448,448,Equation,Differential equation,0,0.0,0.0
449,449,Geometry,Rotation of axes,0,0.0,0.0
450,450,Edge,Line segment,1,0.12631696631944542,0.12631696631944542
451,451,Vector (mathematics and physics),Calculus,0,0.0,0.0
452,452,Solution of triangles,Trigonometry,1,0.02758201543379672,0.02758201543379672
453,453,Function (mathematics),Inverse function,0,0.0,0.0
454,454,Polynomial,Multiplication,1,0.02181770564942631,0.02181770564942631
455,455,Square root,Square (algebra),1,0.0,0.0
456,456,Dependent and independent variables,Mathematics,1,0.05076742455031427,0.05076742455031427
457,457,Mathematics,Eccentricity (mathematics),0,0.0,0.0
458,458,Mathematics,Ellipse,0,0.0,0.0
459,459,Coordinate system,Rotation of axes,0,0.0,0.0
460,460,Matrix ring,Mathematics,1,0.008276721546026579,0.008276721546026579
461,461,Geometry,Perpendicular,0,0.0,0.0
462,462,Exponential function,Multiplication,1,0.003926404084875823,0.003926404084875823
463,463,Cubic function,Function (mathematics),1,0.0,0.0
464,464,Quadrant (plane geometry),Number,1,0.2586658191437756,0.2586658191437756
