,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,relation,topic_a,topic_b
10,195.0,149.0,241.0,275.0,4.0,6.0,23.0,0.0,1.0,0.0,0.0133539838238,0.0,0.0,0.0,0.280602027433,0.0705394190871,0.0618181818182,0.442614045299,0.897217054597,0.135856743024,0.789473684211,7.13639107598,0.970722007494,0.661846234112,1.00402778764,0.765836331947,4187.0,4679.0,6.0,0.0,0.0014330069262,0.0,596.0,451.0,82.0,1.13610344234e-05,-5.60076042958e-06,-2.84741982084e-06,0.0,Hooke's law,Work (physics)
11,162.0,114.0,918.0,211.0,4.0,3.0,103.0,0.0,1.0,1.0,-0.238187493273,0.0,0.0,0.0,0.205772438301,0.126361655773,0.549763033175,0.270883933954,1.0,0.24894961405,0.5,7.98428043009,0.83382354614,0.371951035522,0.523809188714,0.907833830098,1693.0,590.0,1.0,1.0,0.000590667454223,0.00169491525424,221.0,101.0,22.0,1.5135823317e-06,2.92137636821e-05,5.15926773503e-06,1.0,Acceleration,Displacement (vector)
12,643.0,69.0,9935.0,166.0,1.0,2.0,5.0,0.0,1.0,0.0,-0.0826038658076,0.0,0.0,0.0,0.64500397404,0.00130850528435,0.078313253012,0.61185268901,0.968496818009,0.157152619775,0.8,3.6538881772,0.89248849529,0.748715601484,1.28235406339,1.14507078065,5370.0,1431.0,1.0,0.0,0.000186219739292,0.0,893.0,203.0,31.0,0.000152281691289,0.000932238241526,6.78101776316e-05,0.0,Physics,Collision
13,603.0,99.0,2108.0,96.0,7.0,2.0,8.0,0.0,0.0,1.0,-0.106632996633,0.0,0.0,0.0,0.557549384817,0.00237191650854,0.0520833333333,0.418177391182,0.926129357275,0.104350580496,0.666666666667,4.79634057439,0.604574388425,0.591743732634,0.6578593456,0.580646797755,9224.0,1202.0,0.0,0.0,0.0,0.0,1262.0,140.0,42.0,6.09347728584e-05,0.000107782271382,1.64597454964e-05,0.0,Electron,Mechanical energy
14,350.0,198.0,4432.0,603.0,3.0,2.0,21.0,0.0,0.0,3.0,-0.0135291843835,1.0,0.0,0.0,0.48754377703,0.0124097472924,0.0912106135987,0.635443278279,0.847752994065,0.126502675092,0.833333333333,4.61355552316,1.05017812776,0.85196065522,0.896303540223,1.12357286635,5734.0,4292.0,2.0,5.0,0.000348796651552,0.00116495806151,727.0,564.0,91.0,-1.91571686718e-05,0.000128952387532,1.46235422236e-05,0.0,Mass,Wave
15,242.0,426.0,537.0,1509.0,3.0,3.0,103.0,1.0,4.0,1.0,-0.0692372203694,0.0,0.0,0.0,0.326294480893,0.143389199255,0.0510271703115,0.397155344486,0.917064210757,0.137089514352,0.642857142857,6.14335063166,0.692815411822,0.914206135918,1.52245264589,0.78339166912,5006.0,2828.0,23.0,1.0,0.00459448661606,0.00035360678925,531.0,405.0,74.0,-3.16202401797e-05,-7.93973361888e-05,2.9878585232e-06,0.0,Potential energy,Gravity
16,256.0,119.0,2151.0,972.0,3.0,3.0,6.0,1.0,3.0,0.0,0.098962386511,0.0,0.0,0.0,0.406901681532,0.0311483031148,0.0689300411523,0.425446476069,0.990921493408,0.279109967511,0.466666666667,5.05639444874,0.641260765764,0.673268741931,0.85998386418,0.942613836928,5621.0,1250.0,6.0,0.0,0.00106742572496,0.0,675.0,199.0,37.0,2.00553822629e-05,4.42168219038e-05,2.76525016801e-06,0.0,Refractive index,Electric field
17,78.0,187.0,291.0,494.0,5.0,1.0,18.0,0.0,4.0,0.0,0.163444398739,0.0,0.0,0.0,0.334801673588,0.0652920962199,0.0384615384615,0.333928724165,0.797899141363,0.0966372564773,0.888888888889,6.47332595789,0.946380333311,0.797555496854,0.948576228324,0.795366615748,1560.0,1697.0,1.0,0.0,0.000641025641026,0.0,255.0,245.0,29.0,-5.10827412636e-05,-1.06778042047e-05,-2.43736698898e-06,1.0,Hardness,Elasticity (physics)
18,285.0,69.0,462.0,166.0,7.0,2.0,3.0,0.0,0.0,0.0,0.00354609929078,0.0,0.0,0.0,0.528761846328,0.004329004329,0.0120481927711,0.503886938327,1.0,0.211397686563,0.785714285714,4.8503402642,0.547886196626,0.748715601484,0.59144456064,0.768417520245,5094.0,1431.0,0.0,0.0,0.0,0.0,675.0,203.0,25.0,8.1440112845e-05,2.61923916907e-05,1.47717432925e-06,0.0,Photoelectric effect,Collision
19,256.0,99.0,2151.0,393.0,3.0,3.0,18.0,0.0,1.0,1.0,-0.0527237354086,0.0,0.0,0.0,0.384970993677,0.0264993026499,0.145038167939,0.361437737942,0.950820600307,0.152620612358,0.619047619048,5.80029928978,0.641260765764,0.726569240961,0.662558699511,0.708806792859,5621.0,2050.0,8.0,4.0,0.00142323429995,0.0019512195122,675.0,336.0,65.0,7.5823750888e-06,6.47351729792e-05,7.47848770715e-06,0.0,Refractive index,Reflection (physics)
20,103.0,198.0,429.0,603.0,1.0,2.0,13.0,0.0,1.0,1.0,0.0509277155006,0.0,1.0,1.0,0.395349759302,0.034965034965,0.0248756218905,0.334866642952,0.703415179584,0.100701291332,0.727272727273,5.64942184853,0.544662522085,0.85196065522,0.958767181534,1.22480579414,2393.0,4292.0,55.0,0.0,0.0229837024655,0.0,404.0,564.0,53.0,-3.26702291792e-05,-6.3169910782e-06,-4.66121769874e-06,1.0,Shock wave,Wave
21,18.0,426.0,20.0,1509.0,1.0,3.0,6.0,0.0,1.0,0.0,0.350033852404,0.0,1.0,0.0,0.478112792984,0.2,0.0026507620941,0.388952672482,0.698517322725,0.093620779869,0.8125,6.47610539188,0.641282788535,0.914206135918,0.840608412667,1.32267827513,712.0,2828.0,3.0,0.0,0.00421348314607,0.0,106.0,405.0,21.0,-9.71416055747e-05,-0.000107154299084,-1.41576342051e-05,1.0,Projectile motion,Gravity
22,113.0,271.0,116.0,363.0,2.0,6.0,98.0,1.0,1.0,3.0,0.398258657797,0.0,1.0,0.0,0.12785498549,0.801724137931,0.256198347107,0.145181485723,0.757490958377,0.134198203826,0.4,9.28935223086,0.395336074169,0.415927169613,0.358071511275,0.4548317226,1070.0,3927.0,2.0,0.0,0.0018691588785,0.0,159.0,479.0,55.0,-1.8261624011e-06,-1.31785250106e-05,-3.33555555177e-06,1.0,Non-inertial reference frame,Frame of reference
23,119.0,251.0,523.0,396.0,2.0,2.0,4.0,1.0,0.0,0.0,-0.0031746031746,0.0,0.0,0.0,0.376887011078,0.0286806883365,0.0378787878788,0.448986291885,0.987148774602,0.146581745889,0.9,5.87180028886,1.22314536956,0.377556719971,1.2775716901,0.784909658667,3575.0,3460.0,12.0,1.0,0.00335664335664,0.00028901734104,520.0,502.0,46.0,-2.28023529195e-05,4.3027848404e-06,-1.0831405554e-06,0.0,Diffraction,Field (physics)
24,84.0,808.0,165.0,3104.0,3.0,2.0,13.0,0.0,0.0,0.0,0.19740271345,0.0,0.0,0.0,0.472131987651,0.145454545455,0.00773195876289,0.458533649619,0.765725186309,0.0606677658267,0.8125,5.43640723823,0.948798909634,0.755698205673,0.973865920406,0.874732557631,624.0,7269.0,10.0,0.0,0.0160256410256,0.0,111.0,961.0,37.0,-0.000130298208195,-0.000235164028829,-2.83748211564e-05,1.0,Intensity (physics),Energy
25,140.0,347.0,389.0,940.0,2.0,2.0,10.0,0.0,0.0,1.0,0.0195646857422,0.0,0.0,0.0,0.438275260738,0.0385604113111,0.0159574468085,0.556565913949,0.966122452443,0.212705941142,0.294117647059,5.3033367453,0.627807482758,0.676450626812,0.6008559932,0.704386481932,1349.0,3715.0,0.0,0.0,0.0,0.0,232.0,525.0,20.0,-6.95188135393e-05,-4.26726109467e-05,-3.7110328085e-06,0.0,Electrical conductor,Electromagnetic spectrum
26,321.0,147.0,1613.0,851.0,2.0,4.0,17.0,0.0,1.0,0.0,0.0118506356824,0.0,0.0,0.0,0.338575978429,0.0533168009919,0.101057579318,0.390289508718,0.995318644772,0.157140033557,0.666666666667,5.72682985264,1.04039669454,0.490147628942,0.800275734958,0.878720434687,8936.0,1920.0,9.0,0.0,0.00100716204118,0.0,908.0,224.0,55.0,0.00011068496447,5.35288466726e-05,3.9154162977e-06,0.0,Magnetic field,Velocity
27,13.0,82.0,44.0,452.0,2.0,4.0,3.0,0.0,0.0,1.0,0.0590828924162,0.0,0.0,0.0,0.526109259478,0.0227272727273,0.00221238938053,0.471351861954,0.959907724394,0.209354627019,0.647058823529,5.50687394933,1.42870926614,1.11503372561,1.95287606788,1.06688343194,147.0,2462.0,0.0,1.0,0.0,0.000406173842405,28.0,365.0,6.0,-7.82542908412e-05,-3.11727598384e-05,-2.60084297286e-06,0.0,Crest (physics),Doppler effect
28,198.0,99.0,603.0,393.0,2.0,3.0,19.0,0.0,0.0,0.0,-0.0795477386935,1.0,0.0,0.0,0.304906811583,0.0563847429519,0.0865139949109,0.379797816277,0.90377690115,0.133282503529,0.947368421053,6.5553794791,0.85196065522,0.726569240961,1.03635629585,0.951220600686,4292.0,2050.0,2.0,6.0,0.000465983224604,0.00292682926829,564.0,336.0,57.0,3.27480046165e-05,2.50543020777e-05,3.46215260375e-06,0.0,Wave,Reflection (physics)
29,808.0,69.0,3104.0,166.0,2.0,2.0,7.0,0.0,0.0,0.0,-0.123627052799,0.0,0.0,0.0,0.592118919653,0.00225515463918,0.0421686746988,0.518173159252,0.950394073529,0.127196737762,0.909090909091,4.19822124248,0.755698205673,0.748715601484,0.76539968019,0.749558162595,7269.0,1431.0,0.0,11.0,0.0,0.00768693221523,961.0,203.0,49.0,0.000132517305449,0.000226682740134,2.87738239543e-05,0.0,Energy,Collision
30,22.0,198.0,54.0,603.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0718811448547,0.0,0.0,0.0,0.439359454074,0.0740740740741,0.00663349917081,0.416496718913,0.937463641293,0.160512580837,0.928571428571,6.40013888091,0.951116185077,0.85196065522,0.969620444757,1.47664622216,554.0,4292.0,3.0,0.0,0.00541516245487,0.0,86.0,564.0,15.0,-9.95211124357e-05,-4.33381624451e-05,-6.64472677175e-06,0.0,Sound intensity,Wave
31,256.0,111.0,2151.0,366.0,3.0,7.0,12.0,0.0,1.0,0.0,-0.0986784449819,0.0,0.0,0.0,0.427564949025,0.0172013017201,0.101092896175,0.364216089249,0.90043859684,0.154546517987,0.533333333333,5.43934221306,0.641260765764,0.678584351424,0.671596688555,0.662536352168,5621.0,1925.0,1.0,2.0,0.000177904287493,0.00103896103896,675.0,342.0,54.0,9.2180275325e-06,6.71213928804e-05,8.7947056958e-06,0.0,Refractive index,Scattering
32,643.0,41.0,9935.0,222.0,1.0,3.0,3.0,0.0,0.0,0.0,-0.217956985169,0.0,0.0,0.0,0.620680307795,0.00201308505284,0.0900900900901,0.671092043584,0.957557023036,0.170154710211,0.818181818182,3.79398149978,0.89248849529,0.611942283465,1.31289794481,1.13310599865,5370.0,773.0,0.0,0.0,0.0,0.0,893.0,126.0,12.0,9.46829166302e-05,0.000935254766467,6.71001529431e-05,0.0,Physics,Stiffness
33,321.0,99.0,1613.0,130.0,2.0,4.0,10.0,1.0,0.0,0.0,-0.0688473520249,0.0,0.0,0.0,0.503587655122,0.00495970241785,0.0615384615385,0.420354008675,1.0,0.201291552629,0.5625,5.23080177618,1.04039669454,0.383653567231,1.26825036247,0.850023762999,8936.0,879.0,1.0,0.0,0.000111906893465,0.0,908.0,127.0,29.0,0.000115043138638,8.73335478854e-05,1.19373754068e-05,0.0,Magnetic field,Relative velocity
34,82.0,178.0,239.0,541.0,1.0,2.0,2.0,0.0,0.0,0.0,-0.00561797752809,0.0,0.0,0.0,0.523233211919,0.0125523012552,0.00554528650647,0.540622830391,0.997161381322,0.200283541011,0.818181818182,4.73347522097,1.12735295704,1.15296367992,1.58815925107,1.91947837909,2381.0,1391.0,5.0,0.0,0.00209995800084,0.0,341.0,182.0,19.0,6.768143721e-05,-1.58657314977e-05,-5.08529485694e-06,1.0,Snell's law,Speed
35,121.0,167.0,359.0,667.0,4.0,3.0,9.0,0.0,1.0,0.0,0.0999219359875,0.0,0.0,0.0,0.298193693115,0.108635097493,0.0584707646177,0.491710155708,0.871823223175,0.138557993696,0.785714285714,6.68219497481,0.812163146886,1.4003552188,1.3180187546,2.18575720886,1286.0,1022.0,0.0,0.0,0.0,0.0,178.0,170.0,21.0,-1.16843617211e-05,-4.36729304722e-05,-6.58954712807e-06,0.0,Electric potential,Joule
36,444.0,643.0,3746.0,9935.0,8.0,1.0,39.0,0.0,1.0,2.0,0.0442867877051,0.0,0.0,0.0,0.545622549013,0.0528563801388,0.0199295420232,0.629462607471,0.963022000897,0.168647923712,1.0,3.26074975579,0.790233495327,0.89248849529,0.993197597679,0.983855745527,8780.0,5370.0,7.0,2.0,0.000797266514806,0.000372439478585,966.0,893.0,103.0,0.000116025027485,-0.000701221469461,-3.75585504661e-05,0.0,Temperature,Physics
37,223.0,444.0,290.0,3746.0,7.0,8.0,15.0,0.0,1.0,0.0,0.0540945439822,0.0,0.0,0.0,0.532510880267,0.0724137931034,0.00560597971169,0.5256524086,0.895190455915,0.113616791969,0.866666666667,4.55094339482,0.499536263652,0.790233495327,0.631636404558,0.87520181896,2516.0,8780.0,2.0,0.0,0.000794912559618,0.0,328.0,966.0,53.0,-0.000266248434011,-0.000232028552375,-2.95320653318e-05,0.0,Energy level,Temperature
38,147.0,82.0,851.0,452.0,4.0,4.0,2.0,0.0,1.0,1.0,-0.0784951618285,0.0,0.0,0.0,0.415026798184,0.021151586369,0.0398230088496,0.421802307475,0.994330316111,0.140653789995,0.615384615385,5.43502321257,0.490147628942,1.11503372561,1.77849408426,1.03623174648,1920.0,2462.0,0.0,27.0,0.0,0.0109666937449,224.0,365.0,33.0,-0.000127882847353,8.2173217754e-06,7.29260408992e-06,0.0,Velocity,Doppler effect
39,12.0,147.0,42.0,851.0,2.0,4.0,3.0,0.0,0.0,0.0,0.504677754678,0.0,0.0,0.0,0.411457156869,0.166666666667,0.00822561692127,0.339266122448,0.934047481589,0.125591626492,0.714285714286,6.86657416528,0.803383278025,0.490147628942,0.52299299483,1.1925533555,819.0,1920.0,1.0,0.0,0.001221001221,0.0,103.0,224.0,20.0,-6.23515046518e-06,-4.04786193295e-05,-9.64371494866e-06,0.0,Normal force,Velocity
40,358.0,147.0,1027.0,851.0,2.0,4.0,8.0,0.0,0.0,0.0,0.00165625235263,0.0,0.0,0.0,0.400615343962,0.031158714703,0.0376028202115,0.439850382787,1.0,0.229939049593,0.625,5.18967232738,0.706721669913,0.490147628942,0.419292310672,1.52179482013,8362.0,1920.0,5.0,0.0,0.000597943075819,0.0,1060.0,224.0,43.0,0.000107582347076,2.31887580547e-05,9.152291923e-07,0.0,Electromagnetic radiation,Velocity
41,296.0,265.0,839.0,1198.0,1.0,2.0,98.0,0.0,4.0,0.0,-0.0193286245918,0.0,0.0,0.0,0.25345065037,0.15852205006,0.11101836394,0.433490395546,0.974544133973,0.155922983578,0.733333333333,6.47447540616,0.862207082147,0.578579286213,0.706857459424,0.778886299681,4080.0,4268.0,4.0,1.0,0.000980392156863,0.000234301780694,565.0,573.0,70.0,1.86234422587e-05,2.53214244079e-05,-5.92628250263e-06,0.0,Magnetism,Electric current
42,121.0,321.0,359.0,1613.0,4.0,2.0,88.0,1.0,2.0,1.0,0.317501659772,0.0,0.0,0.0,0.255216465535,0.395543175487,0.0880347179169,0.301015931428,0.834322920442,0.147475646614,0.5,7.09139935407,0.812163146886,1.04039669454,1.05516826794,0.856610009647,1286.0,8936.0,3.0,0.0,0.00233281493002,0.0,178.0,908.0,70.0,-6.09822115448e-05,-7.99029236316e-05,-1.06173990873e-05,0.0,Electric potential,Magnetic field
43,275.0,643.0,346.0,9935.0,3.0,1.0,46.0,0.0,0.0,2.0,0.275773660604,0.0,0.0,0.0,0.484302103111,0.280346820809,0.00976346250629,0.501535445543,0.964908370645,0.154922464147,0.904761904762,4.92919881154,1.09494661649,0.89248849529,1.73216756125,0.859383431034,4406.0,5370.0,0.0,0.0,0.0,0.0,549.0,893.0,91.0,-3.8621904145e-05,-0.000930104975081,-6.45019404526e-05,1.0,Newton's law of universal gravitation,Physics
44,77.0,162.0,101.0,918.0,2.0,4.0,34.0,0.0,1.0,0.0,0.244612238477,0.0,0.0,0.0,0.295154943588,0.376237623762,0.041394335512,0.323471367359,0.80593808679,0.155078343947,0.5625,7.60501401535,0.164795061814,0.83382354614,0.737376221816,0.520933933482,1021.0,1693.0,0.0,1.0,0.0,0.000590667454223,161.0,221.0,21.0,-1.6393672978e-06,-3.43807606923e-05,-6.90352821453e-06,0.0,Position (vector),Acceleration
45,256.0,198.0,2151.0,603.0,3.0,2.0,38.0,0.0,2.0,1.0,0.00617875369063,0.0,0.0,0.0,0.424704358122,0.021850302185,0.077943615257,0.487983167171,1.0,0.210070985091,0.785714285714,5.1792880388,0.641260765764,0.85196065522,0.905217864723,1.135203474,5621.0,4292.0,20.0,1.0,0.00355808574987,0.000232991612302,675.0,564.0,107.0,-2.51656295277e-05,3.96808709015e-05,4.0163351034e-06,1.0,Refractive index,Wave
46,643.0,82.0,9935.0,239.0,1.0,1.0,8.0,0.0,0.0,0.0,-0.108040248084,0.0,0.0,0.0,0.606929295168,0.00241570206341,0.100418410042,0.56321493168,1.0,0.167520731759,0.928571428571,3.90251688651,0.89248849529,1.12735295704,1.06474459481,1.04607888708,5370.0,2381.0,0.0,0.0,0.0,0.0,893.0,341.0,35.0,8.03440967471e-05,0.00093348799301,6.68936227147e-05,0.0,Physics,Snell's law
47,808.0,167.0,3104.0,667.0,2.0,3.0,76.0,0.0,3.0,3.0,-0.3310524457,1.0,0.0,0.0,0.333807847792,0.0512242268041,0.238380809595,0.430413663387,0.493395547088,0.0752016870176,0.9,5.93041303808,0.755698205673,1.4003552188,1.33057991896,1.91116565544,7269.0,1022.0,10.0,20.0,0.00137570504884,0.0195694716243,961.0,170.0,41.0,6.91760340377e-05,0.00018130117791,1.95861665461e-05,0.0,Energy,Joule
48,169.0,127.0,291.0,1368.0,3.0,4.0,86.0,2.0,1.0,2.0,-0.0255514705882,0.0,1.0,0.0,0.229223683623,0.505154639175,0.107456140351,0.274699731189,0.548090801138,0.0790957383581,0.733333333333,7.50074998451,0.498204420574,0.769552005252,0.820003742947,1.08654011953,4093.0,1602.0,33.0,1.0,0.00806254580992,0.000624219725343,536.0,202.0,61.0,2.18327771149e-05,-5.4502685261e-05,-7.71994921387e-06,1.0,Electromotive force,Voltage
49,119.0,111.0,523.0,366.0,2.0,7.0,13.0,1.0,0.0,0.0,-0.0331081081081,0.0,0.0,0.0,0.273204493964,0.074569789675,0.106557377049,0.230336248875,0.960466555831,0.0749610516629,0.5,6.90609261174,1.22314536956,0.678584351424,1.59546114316,1.09171979637,3575.0,1925.0,0.0,1.0,0.0,0.000519480519481,520.0,342.0,45.0,3.0517686137e-06,7.1684038747e-06,2.37753913517e-06,0.0,Diffraction,Scattering
50,32.0,59.0,14.0,420.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.489394187927,1.0,0.206926498798,0.857142857143,-10.0,1.03986095107,0.817522149783,0.804439957355,1.22183524676,469.0,570.0,2.0,0.0,0.00426439232409,0.0,69.0,104.0,2.0,-1.9536442685e-06,-3.28378914548e-05,-6.61520527076e-06,0.0,Plane mirror,Length
51,147.0,100.0,541.0,267.0,5.0,2.0,13.0,0.0,1.0,0.0,0.0636205512443,0.0,0.0,0.0,0.246724622591,0.0887245841035,0.179775280899,0.331403394425,0.804076839763,0.175044504234,0.923076923077,7.39527883674,1.02328592164,0.98990946046,1.39070194786,1.28176134084,3348.0,542.0,1.0,0.0,0.000298685782557,0.0,462.0,90.0,28.0,5.0046805521e-05,6.990251341e-06,-6.0777082617e-07,0.0,Capacitance,Coulomb
52,148.0,127.0,477.0,1368.0,3.0,4.0,12.0,0.0,0.0,0.0,-0.0284482758621,0.0,0.0,0.0,0.328177450925,0.138364779874,0.0482456140351,0.371294699388,0.806856916676,0.0939199733019,0.727272727273,6.20577891604,0.979413011818,0.769552005252,1.03831855947,1.20927180052,2729.0,1602.0,2.0,0.0,0.000732869182851,0.0,438.0,202.0,20.0,1.25672536496e-05,-4.49867859233e-05,-6.85190731529e-06,0.0,Dielectric,Voltage
53,256.0,73.0,2151.0,808.0,3.0,4.0,27.0,1.0,3.0,1.0,-0.153118098643,0.0,1.0,0.0,0.355787806076,0.0450953045095,0.12004950495,0.29892462492,0.496662562686,0.222854487853,0.357142857143,5.6112065538,0.641260765764,0.786562658386,0.723023965127,0.743167636092,5621.0,1457.0,24.0,9.0,0.00426970289984,0.00617707618394,675.0,209.0,71.0,3.66004678422e-05,4.31352755493e-05,5.244991216e-06,1.0,Refractive index,Refraction
54,296.0,46.0,839.0,40.0,1.0,1.0,10.0,0.0,0.0,0.0,-0.200372519521,0.0,0.0,0.0,0.355693829129,0.015494636472,0.325,0.41934388876,0.900278906285,0.178861297026,0.769230769231,7.54860495996,0.862207082147,0.574897069843,1.47628947966,1.12402196408,4080.0,895.0,0.0,2.0,0.0,0.00223463687151,565.0,127.0,25.0,5.06837554209e-05,7.83665482928e-05,7.21082741774e-06,0.0,Magnetism,Field line
55,223.0,808.0,290.0,3104.0,7.0,2.0,18.0,0.0,1.0,3.0,0.161638771033,0.0,1.0,1.0,0.430442471305,0.162068965517,0.0151417525773,0.459525763988,0.586295619166,0.0812395395817,0.333333333333,5.54456556051,0.499536263652,0.755698205673,0.566246583555,0.738774441395,2516.0,7269.0,94.0,1.0,0.0373608903021,0.000137570504884,328.0,961.0,49.0,-0.000130459020686,-0.000227694520444,-2.80542621205e-05,1.0,Energy level,Energy
56,112.0,168.0,442.0,169.0,3.0,3.0,0.0,0.0,0.0,1.0,-0.00595238095238,0.0,0.0,0.0,0.592837037235,0.00226244343891,0.00591715976331,0.5410605371,0.997519796229,0.170509875859,0.6,4.18353716608,0.139705616142,1.10228309208,0.0513827916484,2.56848757592,2189.0,4355.0,0.0,5.0,0.0,0.00114810562572,291.0,676.0,22.0,2.03138076305e-05,1.87153724614e-05,3.92846148557e-06,0.0,Distance,Optical microscope
57,31.0,228.0,74.0,1034.0,2.0,3.0,11.0,0.0,2.0,1.0,0.263706140351,0.0,1.0,0.0,0.364916208081,0.243243243243,0.0174081237911,0.344680389445,0.49240346901,0.147340757148,0.666666666667,7.0498623727,0.631206264284,0.830484356341,0.75684249607,0.893543977213,2180.0,3585.0,11.0,0.0,0.00504587155963,0.0,282.0,449.0,57.0,-1.03607501032e-05,-5.81009475215e-05,-1.04381392137e-05,1.0,Elastic collision,Kinetic energy
