,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,relation,topic_a,topic_b
10,195.0,317.0,241.0,1721.0,4.0,2.0,9.0,0.0,1.0,0.0,0.0592162554427,0.0,0.0,0.0,0.554917242187,0.029045643153499997,0.00406740267286,0.678567360554,1.0,0.284089746448,0.8,4.41519818243,0.9707220074940001,0.825406869259,1.23044305922,1.20539743618,4187.0,8583.0,0.0,0.0,0.0,0.0,596.0,967.0,61.0,-0.0006171849137899999,-0.00013682029972,-1.15727915546e-05,0.0,Hooke's law,Kilogram
11,48.0,457.0,212.0,991.0,4.0,5.0,24.0,0.0,1.0,1.0,0.343799058085,0.0,1.0,0.0,0.370282807341,0.11320754717,0.024217961654900002,0.312881231308,0.859262743472,0.0751222560628,0.8,6.32749878443,0.276720368796,0.8747411813779999,0.651381150535,0.6175174797290001,822.0,10108.0,14.0,3.0,0.0170316301703,0.00029679461812400003,128.0,1225.0,62.0,-6.52915701809e-05,-3.92916998545e-05,-1.1581672097e-06,1.0,Gravitational field,Force
12,643.0,103.0,9935.0,429.0,1.0,1.0,17.0,0.0,0.0,0.0,-0.0585446823783,0.0,0.0,0.0,0.6045484826290001,0.00352289884248,0.0815850815851,0.654817620207,0.960688039161,0.19275013964200002,0.8571428571430001,3.69481775066,0.89248849529,0.544662522085,1.47453813412,1.12045576708,5370.0,2393.0,0.0,1.0,0.0,0.00041788549937300004,893.0,404.0,43.0,8.79650964932e-05,0.0009066831317019999,6.61986668008e-05,0.0,Physics,Shock wave
13,265.0,321.0,1198.0,1613.0,2.0,2.0,98.0,0.0,5.0,3.0,-0.014323191155499999,1.0,0.0,0.0,0.192636000537,0.271285475793,0.20148791072500002,0.272950351238,0.9004737411799999,0.202232640044,0.533333333333,6.71431108861,0.5785792862129999,1.04039669454,1.46937371741,0.7519343871649999,4268.0,8936.0,6.0,4.0,0.0014058106841599999,0.00044762757385900006,573.0,908.0,107.0,-2.90343478167e-05,-4.08351275773e-05,-8.800053729e-07,0.0,Electric current,Magnetic field
14,121.0,162.0,359.0,129.0,4.0,5.0,84.0,2.0,2.0,5.0,0.121693653827,1.0,1.0,0.0,0.13120165591299998,0.25069637883,0.6976744186049999,0.209505093664,0.342968548251,0.06493429287409999,0.14285714285700002,9.161420640560001,0.812163146886,0.406157799416,2.26538742435,1.1950992653499999,1286.0,939.0,3.0,9.0,0.00233281493002,0.00958466453674,178.0,109.0,35.0,-5.1540381977e-06,9.281816285489999e-06,1.89119741772e-06,1.0,Electric potential,Electric potential energy
15,36.0,48.0,109.0,212.0,3.0,4.0,12.0,1.0,1.0,1.0,0.09240362811789998,0.0,0.0,0.0,0.268045643112,0.110091743119,0.056603773584900006,0.26449537277199997,0.620225230485,0.0831786212613,0.214285714286,7.84171825597,0.8098330825130001,0.276720368796,1.50439123833,0.821833699102,1462.0,822.0,6.0,1.0,0.004103967168260001,0.0012165450121700001,230.0,128.0,36.0,4.2830353538e-06,-4.70431382374e-06,-1.05187447075e-05,0.0,Gravitational acceleration,Gravitational field
16,117.0,177.0,110.0,21042.0,6.0,7.0,5.0,0.0,1.0,0.0,0.142208109428,0.0,1.0,0.0,0.7356725459819999,0.07272727272730001,0.00038019199695800003,0.40912872552900004,0.841455024281,0.16754979292000002,0.6875,2.8294312196,0.227711173164,1.19464702044,0.178812855826,3.0263338994200004,2410.0,1690.0,6.0,0.0,0.00248962655602,0.0,347.0,254.0,28.0,-8.40705132194e-05,-0.0027303570944,-5.10472824262e-05,1.0,Absorption spectroscopy,Frequency
17,265.0,140.0,1198.0,389.0,2.0,2.0,92.0,0.0,4.0,4.0,-0.26371780515099996,0.0,0.0,0.0,0.22078442219099997,0.124373956594,0.383033419023,0.276425914551,0.567594748508,0.149081879425,0.23076923076900002,7.35670394673,0.5785792862129999,0.627807482758,0.5826392633690001,0.633018193229,4268.0,1349.0,1.0,3.0,0.000234301780694,0.00222386953299,573.0,232.0,46.0,7.7857136037e-05,3.37047163607e-05,9.154356557689999e-06,0.0,Electric current,Electrical conductor
18,162.0,317.0,918.0,1721.0,4.0,2.0,15.0,0.0,0.0,1.0,0.0382567426786,0.0,0.0,0.0,0.40551695505999996,0.057734204792999996,0.030796048808800002,0.562973856926,0.894351276043,0.205498931137,0.615384615385,5.1021794898,0.8338235461399999,0.825406869259,1.09857977046,2.53723860538,1693.0,8583.0,0.0,5.0,0.0,0.0005825468950249999,221.0,967.0,40.0,-0.000631515102164,-0.000107545256082,-5.4935869714800005e-06,0.0,Acceleration,Kilogram
19,162.0,59.0,918.0,420.0,4.0,3.0,8.0,1.0,1.0,0.0,-0.08505771030470001,0.0,0.0,0.0,0.389144860101,0.0261437908497,0.0571428571429,0.483296334743,0.840202125148,0.17197481839099998,0.769230769231,5.72034749153,0.8338235461399999,0.8175221497830001,1.14968084604,0.921381375376,1693.0,570.0,0.0,0.0,0.0,0.0,221.0,104.0,14.0,5.47836371466e-05,3.8001229624e-06,2.0338880768e-06,0.0,Acceleration,Length
20,178.0,643.0,541.0,9935.0,2.0,1.0,29.0,0.0,0.0,0.0,0.300705960473,0.0,0.0,0.0,0.529208620573,0.147874306839,0.00805234021137,0.688418012167,0.993278572214,0.228448397751,1.0,4.289533963919999,1.15296367992,0.89248849529,1.4044355509399997,1.33774141428,1391.0,5370.0,1.0,7.0,0.000718907260963,0.00130353817505,182.0,893.0,26.0,-0.00014802553395700001,-0.000917622261512,-6.18083278578e-05,1.0,Speed,Physics
21,64.0,198.0,145.0,603.0,4.0,2.0,10.0,0.0,1.0,0.0,0.0517974487824,0.0,1.0,0.0,0.39310772711099995,0.0689655172414,0.016583747927,0.495445013046,0.768689225586,0.10627857864,0.8571428571430001,6.3286799169300005,0.9617282581550001,0.85196065522,1.00128252091,0.914849062599,1499.0,4292.0,19.0,0.0,0.0126751167445,0.0,200.0,564.0,45.0,-3.24311287645e-05,-4.12997237071e-05,-6.0289424656400005e-06,1.0,Total internal reflection,Wave
22,59.0,161.0,127.0,1677.0,1.0,2.0,7.0,0.0,1.0,0.0,0.114814814815,0.0,0.0,0.0,0.424250545814,0.149606299213,0.0113297555158,0.38372696832099995,0.967453473369,0.15358406447,0.722222222222,6.080235893969999,0.821865785159,1.0075048383299998,0.903669297903,0.958371948194,992.0,3539.0,4.0,0.0,0.00403225806452,0.0,161.0,495.0,24.0,-2.6986535281e-05,-9.8057614618e-05,-1.38696125848e-05,0.0,Specular reflection,Wavelength
23,119.0,32.0,523.0,14.0,2.0,1.0,1.0,0.0,0.0,1.0,-0.212121212121,0.0,0.0,0.0,0.404284438109,0.0057361376673000005,0.214285714286,0.37066501379,0.93137083854,0.144027233423,0.642857142857,7.604719258069999,1.22314536956,1.03986095107,1.1920489692899998,1.5182459529499999,3575.0,469.0,0.0,1.0,0.0,0.00213219616205,520.0,69.0,17.0,6.78044803168e-05,2.46518401933e-05,4.9195380040099995e-06,0.0,Diffraction,Plane mirror
24,161.0,72.0,1677.0,630.0,2.0,3.0,13.0,0.0,1.0,2.0,-0.0272281413834,1.0,0.0,0.0,0.33418197266,0.0500894454383,0.133333333333,0.377258241177,0.906872496438,0.135596844312,0.8,5.965080980720001,1.0075048383299998,0.727203643416,2.46172394828,0.896863998175,3539.0,1306.0,6.0,0.0,0.00169539417915,0.0,495.0,202.0,39.0,1.8780049057000002e-05,7.90018066638e-05,8.96750464441e-06,0.0,Wavelength,Amplitude
25,111.0,485.0,366.0,2700.0,7.0,7.0,15.0,0.0,0.0,1.0,0.117229030273,0.0,0.0,0.0,0.435672274658,0.117486338798,0.0159259259259,0.412590205669,0.944468650992,0.0946721216963,0.7272727272730001,5.362305493380001,0.678584351424,0.35573370209700006,0.547535046168,0.511429082117,1925.0,8607.0,1.0,1.0,0.000519480519481,0.00011618450098799998,342.0,1253.0,62.0,-8.78259444802e-05,-0.000172350996435,-1.30303771229e-05,0.0,Scattering,Laser
26,240.0,33.0,683.0,10.0,3.0,1.0,14.0,0.0,0.0,0.0,-0.231144740054,0.0,0.0,0.0,0.445220282814,0.00292825768668,0.2,0.984216192047,0.764062260271,0.0825724815087,0.526315789474,7.268812991080001,0.751818296047,0.536229324684,0.665120845687,0.9313061911939999,1073.0,621.0,0.0,0.0,0.0,0.0,173.0,76.0,12.0,1.68543297356e-05,4.36037188877e-05,8.77156745787e-06,0.0,Motion,Motion graphs and derivatives
27,243.0,26.0,929.0,11.0,4.0,1.0,4.0,1.0,0.0,2.0,-0.279767370676,0.0,0.0,0.0,0.38766873451399997,0.00645855758881,0.545454545455,0.33877736329999997,0.874476699887,0.153720224186,0.583333333333,7.964501220700001,0.554639941369,0.0,0.42246401533399996,0.15421519611099999,5004.0,329.0,0.0,2.0,0.0,0.0060790273556199995,667.0,64.0,17.0,7.24462430076e-05,4.87032667674e-05,9.77344404912e-06,1.0,Friction,Contact force
28,808.0,285.0,3104.0,462.0,2.0,7.0,71.0,0.0,0.0,2.0,-0.188206261123,0.0,0.0,0.0,0.41876017434,0.020618556701,0.138528138528,0.53059643507,0.986094320692,0.139630178954,0.8666666666670001,5.3876170740600005,0.7556982056730001,0.547886196626,0.824916575908,0.607082556493,7269.0,5094.0,0.0,62.0,0.0,0.012171181782500002,961.0,675.0,106.0,5.10771926045e-05,0.000200490348444,2.72966496251e-05,0.0,Energy,Photoelectric effect
29,109.0,457.0,175.0,991.0,9.0,5.0,10.0,0.0,0.0,0.0,0.0184815184815,0.0,0.0,0.0,0.516532948449,0.0285714285714,0.0050454086781,0.592775821686,0.98999609225,0.13811092220899998,0.714285714286,4.95068316726,0.0782067616651,0.8747411813779999,1.19305162453,2.86238540325,1822.0,10108.0,0.0,0.0,0.0,0.0,291.0,1225.0,45.0,-5.99412449224e-05,-4.0666902481e-05,-1.22245944655e-05,1.0,Emission spectrum,Force
30,114.0,162.0,211.0,129.0,3.0,5.0,7.0,0.0,0.0,1.0,-0.0376708642773,0.0,0.0,0.0,0.354902216423,0.0236966824645,0.0387596899225,0.320908923203,0.9702361902490001,0.283456478157,0.45,6.80251313768,0.371951035522,0.406157799416,3.25511253713,2.4656480912900003,590.0,939.0,0.0,0.0,0.0,0.0,101.0,109.0,6.0,-3.7367935928e-06,1.94557787299e-06,1.73527181838e-06,0.0,Displacement (vector),Electric potential energy
31,603.0,203.0,2108.0,92.0,7.0,4.0,19.0,0.0,0.0,0.0,-0.078693337314,0.0,0.0,0.0,0.538616052626,0.00284629981025,0.0652173913043,0.570189480197,0.939116375393,0.148156807592,0.75,5.0212217456,0.604574388425,1.15135874556,1.04325500776,1.1004557666600001,9224.0,9125.0,0.0,2.0,0.0,0.000219178082192,1262.0,1078.0,164.0,5.14952669355e-05,0.00011128993909,1.72587714561e-05,0.0,Electron,Le Sage's theory of gravitation
32,147.0,808.0,541.0,3104.0,5.0,2.0,11.0,0.0,1.0,0.0,0.143620753015,0.0,0.0,0.0,0.442648356751,0.10166358595200001,0.017719072164900002,0.505665481428,0.916709129072,0.13875009729,0.833333333333,5.07821278816,1.0232859216399999,0.7556982056730001,2.05299036658,1.48908464315,3348.0,7269.0,16.0,0.0,0.004778972520909999,0.0,462.0,961.0,76.0,-7.060472840899999e-05,-0.00021868545008700002,-2.5009481278999998e-05,0.0,Capacitance,Energy
33,42.0,168.0,173.0,169.0,1.0,3.0,14.0,0.0,0.0,2.0,-0.0260243632337,0.0,0.0,0.0,0.259700697461,0.0693641618497,0.0710059171598,0.262950837612,0.9972478180959999,0.148602551636,0.705882352941,7.60646210345,0.61119814963,1.10228309208,1.36579208988,2.49101664346,685.0,4355.0,1.0,25.0,0.0014598540146,0.005740528128590001,100.0,676.0,27.0,1.82421196576e-05,-4.54697250973e-06,-4.0199368898e-07,0.0,Magnification,Optical microscope
34,198.0,603.0,603.0,2108.0,2.0,7.0,26.0,0.0,1.0,0.0,0.0801482158266,0.0,0.0,0.0,0.35796284324,0.139303482587,0.0398481973435,0.48478657007200004,0.799816609901,0.103851936992,0.909090909091,5.78015045554,0.85196065522,0.604574388425,1.2264433274,0.944148468,4292.0,9224.0,0.0,12.0,0.0,0.00130095403296,564.0,1262.0,127.0,-2.2032822860000002e-05,-6.81812198112e-05,-1.00567263553e-05,0.0,Wave,Electron
35,22.0,198.0,54.0,603.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0718811448547,0.0,0.0,0.0,0.43935945407399996,0.07407407407410001,0.006633499170810001,0.416496718913,0.937463641293,0.16051258083699999,0.928571428571,6.400138880909999,0.9511161850769999,0.85196065522,0.969620444757,1.4766462221599999,554.0,4292.0,3.0,0.0,0.00541516245487,0.0,86.0,564.0,15.0,-9.95211124357e-05,-4.33381624451e-05,-6.64472677175e-06,0.0,Sound intensity,Wave
36,82.0,178.0,239.0,541.0,1.0,2.0,2.0,0.0,0.0,0.0,-0.005617977528089999,0.0,0.0,0.0,0.523233211919,0.0125523012552,0.0055452865064700005,0.540622830391,0.997161381322,0.20028354101100002,0.8181818181820001,4.733475220969999,1.12735295704,1.15296367992,1.58815925107,1.91947837909,2381.0,1391.0,5.0,0.0,0.00209995800084,0.0,341.0,182.0,19.0,6.768143720999999e-05,-1.58657314977e-05,-5.08529485694e-06,1.0,Snell's law,Speed
37,162.0,603.0,918.0,2108.0,4.0,7.0,10.0,0.0,0.0,1.0,0.0204602259817,0.0,0.0,0.0,0.480875167367,0.037037037037,0.0161290322581,0.5028182566170001,0.986100066928,0.139233898289,0.363636363636,4.45541398742,0.8338235461399999,0.604574388425,1.22209758028,2.67238508034,1693.0,9224.0,0.0,3.0,0.0,0.00032523850823900003,221.0,1262.0,54.0,-6.44319102082e-05,-7.64671636915e-05,-8.72800246898e-06,0.0,Acceleration,Electron
38,178.0,31.0,541.0,37.0,2.0,4.0,3.0,0.0,0.0,0.0,-0.113764044944,0.0,0.0,0.0,0.39715531088100003,0.009242144177450002,0.135135135135,0.499821901321,1.0,0.23936628852800002,0.928571428571,7.109846484019999,1.15296367992,0.145889454054,2.35963436652,2.56924657462,1391.0,829.0,0.0,0.0,0.0,0.0,182.0,129.0,12.0,-4.55652058255e-05,2.73900633237e-05,6.891923090669999e-06,0.0,Speed,Inelastic collision
39,111.0,808.0,366.0,3104.0,7.0,2.0,10.0,0.0,0.0,0.0,0.134255392599,0.0,0.0,0.0,0.443249384385,0.125683060109,0.014819587628899998,0.517216145992,0.981576979534,0.112450581111,0.636363636364,5.29030694487,0.678584351424,0.7556982056730001,0.701031048744,0.7699672798989999,1925.0,7269.0,3.0,0.0,0.00155844155844,0.0,342.0,961.0,53.0,-6.99141385342e-05,-0.000222251161211,-2.72794660172e-05,0.0,Scattering,Energy
40,224.0,99.0,396.0,96.0,5.0,2.0,4.0,0.0,0.0,1.0,-0.04551569506730001,0.0,0.0,0.0,0.5517707419619999,0.0025252525252499997,0.0104166666667,0.41979649184900003,0.977365811101,0.19602475977800002,0.555555555556,4.85898336036,0.26882331066799997,0.591743732634,2.13640469593,3.6826160822099996,6819.0,1202.0,0.0,0.0,0.0,0.0,728.0,140.0,29.0,6.5411593354e-06,9.981924387619999e-06,4.583693406830001e-06,0.0,Euclidean vector,Mechanical energy
41,99.0,59.0,393.0,127.0,3.0,1.0,12.0,1.0,2.0,1.0,-0.2,1.0,0.0,0.0,0.24360569445099997,0.0763358778626,0.236220472441,0.181250014156,0.440312139406,0.0453464677472,0.5,7.98794644642,0.7265692409610001,0.821865785159,0.752491248148,0.848363724911,2050.0,992.0,6.0,25.0,0.00292682926829,0.025201612903200003,336.0,161.0,38.0,1.39292620645e-05,1.44918305581e-05,2.65474584882e-06,0.0,Reflection (physics),Specular reflection
42,643.0,69.0,9935.0,166.0,1.0,2.0,5.0,0.0,1.0,0.0,-0.0826038658076,0.0,0.0,0.0,0.64500397404,0.0013085052843499999,0.078313253012,0.61185268901,0.968496818009,0.157152619775,0.8,3.6538881772000003,0.89248849529,0.748715601484,1.28235406339,1.14507078065,5370.0,1431.0,1.0,0.0,0.00018621973929200001,0.0,893.0,203.0,31.0,0.00015228169128900002,0.0009322382415260001,6.78101776316e-05,0.0,Physics,Collision
43,296.0,147.0,839.0,541.0,1.0,5.0,84.0,0.0,1.0,0.0,-0.2135999636,0.0,0.0,0.0,0.22602437477899998,0.127532777116,0.197781885397,0.490222066058,0.9886774994399999,0.139037432721,0.583333333333,7.051944612230001,0.862207082147,1.0232859216399999,1.6115535933200003,0.793003895429,4080.0,3348.0,0.0,0.0,0.0,0.0,565.0,462.0,44.0,4.0315638636999996e-05,5.81005621666e-05,2.6448788166200003e-06,0.0,Magnetism,Capacitance
44,91.0,643.0,211.0,9935.0,2.0,1.0,9.0,0.0,0.0,1.0,0.13506660355699998,0.0,1.0,0.0,0.603639985111,0.109004739336,0.00231504781077,0.6696030300620001,0.9031302150570001,0.135522506663,1.0,3.9845626905500002,1.3476074269100002,0.89248849529,1.8055751432700002,1.18817271729,3145.0,5370.0,4.0,0.0,0.00127186009539,0.0,466.0,893.0,55.0,-0.000135737164013,-0.0009256674876239999,-6.66942442666e-05,1.0,Free fall,Physics
45,457.0,347.0,991.0,940.0,5.0,2.0,16.0,0.0,1.0,0.0,-0.00405456612353,0.0,0.0,0.0,0.563073782884,0.00807265388496,0.00851063829787,0.6801311671729999,0.94493328689,0.178187502504,0.7647058823530001,3.7395928951699995,0.8747411813779999,0.676450626812,1.5332382004499998,1.24436100544,10108.0,3715.0,1.0,0.0,9.89315393748e-05,0.0,1225.0,525.0,69.0,4.10032947514e-05,-1.40953694704e-05,5.58180134419e-06,0.0,Force,Electromagnetic spectrum
46,169.0,183.0,291.0,276.0,3.0,6.0,87.0,1.0,1.0,1.0,-0.00485933503836,0.0,0.0,0.0,0.09850358669579999,0.381443298969,0.40217391304300004,0.235464783255,0.970605348731,0.16942466416299998,0.833333333333,8.8205518315,0.49820442057400005,1.2485465580600001,1.4299100126,0.992770476937,4093.0,4610.0,0.0,2.0,0.0,0.000433839479393,536.0,607.0,82.0,-3.0473331231e-06,5.72201124e-07,4.040963716e-08,0.0,Electromotive force,Ohm's law
47,91.0,36.0,211.0,109.0,2.0,3.0,2.0,1.0,0.0,1.0,-0.106280193237,0.0,0.0,0.0,0.305450859586,0.037914691943099994,0.0733944954128,0.40039485693000004,0.7849671789820001,0.11169325705999998,0.642857142857,7.44098128906,1.3476074269100002,0.8098330825130001,1.12355483296,1.12113472884,3145.0,1462.0,1.0,2.0,0.000317965023847,0.0013679890560899998,466.0,230.0,50.0,-3.87166835685e-05,1.49178146582e-05,3.1886369268000005e-07,1.0,Free fall,Gravitational acceleration
48,86.0,198.0,212.0,603.0,1.0,2.0,22.0,0.0,2.0,2.0,0.104950037544,0.0,1.0,1.0,0.277762239672,0.17452830188700003,0.06135986732999999,0.283956348896,0.730222587668,0.097533402345,0.75,7.257160204330001,0.984342375099,0.85196065522,0.98384835051,0.8822372840610001,1495.0,4292.0,35.0,3.0,0.0234113712375,0.000698974836906,225.0,564.0,57.0,-1.85753181858e-05,-3.49234191196e-05,-5.3658151098e-06,1.0,Standing wave,Wave
49,539.0,419.0,1486.0,1610.0,2.0,2.0,23.0,0.0,2.0,0.0,0.000147212990431,0.0,1.0,0.0,0.408158473533,0.0397039030956,0.0366459627329,0.5123126804829999,0.9330798577770001,0.107367424614,0.666666666667,4.79445052373,0.6846515277259999,1.01172943506,0.837555390935,0.887761394953,3638.0,5043.0,22.0,0.0,0.00604727872457,0.0,662.0,726.0,48.0,9.367634624200001e-05,3.977660276300001e-05,-5.529406636999999e-06,0.0,Pigment,Light
50,112.0,242.0,442.0,537.0,3.0,3.0,10.0,0.0,0.0,0.0,0.00145671728759,0.0,0.0,0.0,0.333705444894,0.0542986425339,0.0446927374302,0.50635188818,0.879991414999,0.169495708862,0.666666666667,6.20549161684,0.139705616142,0.692815411822,0.6693354299350001,1.70169495528,2189.0,5006.0,0.0,12.0,0.0,0.00239712345186,291.0,531.0,48.0,-9.2305079806e-06,2.4128185018e-06,-1.15774732784e-05,0.0,Distance,Potential energy
51,419.0,59.0,1610.0,127.0,2.0,1.0,10.0,0.0,0.0,2.0,-0.21185361973,1.0,0.0,0.0,0.410912637592,0.013043478260899998,0.16535433070900002,0.29812225125799996,0.935124831855,0.134996302125,0.8823529411759999,6.22109165637,1.01172943506,0.821865785159,0.905693804217,0.997776649078,5043.0,992.0,0.0,16.0,0.0,0.0161290322581,726.0,161.0,34.0,6.8625583517e-05,9.951965968700001e-05,1.47626684597e-05,0.0,Light,Specular reflection
52,64.0,643.0,145.0,9935.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0414882162938,0.0,0.0,0.0,0.661797670382,0.0689655172414,0.0010065425264199998,0.720671935122,0.987811337578,0.177233070989,0.875,3.52677795867,0.9617282581550001,0.89248849529,1.06744570528,1.06050374538,1499.0,5370.0,0.0,0.0,0.0,0.0,200.0,893.0,27.0,-8.77259960785e-05,-0.0009416658643310001,-6.75663915677e-05,1.0,Total internal reflection,Physics
53,167.0,147.0,667.0,541.0,3.0,5.0,9.0,0.0,0.0,1.0,-0.079954954955,0.0,0.0,0.0,0.308836545005,0.0599700149925,0.07393715341960001,0.467010585488,0.943656330007,0.152361237816,0.916666666667,6.29741589243,1.4003552188,1.0232859216399999,1.33281589721,1.16157651826,1022.0,3348.0,0.0,0.0,0.0,0.0,170.0,462.0,20.0,1.4286943713e-06,3.73842721766e-05,5.42331473295e-06,0.0,Joule,Capacitance
54,140.0,193.0,389.0,257.0,2.0,2.0,87.0,0.0,1.0,2.0,0.0609485815603,0.0,0.0,0.0,0.130965276973,0.275064267352,0.416342412451,0.21034724774,0.46104506351,0.0794044457673,0.388888888889,8.56491916903,0.627807482758,1.1566949297,1.14681490899,1.15659883058,1349.0,3321.0,0.0,0.0,0.0,0.0,232.0,552.0,38.0,-8.82388648329e-05,8.4228755567e-06,1.84780252818e-06,0.0,Electrical conductor,Insulator (electricity)
55,42.0,99.0,124.0,393.0,2.0,3.0,4.0,0.0,2.0,1.0,0.08627906976739999,0.0,0.0,0.0,0.380548262781,0.0564516129032,0.017811704834599998,0.469455659389,0.7520155618950001,0.08608555749399999,0.8095238095239999,6.556564734659999,0.915234165141,0.7265692409610001,1.27939687389,1.5625034090099998,1444.0,2050.0,7.0,1.0,0.00484764542936,0.00048780487804900004,182.0,336.0,30.0,0.000121255261658,-1.37120956501e-05,-2.60650418783e-06,1.0,Mirror image,Reflection (physics)
