,Unnamed: 0,topic_a,topic_b,relation,refd_equal,refd_tfidf
27,27,Crest (physics),Doppler effect,0,0.1590909090909091,0.0
28,28,Wave,Reflection (physics),0,-0.3966346153846154,0.2789652464574775
29,29,Energy,Collision,0,-0.6403508771929824,-0.04843796122518301
30,30,Sound intensity,Wave,0,0.9375,0.038369751979871365
31,31,Refractive index,Scattering,0,-0.375,0.33281665590246035
32,32,Physics,Stiffness,0,-0.5,-0.09658629022168672
33,33,Magnetic field,Relative velocity,0,-0.07758620689655171,-0.0026303757002161116
34,34,Snell's law,Speed,1,0.046296296296296294,-0.06406166710995356
35,35,Electric potential,Joule,0,0.2767857142857143,0.6683040690385587
36,36,Temperature,Physics,0,0.14461538461538465,0.2944644274959847
37,37,Energy level,Temperature,0,0.2097902097902098,0.8489923528790184
38,38,Velocity,Doppler effect,0,-0.24046920821114368,-0.8819981900369334
39,39,Normal force,Velocity,0,0.6532258064516129,0.08726573067047218
40,40,Electromagnetic radiation,Velocity,0,-0.039759939984996245,0.05260347130984276
41,41,Magnetism,Electric current,0,0.211021505376344,0.11935070388467062
42,42,Electric potential,Magnetic field,0,-0.09267241379310343,0.4161610706370391
43,43,Newton's law of universal gravitation,Physics,1,0.09379310344827585,0.02539953172970494
44,44,Position (vector),Acceleration,0,0.2982456140350877,-0.5425183703754191
45,45,Refractive index,Wave,1,0.20833333333333331,0.4297059862596834
46,46,Physics,Snell's law,0,-0.21333333333333332,-0.03176980911001107
47,47,Energy,Joule,0,-0.1716791979949875,-0.4315695612404868
48,48,Electromotive force,Voltage,1,0.040000000000000036,0.22909288765003655
49,49,Diffraction,Scattering,0,-0.5,-0.07568242358455599
50,50,Plane mirror,Length,0,0.0,-0.03801364667634709
51,51,Capacitance,Coulomb,0,0.16521739130434776,0.38168878587075794
52,52,Dielectric,Voltage,0,0.34153846153846157,0.24882713504505358
53,53,Refractive index,Refraction,1,-0.1096491228070175,0.049908533108767306
54,54,Magnetism,Field line,0,-0.5416666666666666,0.014970295168612896
55,55,Energy level,Energy,1,0.2703349282296651,0.6061197538971292
56,56,Distance,Optical microscope,0,0.0,-0.6580462343963376
57,57,Elastic collision,Kinetic energy,1,0.7000000000000001,0.33785075588563485
58,58,Electrostatics,Electric current,0,0.18709677419354842,-0.06331022017131926
59,59,Displacement (vector),Mass,0,0.16453201970443354,0.12924457441340353
60,60,Projectile motion,Speed,1,0.75,0.0537978634073258
61,61,Electron,Electroscope,0,-0.6708074534161491,-0.9225025392393573
62,62,Electroscope,Electrostatics,0,0.8171428571428571,0.9187543788640781
63,63,Intensity (physics),Light,0,-0.0034482758620689585,0.0
64,64,Electron,Frequency,0,-0.20066889632107027,0.1929570418996504
65,65,Angle of incidence,Ray (optics),0,0.3333333333333333,0.29690349127049903
66,66,Temperature,Absorption spectroscopy,0,-0.3230769230769231,-0.9646720078371707
67,67,Newton's laws of motion,Collision,0,-0.5,-0.4161265907755432
68,68,Mirror image,Reflection (physics),1,0.523076923076923,0.8347853924498679
69,69,Laser,Absorption spectroscopy,0,-0.20909090909090908,-0.9020257719680526
70,70,Work (physics),Potential energy,0,0.0,0.0
71,71,Voltage,Electromotive force,0,-0.040000000000000036,-0.22909288765003655
72,72,Absorption spectroscopy,Wavelength,1,0.7166666666666667,0.8636031046955653
73,73,Position (vector),Force,0,0.44824561403508767,-0.15194625430719755
74,74,Acceleration,Work (physics),0,-0.030303030303030276,0.0
75,75,Reflection (physics),Total internal reflection,0,-0.06730769230769229,-0.13583943644598917
76,76,Power (physics),Energy,1,0.14210526315789473,0.5026770658541311
77,77,Absorption spectroscopy,Planet,0,0.0,-0.0385592638914845
78,78,Refractive index,Laser,0,-0.23863636363636365,0.38944995754635103
79,79,Gravity,Doppler effect,0,-0.0551948051948052,-0.8494991079732948
80,80,Amplitude,Doppler effect,0,-0.2727272727272727,0.023149732031686254
81,81,Wave,Tension (physics),0,-0.23076923076923078,-0.9819663678760407
82,82,Intensity (physics),Velocity,0,0.26774193548387093,0.0
83,83,Gravity of Earth,Torque,0,0.47878787878787876,-0.004990892732585986
84,84,Deformation (engineering),Elasticity (physics),0,0.35,0.9281576645232769
85,85,Acceleration,Electric potential,0,-0.2821969696969697,-0.47546698474401955
86,86,Work (physics),Position (vector),1,-0.24561403508771934,0.0
87,87,Magnetic field,Mirror image,0,-0.2,-0.005549656137202713
88,88,Electromagnetic spectrum,Wavelength,1,0.1111111111111111,0.44697269503060444
89,89,Emission spectrum,Frequency,1,0.47863247863247865,0.9737450380929801
90,90,Potential energy,Power (physics),0,-0.022222222222222143,-0.39509643913663406
91,91,Specular reflection,Wave,1,0.4375,0.41853182059283967
92,92,Energy,Power (physics),0,-0.14210526315789473,-0.5026770658541311
93,93,Le Sage's theory of gravitation,Collision,0,0.18181818181818182,-0.04324564492415521
94,94,Specular reflection,Euclidean vector,0,0.1,0.4636493955123324
95,95,Electron,Absorption spectroscopy,0,-0.5565217391304348,0.12887147049228337
96,96,Total internal reflection,Light,1,0.35488505747126436,0.32593463001559103
97,97,Physics,Rarefaction,0,-0.5,-0.13314821069200028
98,98,Plasticity (physics),Hardness,0,-0.5,-0.8786746100774577
99,99,Physics,Gravitational acceleration,0,0.017142857142857154,-0.4391857560642548
100,100,Speed,Magnetic field,0,0.04980842911877392,0.09171205810776084
101,101,Energy level,Physics,1,0.6581818181818182,0.12390088714598826
102,102,Magnetic field,Magnet,1,-0.6954022988505748,-0.4215980354215086
103,103,Elasticity (physics),Wave,0,0.1875,-0.029390196420261215
104,104,Phase velocity,Dispersion (optics),0,0.22499999999999998,0.16962561202356874
105,105,Physics,Wavelength,0,-0.26,-0.2628039944779724
106,106,Fracture,Strength of materials,0,-0.375,0.03263374057018262
107,107,Diffraction,Wave,1,0.19791666666666669,0.1559622853249033
108,108,Free fall,Displacement (vector),1,0.6108374384236454,0.16926953132216638
109,109,Force,Sound intensity,0,0.0,0.00024474653660586066
110,110,Wavelength,Dispersion (optics),0,-0.32499999999999996,-0.398814553204083
111,111,Temperature,Electrical resistance and conductance,0,-0.006153846153846149,0.08127448437379593
112,112,Magnetic field,Absorption spectroscopy,0,-0.5655172413793104,0.038334512789081183
113,113,Field (physics),Planet,0,-0.14473684210526316,-0.05943095787028389
114,114,Le Sage's theory of gravitation,Speed,1,0.5084175084175084,0.10789700193627831
115,115,Inelastic collision,Physics,1,0.46,0.002836776139254392
116,116,Energy,Sound intensity,0,0.0,0.03432028620467659
117,117,Energy level,Wavelength,0,0.4204545454545454,0.8151459747638157
118,118,Electromagnetic radiation,Magnet,1,-0.5736434108527131,-0.6397135591126025
119,119,Euclidean vector,Electrostatics,0,0.016470588235294126,-0.11742374577284319
120,120,Friction,Hooke's law,0,-0.35714285714285715,-0.4287529796204336
121,121,Le Sage's theory of gravitation,Elastic collision,0,0.18181818181818182,0.8134930410733094
122,122,Hertz,Velocity,0,-0.20506912442396316,-0.29278107500362544
123,123,Doppler effect,Speed,1,0.23569023569023567,0.021144646019363056
124,124,Newton's law of universal gravitation,Gravitational constant,0,-0.05329153605015674,-0.4821440155416264
125,125,Wave,Transverse wave,0,-0.36607142857142855,-0.6967556662280071
126,126,Refractive index,Speed,1,0.004629629629629629,-0.11369193145085853
127,127,Laser,Doppler effect,0,0.0,0.010738425171187943
128,128,Acceleration,Non-inertial reference frame,0,-0.37424242424242415,-0.39036033452128527
129,129,Magnetic field,Electric current,1,0.014460511679644017,-0.08151701397592503
130,130,Newton's law of universal gravitation,Gravitational field,0,-0.6157635467980295,-0.3915478889702521
131,131,Potential energy,Torque,0,-0.061111111111111116,-0.1437739390746524
132,132,Gravitational acceleration,Force,1,0.7738095238095237,0.2787668399611318
133,133,Free fall,Physics,1,0.4914285714285714,0.11135047691267616
134,134,Photoelectric effect,Kinetic energy,0,0.27575757575757576,0.8069156185574711
135,135,Position (vector),Motion,0,-0.29219600725952816,-0.28728517942068044
136,136,Energy,Electromotive force,0,-0.34842105263157896,-0.40281120550567884
137,137,Dispersion (optics),Light,1,0.2586206896551724,-0.011840713573703476
138,138,Newton's laws of motion,Gravity of Earth,0,-0.40909090909090906,-0.6104729389091631
139,139,Light,Wavelength,0,-0.002873563218390829,-0.16310047373539766
140,140,Force,Plasticity (physics),0,-0.5499999999999999,0.10233701455493999
141,141,Newton's law of universal gravitation,Kilogram,0,0.3160919540229885,0.45088269046860463
142,142,Doppler effect,Physics,1,0.6872727272727273,0.03854694419769973
143,143,Total internal reflection,Laser,0,0.16666666666666666,-0.14655449809014975
144,144,Electrical conductor,Metre,0,0.01315789473684209,0.8099285663566463
145,145,Telescope,Reflection (physics),0,-0.1076923076923077,0.046466171805837876
146,146,Energy,Hertz,0,0.011278195488721776,-0.5925891205324271
147,147,Wavelength,Interference (wave propagation),0,-0.25,-0.26791552894513865
148,148,Magnet,Electric field,0,0.625,0.6096074253392407
149,149,Work (physics),Joule,0,0.07142857142857145,0.0
150,150,Non-inertial reference frame,Motion,1,-0.6396551724137931,-0.5342635637231418
151,151,Photoelectric effect,Hertz,0,0.14935064935064937,0.8074391988908601
152,152,Inertial frame of reference,Collision,0,-0.6666666666666666,-0.011798643721070744
153,153,Light,Plane mirror,0,-0.4,-0.6267990235612086
154,154,Speed,Snell's law,0,-0.046296296296296294,0.06406166710995356
155,155,Electromotive force,Physics,1,0.12,0.0479158221122475
156,156,Magnification,Refracting telescope,0,0.07500000000000001,-0.17944600245808173
157,157,Force,Projectile motion,0,-0.75,-0.22985893436383878
158,158,Force,Hardness,0,-0.35833333333333334,-0.8704620519663289
159,159,Snell's law,Velocity,0,0.21774193548387097,-0.06151319949049054
160,160,Velocity,Elastic collision,0,-0.567741935483871,-0.28964070363427946
161,161,Power (physics),Kilogram,0,0.09999999999999998,0.8681982810837358
162,162,Magnetic field,Energy,0,0.08802177858439203,-0.0043447006836591084
163,163,Joule,Mechanical energy,0,-0.4089635854341737,0.5162310025857655
164,164,Speed,Motion,1,-0.7560664112388251,-0.7031607346139094
165,165,Mass,Electron,0,-0.20496894409937888,-0.024468225539068078
166,166,Force,Potential energy,0,-0.2444444444444444,-0.0808922170079483
167,167,Virtual image,Ray (optics),1,0.4,-0.09381082275430463
168,168,Electric field,Mass,0,-0.02023809523809522,0.053473509394045576
169,169,Refractive index,Temperature,0,-0.2243589743589744,0.35693861831346374
170,170,Field line,Magnetic field,0,0.5977011494252873,0.7653329519017543
171,171,Newton's laws of motion,Work (physics),0,0.18484848484848493,0.0
172,172,Equations of motion,Motion,1,-0.6610837438423646,-0.5521425267115414
173,173,Electrostatics,Field line,0,-0.5866666666666667,0.17418447604900805
174,174,Diffraction,Huygens–Fresnel principle,0,-0.3214285714285714,-0.42910394483264
175,175,Force,Elasticity (physics),0,-0.5583333333333333,-0.254802019653754
176,176,Energy,Potential energy,0,0.014619883040935644,-0.2736137718005758
177,177,Electric field,Coulomb,0,0.04166666666666663,0.19246711535570116
178,178,Electric field,Electric current,0,0.114247311827957,-0.05562803699862451
179,179,Wave,Total internal reflection,0,-0.38541666666666663,-0.45986368709639686
180,180,Frequency,Energy,0,-0.010121457489878527,-0.06718788274054804
181,181,Lever,Length,0,0.0,-0.0038888613233682714
182,182,Physics,Transmission medium,0,-0.6266666666666666,-0.06204695725584468
183,183,Intensity (physics),Laser,0,-0.06363636363636366,0.0
184,184,Magnetism,Length,0,-0.11666666666666668,-0.009225626370810286
185,185,Light,Refracting telescope,0,-0.34051724137931033,-0.7432908478742573
186,186,Physics,Shock wave,0,-0.71,-0.027454697060852275
187,187,Photoelectric effect,Electromagnetic radiation,0,0.3826638477801268,0.6666760456157264
188,188,Dielectric,Hertz,0,0.08241758241758243,0.5544616203112671
189,189,Magnetic field,Voltage,0,-0.1393103448275862,-0.1320232164867785
190,190,Tension (physics),Mass,0,0.6637362637362637,0.9796680877255485
191,191,Interference (wave propagation),Electron,0,0.19875776397515527,0.8237727345629756
192,192,Euclidean vector,Force,0,0.2627450980392157,0.15014353694769617
193,193,Contact force,Force,1,0.3,0.7854739829195434
194,194,Standing wave,Frequency,1,0.3525641025641026,0.740377179792681
195,195,Magnetic field,Dielectric,0,-0.5119363395225465,-0.8755508600303842
196,196,Interference (wave propagation),Huygens–Fresnel principle,0,-0.21428571428571427,-0.6581908072711812
197,197,Amplitude,Refractive index,0,0.06439393939393936,0.11396523799091922
198,198,Specular reflection,Refractive index,0,0.5333333333333333,0.08713140394005026
199,199,Speed,Electron,0,-0.012882447665056362,0.14541518345901094
200,200,Gravitational acceleration,Planet,0,0.2857142857142857,-0.01840404170844205
201,201,Distance,Free fall,0,-0.4642857142857143,-0.05731508606806149
202,202,Acceleration,Velocity,1,-0.010752688172043001,0.08737683969855425
203,203,Velocity,Metre,0,0.4327956989247312,0.15588454903708834
204,204,Capacitance,Voltage,1,0.18608695652173912,0.26112652447267193
205,205,Refractive index,Mass,0,0.013095238095238094,-0.008049912683892017
206,206,Electrostatics,Electrical conductor,0,-0.25473684210526315,-0.4102181217528519
207,207,Sonic boom,Physics,1,0.29333333333333333,0.0061054070657178515
208,208,Frame of reference,Electromagnetic spectrum,0,-0.06349206349206349,-0.25316229264468193
209,209,Capacitor,Laser,0,-0.03208556149732621,0.4966128770024612
210,210,Ohm,Coulomb,0,0.37777777777777777,-0.03811555029871044
211,211,Electric field,Physics,1,-0.1883333333333333,0.2541036891156911
212,212,Magnetic field,Torque,0,0.00804597701149426,0.1412838466253371
213,213,Physics,Displacement (vector),0,-0.05931034482758618,0.24903599718540106
214,214,Intensity (physics),Wave,0,0.3375,0.0
215,215,Wave,Energy,0,0.08717105263157895,0.11868123332911092
216,216,Capacitor,Dielectric,0,-0.05429864253393665,-0.17064243257190725
217,217,Geometrical optics,Snell's law,0,0.15151515151515152,-0.17369738694999526
218,218,Wave,Doppler effect,0,-0.42329545454545453,-0.7761891961567638
219,219,Ohm's law,Voltage,1,0.1026086956521739,0.38571646095463663
220,220,Power (physics),Intensity (physics),0,-0.3,0.0
221,221,Le Sage's theory of gravitation,Energy,0,0.7009569377990431,0.9771127264217098
222,222,Capacitance,Electric current,0,0.19074333800841514,0.2374855597962784
223,223,Hooke's law,Stiffness,0,-0.26190476190476186,-0.0920366218195775
224,224,Electromagnetic spectrum,Electric field,1,0.40277777777777773,0.5393294272594877
225,225,Physics,Emission spectrum,0,-0.6666666666666666,-0.6751178979429417
226,226,Total internal reflection,Physics,1,0.335,-0.020343746337305596
227,227,Snell's law,Motion,1,-0.06896551724137931,-0.024199985360091148
228,228,Motion,Energy,0,0.8012704174228675,0.7579521492200733
229,229,Energy,Sonic boom,0,-0.6666666666666666,-0.032122022412956454
230,230,Magnetic field,Gravity of Earth,0,0.034482758620689655,0.0029169587535325305
231,231,Electron,Electromagnetic radiation,0,0.00707785642062686,0.17678116887224704
232,232,Acceleration,Torque,0,-0.0696969696969697,0.051294417240585144
233,233,Physics,Electric field,0,0.1883333333333333,-0.2541036891156911
234,234,Diffraction,Interference (wave propagation),0,0.2142857142857143,-0.29657013955135947
235,235,Fatigue (material),Deformation (engineering),1,0.0,0.6381909547738693
236,236,Force,Stiffness,0,-0.6333333333333333,-0.9068624770779886
237,237,Distance,Gravity of Earth,0,-0.36363636363636365,-0.15370154945016617
238,238,Electric potential,Force,1,0.5208333333333334,0.043696243478186264
239,239,Electric charge,Capacitance,0,-0.17391304347826086,-0.25562417776628543
240,240,Friction,Mass,0,0.2142857142857143,0.20301373830523756
241,241,Elastic collision,Physics,1,0.36000000000000004,0.0012662921663554594
242,242,Free fall,Gravitational field,0,0.2142857142857143,-0.06729465830606218
243,243,Energy,Laser,0,-0.3492822966507177,-0.5993599426740234
244,244,Electric field,Wavelength,0,-0.41666666666666663,-0.38854737518227456
245,245,Elasticity (physics),Hardness,0,-0.5,-0.467933465679022
246,246,Force,Elastic collision,0,-0.5666666666666667,-0.022272958606867847
247,247,Refraction,Absorption spectroscopy,0,-0.4,0.009310937718181712
248,248,Refraction,Electromagnetic spectrum,0,0.03801169590643272,-0.32936868843449474
249,249,Electric potential energy,Field (physics),1,-0.3308270676691729,0.0282832549284239
250,250,Newton's laws of motion,Contact force,0,-0.5757575757575757,0.02285174610018539
251,251,Coulomb's law,Dielectric,0,-0.32820512820512826,-0.31465440131411504
252,252,Projectile motion,Velocity,1,0.625,0.8272356541106227
253,253,Electron,Distance,0,0.08695652173913043,-0.09249812195792582
254,254,Le Sage's theory of gravitation,Wavelength,0,0.18181818181818182,-0.008920459426683246
255,255,Collision,Le Sage's theory of gravitation,0,-0.18181818181818182,0.04324564492415521
256,256,Gravity of Earth,Force,1,0.6272727272727273,0.4722202384495609
257,257,Magnetic field,Potential energy,0,-0.03639846743295019,-0.52189080829307
258,258,Intensity (physics),Physics,1,0.38,0.0
259,259,Electric field,Force,0,0.09166666666666667,0.043520453367866196
260,260,Physics,Wave,0,-0.26,-0.2051862080275733
261,261,Refractive index,Snell's law,0,-0.33333333333333337,-0.21534424905415894
262,262,Amplitude,Huygens–Fresnel principle,0,-0.2857142857142857,-0.5393421819649818
263,263,Motion,Electrostatics,0,0.10344827586206896,0.04430042215314206
264,264,Acceleration,Field (physics),0,-0.23923444976076552,0.14502479762279263
265,265,Scattering,Velocity,0,0.3333333333333333,-0.0015075299178501748
266,266,Hardness,Deformation (engineering),1,0.5,0.8349510557756241
267,267,Electron,Specular reflection,0,-0.3,0.023300920494113087
268,268,Standing wave,Voltage,0,0.16666666666666666,0.7929966990326409
269,269,Doppler effect,Wavelength,1,0.28030303030303033,0.8397328725277078
270,270,Diffraction,Dispersion (optics),0,0.0,-0.04502370276821631
271,271,Inelastic collision,Elastic collision,0,-0.06666666666666671,0.29888993985363044
272,272,Magnetism,Coulomb,0,0.1416666666666666,0.13755423607921935
273,273,Gravitational acceleration,Gravity,1,0.5357142857142857,-0.07119182024837717
274,274,Refractive index,Telescope,0,-0.23333333333333336,0.42002357715880684
275,275,Energy,Mechanical energy,0,-0.4628482972136223,-0.6728863785691572
276,276,Elastic collision,Energy,1,0.3473684210526316,-0.07060435280080189
277,277,Wave,Intensity (physics),0,-0.3375,0.0
278,278,Mass,Distance,0,-0.37857142857142856,0.04040639023525805
279,279,Equations of motion,Field (physics),0,-0.1157894736842105,0.4471074716099854
280,280,Displacement (vector),Work (physics),0,0.05862068965517242,0.0
281,281,Kinetic energy,Mechanical energy,0,-0.5313725490196077,-0.5593137321778456
282,282,Gravitational field,Newton's law of universal gravitation,1,0.6157635467980295,0.3915478889702521
283,283,Velocity,Wave,0,-0.1532258064516129,-0.0026000664191854206
284,284,Mirror image,Distance,0,0.0,-0.014361538431984195
285,285,Gravity,Gravitational acceleration,0,-0.5357142857142857,0.07119182024837717
286,286,Potential energy,Euclidean vector,1,-0.0784313725490196,0.04365073320107031
287,287,Wave,Elasticity (physics),0,-0.1875,0.029390196420261215
288,288,Pitch (music),Hertz,0,0.18571428571428575,0.2968182515147746
289,289,Speed,Shock wave,0,-0.5,0.04789190950859078
290,290,Doppler effect,Frequency,1,0.5734265734265734,0.8555882864710527
291,291,Speed,Electromagnetic spectrum,0,0.0,0.05319001007263287
292,292,Electron,Electrostatics,0,-0.1617391304347826,-0.14727895850993583
293,293,Electric potential,Coulomb's law,1,-0.1333333333333333,0.09197737337817269
294,294,Euclidean vector,Gravitational acceleration,0,-0.10924369747899157,-0.09637579038713937
295,295,Frequency,Doppler effect,0,-0.5734265734265734,-0.8555882864710527
296,296,Fracture,Elasticity (physics),0,0.275,0.48980685677915115
297,297,Temperature,Kilogram,0,0.5384615384615384,0.2594638779877668
298,298,Distance,Elastic collision,0,0.0,0.016723506852452694
299,299,Gravitational acceleration,Motion,1,-0.1724137931034483,-0.18794356832687834
300,300,Physics,Doppler effect,0,-0.6872727272727273,-0.03854694419769973
301,301,Potential energy,Metre,0,0.33333333333333337,0.21830498347054533
302,302,Displacement (vector),Distance,1,-0.017241379310344807,0.5403601761456218
303,303,Displacement (vector),Projectile motion,0,-0.7155172413793104,-0.8461339669881928
304,304,Electric potential,Capacitance,0,-0.23913043478260865,-0.39176497352775874
305,305,Motion,Newton's laws of motion,0,0.6786833855799373,0.5623664811564184
306,306,Speed,Rarefaction,0,-0.25,0.01931772797443165
307,307,Pigment,Wavelength,0,0.6,0.9526470789984445
308,308,Wave,Physics,1,0.26,0.2051862080275733
309,309,Temperature,Wavelength,0,0.09935897435897437,0.09455711561569904
310,310,Interference (wave propagation),Crest (physics),0,-0.17857142857142858,0.0
311,311,Wave,Electromagnetic spectrum,0,-0.1527777777777778,-0.0673123037899955
312,312,Electrical conductor,Electric current,1,0.31409168081494054,0.3220815272316886
313,313,Motion,Elastic collision,0,0.034482758620689655,0.029304704764667146
314,314,Inertial frame of reference,Velocity,0,0.3717357910906297,0.5210303280239075
315,315,Work (physics),Electrostatics,0,-0.13999999999999999,0.0
316,316,Force,Magnet,0,-0.26666666666666666,-0.20065491107697375
317,317,Force,Torque,0,-0.2833333333333334,-0.043857626488021384
318,318,Absorption spectroscopy,Energy,1,0.3473684210526316,-0.0328189694113514
319,319,Motion,Inertial frame of reference,0,0.6420361247947455,0.5790014309641038
320,320,Capacitance,Distance,0,0.0,-0.06163234863109259
321,321,Coulomb's law,Emission spectrum,0,-0.1111111111111111,-0.016338233095654776
322,322,Position (vector),Free fall,0,-0.46616541353383456,-0.09964376006236593
323,323,Deformation (engineering),Creep (deformation),0,0.2,-0.4146341463414634
324,324,Shock wave,Energy,1,0.25,0.7245719257573355
325,325,Electrical resistance and conductance,Energy,0,0.20210526315789473,-0.1571803843317161
326,326,Motion,Mass,0,0.7645320197044335,0.7839373015761124
327,327,Magnet,Euclidean vector,0,-0.05147058823529413,0.19833084682064722
328,328,Voltage,Electric current,0,0.07483870967741935,0.01170394733547686
329,329,Snell's law,Light,1,0.37643678160919547,0.2172881050992731
330,330,Magnetism,Physics,1,0.013333333333333308,0.07853698345980914
331,331,Force,Creep (deformation),0,-0.31666666666666665,0.05362203659184878
332,332,Dielectric,Velocity,0,0.23076923076923078,-0.003944373095143089
333,333,Velocity,Speed,0,-0.10035842293906816,0.012190405585556063
334,334,Energy,Temperature,0,-0.35425101214574894,0.13250720179395611
335,335,Euclidean vector,Gravity of Earth,0,-0.2727272727272727,0.0
336,336,Electrical conductor,Electroscope,0,-0.6616541353383458,-0.9370080071383418
337,337,Electrical resistance and conductance,Ohm,0,-0.2844444444444444,-0.25207924820947786
338,338,Amplitude,Voltage,0,0.41454545454545455,0.39519425705055267
339,339,Energy,Dielectric,0,-0.30566801619433204,-0.02562792491818163
340,340,Wave,Mass,0,0.04196428571428572,0.027462400956445372
341,341,Energy,Equations of motion,0,-0.18796992481203012,-0.626390659015617
342,342,Physics,Contact force,0,-0.5866666666666667,0.00958117699650098
343,343,Energy,Transverse wave,0,-0.34962406015037595,-0.11295305784992661
344,344,Magnet,Mass,0,0.08095238095238094,0.07663682757388691
345,345,Speed,Gravity of Earth,0,-0.47138047138047134,-0.1488519766657774
346,346,Energy,Electrostatics,0,-0.2694736842105263,-0.15042966085223403
347,347,Gravitational acceleration,Physics,1,-0.017142857142857154,0.4391857560642548
348,348,Gravity,Physics,1,0.11714285714285716,0.15393894407498654
349,349,Mirror image,Length,0,0.0,-0.04680963614011263
350,350,Diffraction,Specular reflection,0,-0.43333333333333335,-0.6734572152445752
351,351,Projectile motion,Motion,1,0.125,-0.09472699175919772
352,352,Potential energy,Work (physics),1,0.0,0.0
353,353,Motion,Temperature,0,0.1724137931034483,0.1650883197972934
354,354,Photoelectric effect,Color,0,-0.3116883116883117,0.7995496216647296
355,355,Deformation (engineering),Hardness,0,-0.5,-0.8349510557756241
356,356,Intensity (physics),Speed,0,0.26296296296296295,0.0
357,357,Electric potential energy,Coulomb,0,0.13571428571428568,-0.053845294983647984
358,358,Specular reflection,Refraction,0,0.5894736842105264,0.07443211583293613
359,359,Refractive index,Frequency,0,-0.009615384615384637,0.34365797250591773
360,360,Lever,Energy,0,0.6140350877192982,0.05812302516664464
361,361,Electromagnetic radiation,Laser,0,-0.4968287526427061,-0.48807085599306527
362,362,Emission spectrum,Magnet,1,0.1111111111111111,-0.015443076223394773
363,363,Snell's law,Telescope,0,-0.15000000000000002,0.09683487925131133
364,364,Velocity,Equations of motion,0,-0.13364055299539168,-0.45072580685572544
365,365,Electron,Electrical conductor,0,-0.3020594965675057,0.1464224710439394
366,366,Interference (wave propagation),Ray (optics),0,-0.4,-1.0
367,367,Energy,Energy level,0,-0.2703349282296651,-0.6061197538971292
368,368,Refraction,Length,0,0.05263157894736842,-0.20449150434126603
369,369,Joule,Coulomb,0,-0.36666666666666664,0.09088421383906575
370,370,Dielectric,Coulomb's law,1,0.32820512820512826,0.31465440131411504
371,371,Magnetism,Force,1,0.15,0.1911508605188167
372,372,Sonic boom,Wave,1,0.3020833333333333,-0.07944355728357028
373,373,Series and parallel circuits,Ohm's law,1,0.14645308924485123,-0.4703187019492873
374,374,Wave,Frequency,0,0.06971153846153844,0.10999526018811079
375,375,Creep (deformation),Force,1,0.31666666666666665,-0.05362203659184878
376,376,Telescope,Optical microscope,0,-0.4,-0.8739863809217219
377,377,Stiffness,Hooke's law,0,0.26190476190476186,0.0920366218195775
378,378,Ohm,Electromotive force,0,0.09333333333333332,0.2121379861279043
379,379,Kinetic energy,Physics,1,-0.13333333333333336,0.25527685697095037
380,380,Electrostatics,Electric field,1,0.008333333333333415,0.14570053442488518
381,381,Physics,Electromagnetic spectrum,0,-0.41111111111111115,-0.2061351095183931
382,382,Electron,Potential energy,0,-0.03260869565217392,-0.0980492806520259
383,383,Torque,Speed,0,-0.014814814814814725,0.016579979587236893
384,384,Scattering,Wavelength,1,0.625,0.6285124523283081
385,385,Electric potential,Motion,1,-0.06896551724137931,-0.03064630966998255
