,topic_a,topic_b,ground_truth,estimated
44,Computer network,Operating system,1,-0.11945812807881773
45,Wireless network,Microarchitecture,1,0.0
46,Database,Data structure,1,0.02688172043010753
47,Network service,Computer network,1,0.26373626373626374
48,Object-oriented analysis and design,Software engineering,1,0.59375
49,Data warehouse,Database,1,0.935483870967742
50,Data integration,Database,1,0.935483870967742
51,Cloud computing,Computer network,1,0.8571428571428572
52,Software metric,Software engineering,1,0.56875
53,Game theory,Theory of computation,1,0.41666666666666663
54,Information retrieval,Algorithm,1,0.5
55,Software architecture,Software engineering,1,0.3214285714285714
56,Computer architecture,Assembly language,1,-0.05952380952380952
57,Software analytics,Software engineering,1,0.6
58,Artificial intelligence,Data structure,1,-0.3620689655172414
59,Modeling language,Object-oriented programming,1,0.32967032967032966
60,Algorithm,Data structure,1,-0.36666666666666664
61,Knowledge management,Information retrieval,1,0.3333333333333333
62,Operating system,Systems programming,1,-1.0
63,Object-oriented design,Data structure,1,0.33333333333333337
64,Analysis of algorithms,Algorithm,1,0.33999999999999997
65,Cloud computing,Operating system,1,0.8275862068965517
66,Programming language,Translator (computing),1,-0.3333333333333333
67,Information security,Operating system,1,0.07724137931034486
68,Translator (computing),Data structure,1,0.3333333333333333
69,Object-oriented analysis and design,Object-oriented programming,1,0.5961538461538461
70,Knowledge management,Database,1,0.30107526881720426
71,Computer architecture,Operating system,1,-0.017241379310344862
72,Systems programming,Algorithm,1,1.0
73,Computer security,Information security,1,-0.041481481481481564
74,Graphical model,Artificial intelligence,1,0.896551724137931
75,Knowledge management,Data mining,1,0.6309523809523809
76,Software testing,Software engineering,1,0.19669117647058826
77,Mobile app development,Data structure,1,0.0
78,Modeling language,Software engineering,1,0.0401785714285714
79,Software development,Object-oriented programming,1,-0.1421911421911422
80,Object-oriented analysis and design,Object-oriented design,1,-0.25
81,Modeling language,Object-oriented design,1,-0.35714285714285715
82,Compiler,Translator (computing),1,-0.3333333333333333
83,Object-oriented design,Algorithm,1,0.5
84,Robotics,Algorithm,1,0.8
85,Data-intensive computing,Operating system,1,0.4
86,Information security,Database,1,0.10838709677419361
87,Distributed object,Object-oriented programming,1,0.25
88,Mobile app development,Algorithm,1,1.0
89,Computational geometry,Algorithm,1,0.22142857142857142
90,Broadband networks,Computer network,1,1.0
91,Internet protocol suite,Computer network,1,0.9642857142857143
92,Wireless network,Computer network,1,0.9285714285714286
93,Programming language,Discrete mathematics,1,-0.375
94,Object-oriented programming,Algorithm,1,0.4153846153846154
95,Distributed computing,Systems programming,1,-1.0
96,Data mining,Algorithm,1,0.25
97,Game theory,Algorithm,1,0.7
98,Parallel computing,Operating system,1,-0.14176245210727967
99,Cryptography,Algorithm,1,0.4
100,Computational linguistics,Natural language processing,1,0.0
101,Software development,Object-oriented design,1,-0.4696969696969697
102,Machine learning,Algorithm,1,0.2931034482758621
103,Information management,Database,1,0.935483870967742
104,Computer graphics,Algorithm,1,0.5
105,Object-oriented design,Object-oriented programming,1,0.8461538461538461
106,Programming language,Data structure,1,-0.125
107,Distributed object,Computer graphics,0,0.25
108,Theory of computation,Object-oriented programming,0,-0.05769230769230771
109,Software project management,Translator (computing),0,0.0
110,Translator (computing),Data warehouse,0,0.0
111,Distributed computing,Compiler,0,-0.5555555555555556
112,Translator (computing),Parallel computing,0,0.3333333333333333
113,Broadband networks,Test automation,0,0.0
114,Machine learning,Software analytics,0,-0.6
115,Software engineering,Natural language processing,0,-0.0625
116,Computer security,Translator (computing),0,0.0
117,Distributed object,Algorithm,0,0.75
118,Algorithm,Knowledge management,0,-0.6666666666666666
119,Software project management,Data-intensive computing,0,-0.2
120,Algorithm,Computer architecture,0,-0.2857142857142857
121,Algorithm,Robotics,0,-0.8
122,Computer-aided software engineering,Computer network,0,0.4642857142857143
123,Computational geometry,Information security,0,-0.09999999999999998
124,Discrete mathematics,Computer network,0,0.125
125,Algorithm,Computer graphics,0,-0.5
126,Distributed object,Knowledge management,0,0.0
127,Object-oriented analysis and design,Operating system,0,0.375
128,Computer network,Data integration,0,-0.6309523809523809
129,Software testing,Computer network,0,0.5168067226890757
130,Algorithm,Object-oriented analysis and design,0,-0.625
131,Internet protocol suite,Network service,0,1.0
132,Compiler,Machine learning,0,-0.1724137931034483
133,Object-oriented analysis and design,Computer graphics,0,0.375
134,Parallel computing,Data integration,0,-0.6666666666666666
135,Knowledge management,Software development,0,0.2727272727272727
136,Assembly language,Object-oriented analysis and design,0,0.04166666666666666
137,Microarchitecture,Wireless network,0,0.0
138,Software metric,Discrete mathematics,0,0.6
139,Cryptography,Computational linguistics,0,-0.5769230769230769
140,Artificial intelligence,Distributed object,0,-0.5
141,Data-intensive computing,Software metric,0,0.0
142,Modeling language,Data warehouse,0,-0.35714285714285715
143,Graphical model,Database,0,0.5698924731182795
144,Cryptography,Information retrieval,0,-0.25
145,Test automation,Data-intensive computing,0,0.0
146,Data integration,Software quality management,0,0.0
147,Discrete mathematics,Translator (computing),0,0.0
148,Software engineering,Microarchitecture,0,0.03125
149,Systems programming,Parallel processing (DSP implementation),0,0.0
150,Computer security,Network security,0,-0.5185185185185186
151,Algorithm,Compiler,0,-0.8
152,Theory of computation,Software analytics,0,-0.8
153,Computer security,Theory of computation,0,0.5925925925925926
154,Software quality management,Computer graphics,0,0.0
155,Software development,Software quality management,0,0.0
156,Machine learning,Software quality management,0,0.0
157,Translator (computing),Mobile app development,0,0.0
158,Computational geometry,Computer architecture,0,-0.0714285714285714
159,Software project management,Modeling language,0,0.5714285714285714
160,Knowledge management,Software engineering,0,-0.0625
161,Wireless network,Operating system,0,0.9310344827586207
162,Computational geometry,Computational linguistics,0,-0.5082417582417583
163,Microarchitecture,Object-oriented programming,0,0.3333333333333333
164,Computer security,Object-oriented programming,0,-0.08262108262108264
165,Translator (computing),Theory of computation,0,0.0
166,Distributed object,Software engineering,0,0.5
167,Analysis of algorithms,Software quality management,0,0.0
168,Database,Computer vision,0,0.11827956989247312
169,Software project management,Cloud computing,0,-0.2
170,Computer vision,Internet protocol suite,0,-1.0
171,Distributed object,Software quality management,0,0.0
172,Algorithm,Information management,0,0.0
173,Combinatorial optimization,Object-oriented analysis and design,0,0.0
174,Modeling language,Information management,0,0.0
175,Wireless network,Computational linguistics,0,-0.07692307692307693
176,Computer-aided software engineering,Graphical model,0,0.0
177,Microarchitecture,Computer security,0,0.2962962962962963
178,Assembly language,Information management,0,0.0
179,Mobile app development,Combinatorial optimization,0,0.0
180,Cloud computing,Natural language processing,0,0.6
181,Parallel computing,Computer security,0,-0.14814814814814814
182,Cloud computing,Software analytics,0,0.0
183,Discrete mathematics,Software metric,0,-0.6
184,Software analytics,Data-intensive computing,0,0.0
185,Software quality management,Social network analysis,0,0.0
186,Parallel processing (DSP implementation),Computer security,0,0.0
187,Computer-aided software engineering,Software analytics,0,-0.2
188,Wireless network,Computer-aided software engineering,0,0.0
189,Information management,Software project management,0,0.0
190,Software metric,Data integration,0,0.0
191,Software testing,Theory of computation,0,0.5294117647058824
192,Computational linguistics,Data warehouse,0,0.07692307692307693
193,Translator (computing),Parallel processing (DSP implementation),0,0.0
194,Artificial intelligence,Test automation,0,-0.6666666666666666
195,Software quality management,Programming language,0,0.0
196,Assembly language,Software analytics,0,0.0
197,Assembly language,Knowledge management,0,0.0
198,Algorithm,Graphical model,0,-0.9
199,Software development,Combinatorial optimization,0,-0.7196969696969697
200,Machine learning,Software project management,0,-0.9310344827586207
201,Software architecture,Discrete mathematics,0,0.1607142857142857
202,Software architecture,Algorithm,0,0.6428571428571429
203,Artificial intelligence,Software quality management,0,0.0
204,Theory of computation,Compiler,0,0.25
205,Machine learning,Information security,0,-0.04275862068965519
206,Data warehouse,Information retrieval,0,-0.16666666666666663
207,Computer architecture,Object-oriented design,0,0.03571428571428571
208,Database,Software quality management,0,0.0
209,Robotics,Software architecture,0,-0.07142857142857142
210,Network security,Software project management,0,-1.0
211,Internet protocol suite,Software metric,0,0.0
212,Knowledge management,Robotics,0,0.0
213,Broadband networks,Information management,0,0.0
214,Operating system,Artificial intelligence,0,0.0
215,Broadband networks,Microarchitecture,0,0.0
216,Wireless network,Test automation,0,0.0
217,Software architecture,Systems programming,0,0.0
218,Information management,Computer architecture,0,-0.03571428571428571
219,Software quality management,Game theory,0,0.0
220,Software development,Software metric,0,-0.5696969696969697
221,Wireless network,Software quality management,0,0.0
222,Object-oriented programming,Software metric,0,-0.523076923076923
223,Computer network,Machine learning,0,-0.08374384236453203
224,Computer graphics,Cloud computing,0,-0.55
225,Parallel computing,Machine learning,0,-0.030651340996168508
226,Algorithm,Information retrieval,0,-0.5
227,Test automation,Natural language processing,0,0.6666666666666666
228,Information management,Network security,0,0.0
229,Parallel computing,Object-oriented analysis and design,0,-0.625
230,Test automation,Data mining,0,0.6666666666666666
231,Modeling language,Natural language processing,0,-0.4642857142857143
232,Systems programming,Computer security,0,0.0
233,Parallel computing,Computational geometry,0,-0.015873015873015817
234,Information security,Software metric,0,-0.6
235,Object-oriented design,Combinatorial optimization,0,0.0
236,Combinatorial optimization,Systems programming,0,0.0
237,Test automation,Mobile app development,0,0.0
238,Mobile app development,Data warehouse,0,0.0
239,Discrete mathematics,Software testing,0,-0.34558823529411764
240,Natural language processing,Computational geometry,0,0.2857142857142857
241,Algorithm,Cryptography,0,-0.4
242,Distributed object,Cloud computing,0,0.25
243,Software testing,Distributed object,0,-0.25
244,Natural language processing,Parallel computing,0,0.4166666666666667
245,Computer network,Distributed object,0,-0.75
246,Systems programming,Game theory,0,0.0
247,Data integration,Algorithm,0,0.6666666666666666
248,Computational geometry,Computer vision,0,-0.4642857142857143
249,Information retrieval,Data warehouse,0,0.16666666666666663
250,Software analytics,Broadband networks,0,0.0
251,Software quality management,Data integration,0,0.0
252,Computer-aided software engineering,Data warehouse,0,0.5
253,Distributed object,Software development,0,0.5
254,Software development,Theory of computation,0,0.26515151515151514
255,Mobile app development,Operating system,0,1.0
256,Theory of computation,Computer graphics,0,-0.5
257,Discrete mathematics,Modeling language,0,0.2142857142857143
258,Modeling language,Cloud computing,0,-0.3142857142857143
259,Computer security,Social network analysis,0,-0.5
260,Database,Computer security,0,-0.03942652329749108
261,Cloud computing,Social network analysis,0,0.0
262,Broadband networks,Data-intensive computing,0,0.0
263,Broadband networks,Software analytics,0,0.0
264,Information retrieval,Assembly language,0,-0.3333333333333333
265,Algorithm,Social network analysis,0,-1.0
266,Algorithm,Artificial intelligence,0,-0.19310344827586212
267,Software project management,Network service,0,0.9615384615384616
268,Discrete mathematics,Cryptography,0,-0.25
269,Computer vision,Robotics,0,-0.16666666666666669
270,Software metric,Computational geometry,0,0.6
271,Broadband networks,Knowledge management,0,0.0
272,Software development,Machine learning,0,-0.03239289446186
273,Assembly language,Software development,0,0.2424242424242424
274,Software quality management,Cloud computing,0,0.0
275,Software engineering,Data mining,0,0.22321428571428573
276,Artificial intelligence,Data integration,0,-0.632183908045977
277,Theory of computation,Cryptography,0,-0.5
278,Combinatorial optimization,Software quality management,0,0.0
279,Combinatorial optimization,Network service,0,0.7115384615384616
280,Algorithm,Operating system,0,-0.2931034482758621
281,Data integration,Network service,0,0.6282051282051282
282,Cryptography,Analysis of algorithms,0,0.43999999999999995
283,Knowledge management,Analysis of algorithms,0,0.29333333333333333
284,Machine learning,Programming language,0,0.3706896551724138
285,Discrete mathematics,Systems programming,0,0.0
286,Test automation,Graphical model,0,0.0
287,Data mining,Internet protocol suite,0,-0.9642857142857143
288,Parallel computing,Computer network,0,0.09523809523809523
289,Data warehouse,Software project management,0,0.0
290,Assembly language,Mobile app development,0,0.0
291,Software quality management,Software analytics,0,0.0
292,Information retrieval,Broadband networks,0,-1.0
293,Cryptography,Computer-aided software engineering,0,-0.5
294,Robotics,Modeling language,0,0.35714285714285715
295,Artificial intelligence,Translator (computing),0,-0.3333333333333333
296,Software metric,Information management,0,0.0
297,Software testing,Network service,0,0.334841628959276
298,Operating system,Cryptography,0,-0.23275862068965514
299,Software quality management,Object-oriented design,0,0.0
300,Software analytics,Game theory,0,0.2
301,Robotics,Computational linguistics,0,-0.07692307692307693
302,Data warehouse,Robotics,0,0.0
303,Computational linguistics,Cryptography,0,0.5769230769230769
304,Software architecture,Software quality management,0,0.0
305,Network service,Computer security,0,0.09401709401709402
306,Data-intensive computing,Mobile app development,0,0.0
307,Broadband networks,Object-oriented design,0,0.0
308,Compiler,Data integration,0,0.0
309,Machine learning,Internet protocol suite,0,-0.9655172413793104
310,Software engineering,Software metric,0,-0.56875
311,Test automation,Object-oriented analysis and design,0,-0.125
312,Systems programming,Distributed object,0,0.0
313,Computer vision,Software architecture,0,-0.2857142857142857
314,Computational geometry,Social network analysis,0,-0.75
315,Information management,Software development,0,-0.030303030303030304
316,Social network analysis,Computational linguistics,0,0.0
317,Computational geometry,Database,0,0.055299539170506895
318,Information retrieval,Operating system,0,0.5172413793103448
319,Software architecture,Data-intensive computing,0,-0.4
320,Test automation,Broadband networks,0,0.0
321,Analysis of algorithms,Distributed computing,0,-0.1466666666666666
322,Software engineering,Systems programming,0,0.0
323,Theory of computation,Distributed computing,0,-0.6666666666666666
324,Software testing,Computer vision,0,0.47058823529411764
325,Translator (computing),Game theory,0,0.0
326,Distributed object,Discrete mathematics,0,0.25
327,Software architecture,Information retrieval,0,0.2857142857142857
328,Distributed object,Network service,0,0.25
329,Machine learning,Knowledge management,0,-0.29885057471264365
330,Software analytics,Computer security,0,0.8
331,Social network analysis,Software metric,0,0.0
332,Computer architecture,Information retrieval,0,-0.5357142857142857
333,Computer graphics,Cryptography,0,-0.25
334,Systems programming,Software testing,0,0.0
335,Game theory,Data warehouse,0,0.0
336,Object-oriented analysis and design,Assembly language,0,-0.04166666666666666
337,Graphical model,Assembly language,0,0.0
338,Software project management,Computer vision,0,1.0
339,Distributed object,Data warehouse,0,0.0
340,Game theory,Software project management,0,0.0
341,Combinatorial optimization,Data-intensive computing,0,0.0
342,Assembly language,Software quality management,0,0.0
343,Computer-aided software engineering,Operating system,0,0.46551724137931033
344,Database,Software analytics,0,-0.8
345,Information retrieval,Software testing,0,-0.47058823529411764
346,Computer network,Data warehouse,0,-0.4285714285714286
347,Object-oriented programming,Mobile app development,0,0.0
348,Software engineering,Software analytics,0,-0.6
349,Software architecture,Graphical model,0,0.0
350,Information retrieval,Computational linguistics,0,-0.5384615384615384
351,Software quality management,Algorithm,0,0.0
352,Computer vision,Software quality management,0,0.0
353,Assembly language,Translator (computing),0,0.0
354,Computational geometry,Data mining,0,-0.0714285714285714
355,Software development,Computational geometry,0,0.015151515151515138
356,Game theory,Computational linguistics,0,0.012820512820512803
357,Wireless network,Theory of computation,0,1.0
358,Object-oriented programming,Software testing,0,0.22624434389140274
359,Assembly language,Computational linguistics,0,-0.07692307692307693
360,Compiler,Combinatorial optimization,0,-0.25
361,Wireless network,Mobile app development,0,0.0
362,Object-oriented design,Test automation,0,-0.16666666666666666
363,Microarchitecture,Theory of computation,0,0.3333333333333333
364,Algorithm,Parallel computing,0,-0.16666666666666663
365,Compiler,Information security,0,-0.16
366,Systems programming,Combinatorial optimization,0,0.0
367,Software analytics,Knowledge management,0,0.0
368,Broadband networks,Machine learning,0,1.0
369,Data-intensive computing,Translator (computing),0,0.0
370,Algorithm,Machine learning,0,-0.2931034482758621
371,Information retrieval,Software project management,0,-1.0
372,Software engineering,Software testing,0,-0.19669117647058826
373,Computer-aided software engineering,Information security,0,0.46
374,Translator (computing),Computer graphics,0,0.0
375,Network security,Software analytics,0,-0.8
376,Computer graphics,Computer security,0,-0.3055555555555556
377,Computer security,Distributed object,0,-0.25
378,Distributed object,Software testing,0,0.25
379,Discrete mathematics,Combinatorial optimization,0,-0.75
380,Information management,Data integration,0,0.3333333333333333
381,Distributed computing,Robotics,0,-0.3888888888888889
382,Distributed computing,Combinatorial optimization,0,-0.6388888888888888
383,Cryptography,Object-oriented design,0,0.0
384,Data structure,Information management,0,-0.3333333333333333
385,Social network analysis,Software development,0,0.5
386,Systems programming,Cloud computing,0,1.0
387,Internet protocol suite,Microarchitecture,0,0.0
388,Object-oriented programming,Knowledge management,0,-0.2564102564102564
389,Computer-aided software engineering,Translator (computing),0,0.0
390,Data structure,Internet protocol suite,0,0.0
391,Systems programming,Distributed computing,0,1.0
392,Knowledge management,Network service,0,0.2948717948717948
393,Database,Combinatorial optimization,0,-0.717741935483871
394,Parallel processing (DSP implementation),Computational geometry,0,0.0
395,Software analytics,Database,0,0.8
396,Distributed computing,Discrete mathematics,0,0.18055555555555558
397,Artificial intelligence,Cloud computing,0,-0.46206896551724136
398,Operating system,Software development,0,0.03239289446186
399,Object-oriented design,Computer graphics,0,0.0
400,Analysis of algorithms,Computer graphics,0,0.06000000000000005
401,Modeling language,Computer-aided software engineering,0,-0.5
402,Theory of computation,Software quality management,0,0.0
403,Operating system,Data warehouse,0,-0.43103448275862066
404,Modeling language,Broadband networks,0,-1.0
405,Computer security,Software testing,0,-0.42592592592592593
406,Computational linguistics,Computer network,0,0.5851648351648352
407,Discrete mathematics,Computational geometry,0,0.0
408,Software quality management,Network service,0,0.0
409,Game theory,Software quality management,0,0.0
410,Internet protocol suite,Graphical model,0,0.0
411,Systems programming,Theory of computation,0,0.0
412,Object-oriented programming,Computer graphics,0,0.3076923076923077
413,Game theory,Object-oriented analysis and design,0,0.0
414,Robotics,Software metric,0,-0.2
415,Natural language processing,Data mining,0,0.5714285714285714
416,Analysis of algorithms,Network service,0,-0.06
417,Software project management,Theory of computation,0,1.0
418,Data-intensive computing,Computer vision,0,0.0
419,Network service,Computational geometry,0,0.14835164835164832
420,Operating system,Microarchitecture,0,-0.9655172413793104
421,Data-intensive computing,Compiler,0,0.4
422,Distributed object,Assembly language,0,0.25
423,Programming language,Information retrieval,0,-0.875
424,Broadband networks,Operating system,0,1.0
425,Data mining,Test automation,0,-0.6666666666666666
426,Data structure,Software quality management,0,0.0
427,Compiler,Data warehouse,0,-0.25
428,Game theory,Data integration,0,0.0
429,Microarchitecture,Combinatorial optimization,0,0.0
430,Computational linguistics,Computer vision,0,0.5384615384615384
431,Information retrieval,Wireless network,0,-1.0
432,Parallel computing,Database,0,-0.1362007168458782
433,Software quality management,Artificial intelligence,0,0.0
434,Software project management,Wireless network,0,0.0
435,Distributed object,Internet protocol suite,0,0.0
436,Modeling language,Computer vision,0,-0.047619047619047616
437,Algorithm,Software engineering,0,-0.48125
438,Assembly language,Operating system,0,0.26436781609195403
439,Algorithm,Software quality management,0,0.0
440,Computer security,Artificial intelligence,0,0.040868454661558085
441,Network security,Data mining,0,0.5714285714285714
442,Computer architecture,Graphical model,0,-0.5595238095238095
443,Systems programming,Information retrieval,0,0.0
444,Data integration,Combinatorial optimization,0,0.0
445,Wireless network,Network security,0,0.5
446,Algorithm,Data warehouse,0,-0.75
447,Computational geometry,Mobile app development,0,0.0
448,Distributed computing,Machine learning,0,0.14942528735632177
449,Network service,Software engineering,0,-0.17548076923076922
450,Network service,Object-oriented design,0,0.038461538461538464
451,Internet protocol suite,Modeling language,0,1.0
452,Programming language,Theory of computation,0,-0.25
453,Natural language processing,Cryptography,0,0.0
454,Cryptography,Parallel computing,0,0.3055555555555556
455,Object-oriented programming,Microarchitecture,0,-0.3333333333333333
456,Algorithm,Parallel processing (DSP implementation),0,-1.0
457,Robotics,Natural language processing,0,0.25
458,Software testing,Software quality management,0,0.0
459,Microarchitecture,Software architecture,0,0.26190476190476186
460,Computer security,Internet protocol suite,0,-0.962962962962963
461,Software analytics,Theory of computation,0,0.8
462,Computer security,Computational geometry,0,0.05687830687830686
463,Combinatorial optimization,Information management,0,0.0
464,Software quality management,Computer vision,0,0.0
465,Computer graphics,Network service,0,-0.28846153846153844
466,Internet protocol suite,Software quality management,0,0.0
467,Robotics,Analysis of algorithms,0,0.42
468,Test automation,Information security,0,0.6666666666666666
469,Programming language,Computer security,0,-0.5046296296296297
470,Assembly language,Parallel processing (DSP implementation),0,0.0
471,Data structure,Combinatorial optimization,0,-0.25
472,Systems programming,Graphical model,0,1.0
473,Parallel computing,Translator (computing),0,-0.3333333333333333
474,Data-intensive computing,Parallel computing,0,0.4
475,Robotics,Software quality management,0,0.0
476,Parallel processing (DSP implementation),Combinatorial optimization,0,0.0
477,Software metric,Robotics,0,0.2
478,Assembly language,Computer network,0,0.26190476190476186
479,Information retrieval,Translator (computing),0,-0.3333333333333333
480,Software engineering,Machine learning,0,0.3275862068965517
481,Object-oriented design,Computer architecture,0,-0.03571428571428571
482,Data mining,Data integration,0,-0.6309523809523809
483,Data-intensive computing,Algorithm,0,0.6
484,Software metric,Assembly language,0,0.0
485,Computer graphics,Computer network,0,0.2142857142857143
486,Computational geometry,Combinatorial optimization,0,-0.9642857142857143
487,Wireless network,Software testing,0,-0.058823529411764705
488,Software architecture,Information management,0,0.14285714285714285
489,Software metric,Computer graphics,0,0.6
490,Software quality management,Systems programming,0,0.0
491,Computational linguistics,Object-oriented design,0,0.038461538461538464
492,Translator (computing),Modeling language,0,0.0
493,Network security,Software quality management,0,0.0
494,Computer architecture,Cryptography,0,-0.25
495,Artificial intelligence,Systems programming,0,0.0
496,Artificial intelligence,Analysis of algorithms,0,-0.0482758620689655
497,Distributed computing,Computer graphics,0,0.16666666666666663
498,Software project management,Microarchitecture,0,0.0
499,Graphical model,Translator (computing),0,0.0
500,Analysis of algorithms,Artificial intelligence,0,0.0482758620689655
501,Assembly language,Computer architecture,0,0.05952380952380952
502,Robotics,Computer-aided software engineering,0,0.0
503,Programming language,Parallel processing (DSP implementation),0,0.0
504,Software analytics,Programming language,0,0.8
505,Natural language processing,Wireless network,0,-1.0
506,Robotics,Software engineering,0,0.4375
507,Network security,Broadband networks,0,-1.0
508,Artificial intelligence,Cryptography,0,-0.4482758620689655
509,Programming language,Data-intensive computing,0,0.0
510,Cryptography,Software analytics,0,-0.8
511,Object-oriented design,Network security,0,0.0
512,Software metric,Data-intensive computing,0,0.0
513,Graphical model,Cloud computing,0,-0.2
514,Software testing,Analysis of algorithms,0,0.3905882352941176
515,Distributed computing,Theory of computation,0,0.6666666666666666
516,Distributed object,Software architecture,0,0.5
517,Cryptography,Broadband networks,0,-1.0
518,Software engineering,Computer security,0,0.2777777777777778
519,Compiler,Test automation,0,-0.5
520,Information retrieval,Compiler,0,0.0
521,Operating system,Computational geometry,0,0.016009852216748777
522,Knowledge management,Test automation,0,0.0
523,Operating system,Internet protocol suite,0,-0.9655172413793104
524,Knowledge management,Microarchitecture,0,0.0
525,Data mining,Object-oriented programming,0,-0.08791208791208793
526,Knowledge management,Parallel processing (DSP implementation),0,0.0
527,Parallel processing (DSP implementation),Mobile app development,0,0.0
528,Software engineering,Computer graphics,0,0.5
529,Compiler,Software quality management,0,0.0
530,Parallel computing,Distributed computing,0,-0.2222222222222222
531,Information management,Analysis of algorithms,0,-0.04
532,Computer-aided software engineering,Software architecture,0,0.4285714285714286
533,Software development,Data structure,0,0.015151515151515166
534,Parallel computing,Combinatorial optimization,0,-0.6388888888888888
535,Data integration,Theory of computation,0,0.6666666666666666
536,Software analytics,Modeling language,0,0.8
537,Information security,Compiler,0,0.16
538,Software project management,Graphical model,0,0.0
539,Programming language,Natural language processing,0,-0.625
540,Algorithm,Internet protocol suite,0,-1.0
541,Test automation,Software analytics,0,0.0
542,Theory of computation,Graphical model,0,-0.6666666666666666
543,Algorithm,Object-oriented programming,0,-0.4153846153846154
544,Software project management,Cryptography,0,1.0
545,Information security,Broadband networks,0,-1.0
546,Theory of computation,Network security,0,-1.0
547,Social network analysis,Object-oriented programming,0,0.0
548,Discrete mathematics,Graphical model,0,-0.6666666666666666
549,Software quality management,Software architecture,0,0.0
550,Test automation,Cloud computing,0,0.16666666666666666
551,Modeling language,Information security,0,-0.23428571428571432
552,Data integration,Cloud computing,0,0.3333333333333333
553,Knowledge management,Computer-aided software engineering,0,-0.5
554,Artificial intelligence,Parallel computing,0,0.14176245210727967
555,Network service,Software metric,0,-0.6
556,Computational linguistics,Database,0,0.48014888337468975
557,Graphical model,Software engineering,0,0.23958333333333331
558,Object-oriented programming,Computational linguistics,0,-0.15384615384615385
559,Algorithm,Software testing,0,-0.7647058823529411
560,Graphical model,Software testing,0,-0.08823529411764706
561,Natural language processing,Assembly language,0,-0.3333333333333333
562,Software metric,Programming language,0,0.6
563,Software quality management,Object-oriented programming,0,0.0
564,Computer network,Object-oriented analysis and design,0,-0.375
565,Cryptography,Computer vision,0,0.08333333333333337
566,Network security,Compiler,0,0.0
567,Translator (computing),Operating system,0,0.3333333333333333
568,Cloud computing,Software testing,0,0.05294117647058824
569,Robotics,Data mining,0,0.4285714285714286
570,Computer-aided software engineering,Cloud computing,0,0.5
571,Combinatorial optimization,Distributed computing,0,0.6388888888888888
572,Broadband networks,Object-oriented analysis and design,0,0.0
573,Software quality management,Object-oriented analysis and design,0,0.0
574,Programming language,Computer-aided software engineering,0,-1.0
575,Software analytics,Internet protocol suite,0,0.0
576,Computational geometry,Computer security,0,-0.05687830687830686
577,Parallel processing (DSP implementation),Compiler,0,1.0
578,Systems programming,Robotics,0,0.0
579,Compiler,Data structure,0,-0.5
580,Cloud computing,Broadband networks,0,0.0
581,Programming language,Data mining,0,-0.4464285714285714
582,Internet protocol suite,Machine learning,0,0.9655172413793104
583,Computer architecture,Parallel processing (DSP implementation),0,-1.0
584,Distributed computing,Data warehouse,0,-0.3888888888888889
585,Data-intensive computing,Systems programming,0,0.0
586,Translator (computing),Object-oriented design,0,0.0
587,Information retrieval,Modeling language,0,0.5714285714285714
588,Data warehouse,Information security,0,0.42
589,Data-intensive computing,Analysis of algorithms,0,0.0
590,Computer graphics,Software architecture,0,-0.2857142857142857
591,Parallel processing (DSP implementation),Artificial intelligence,0,0.0
