,topic_a,topic_b,ground_truth,estimated
331,Field (mathematics),Analytical mechanics,0,0.0
332,Algebraic number theory,Commutative algebra,0,-0.7743801230461882
333,Stochastic process,Combinatorics,0,0.8942285488860094
334,Mathematical model,Topological space,0,0.06330304215900852
335,Operations research,Differentiable manifold,0,0.029751580921902863
336,Primality test,Set theory,0,-0.004787996160710566
337,Lie theory,Fourier analysis,0,-5.97816885926708e-05
338,Abstract algebra,Mathematical statistics,0,-0.26826585834698047
339,Finite element method,Fourier analysis,0,-0.014805294899000107
340,Group theory,Analytical mechanics,0,-0.3125942446218111
341,Probability theory,Graph theory,0,-0.07309133305816429
342,Multivariable calculus,Field (mathematics),0,-0.006153525255873133
343,Differentiable manifold,Analytic number theory,0,0.564054788059769
344,Mathematical optimization,Coding theory,0,-0.9610181780418567
345,Algebraic number theory,Special relativity,0,-0.006428565568648101
346,Numerical analysis,Combinatorics,0,-0.26687071020458464
347,Special relativity,Linear programming,0,-0.01117299939174233
348,Primality test,Finite element method,0,0.0
349,Approximation theory,Algebraic number theory,0,0.0
350,Statistics,Fourier analysis,0,0.6421861041917598
351,Statistics,Mathematical model,0,-0.4970825214596875
352,Vector calculus,Commutative algebra,0,0.0
353,Linear programming,Combinatorics,0,0.0052386176247364545
354,Numerical analysis,Stochastic process,0,-0.7064390111524166
355,Mathematical logic,Wavelet,0,0.020685021311570694
356,Algebra,Stochastic process,0,-0.1804053181564673
357,Linear programming,K-theory,0,-0.0025798394194673554
358,C*-algebra,Mathematical optimization,0,0.1671821377490793
359,Matrix (mathematics),General relativity,0,-0.9026045958734388
360,Matrix (mathematics),Linear programming,0,-0.7020887841804189
361,Mathematical model,K-theory,0,-0.00670743204751227
362,Abstract algebra,Stochastic process,0,-0.17066913599906522
363,Algebraic geometry,Numerical linear algebra,0,-0.9449186876274043
364,Number theory,Coding theory,0,-0.9031587547312099
365,Matrix (mathematics),Algebra,0,-0.23628145248747912
366,Fourier analysis,Metric (mathematics),0,0.0
367,Probability theory,Primality test,0,0.031102780058203383
368,Factorization,Wavelet,0,0.0
369,Complex analysis,Differential equation,0,-0.011923644254637822
370,Computability theory,Differential equation,0,0.9085258373286618
371,Trigonometry,Real analysis,0,0.8279043013219863
372,Factorization,Fourier series,0,0.0
373,Multivariable calculus,Wavelet,0,0.0
374,Differential topology,Approximation theory,0,0.0
375,Real analysis,Discrete mathematics,0,-0.49135679277169286
376,Differentiable manifold,Factorization,0,0.0
377,Ergodic theory,Analytic geometry,0,0.28922934836700637
378,Multiscale modeling,Special relativity,0,0.0
379,Partial differential equation,Linear algebra,0,0.6994529461648865
380,Fourier analysis,Algebra,0,0.08975747305017144
381,Abstract algebra,Graph theory,0,-0.2923068800201437
382,Trigonometry,Topological space,0,0.1938461917342145
383,Statistics,Ordinary differential equation,0,-0.7348245436135887
384,Differential geometry,Set theory,0,-0.28473565811957435
385,Coding theory,Fourier analysis,0,-0.037100501233990966
386,Algebraic number theory,Stochastic process,0,-0.18401900602036722
387,Algebra,Differential topology,0,-0.002638671772291601
388,Discrete mathematics,Linear programming,0,0.11371300579436827
389,Topology,Set theory,0,-0.08146906214737337
390,C*-algebra,Trigonometry,0,-0.14249627166838003
391,Field (mathematics),Matrix (mathematics),0,0.16437433665884593
392,Primality test,Trigonometry,0,-0.11679253395344076
393,Computability theory,Von Neumann algebra,0,0.0
394,Dynamical system,Differential topology,0,0.050293965964152164
395,Fourier analysis,Analytic number theory,0,0.07438733893677689
396,Trigonometry,Analytic geometry,0,0.7408440243997744
397,Numerical linear algebra,Special relativity,0,0.05074574960128634
398,Mathematical logic,Multiscale modeling,0,-1.0
399,Wavelet,Graph theory,0,-0.0825503334912982
400,Vector calculus,Numerical linear algebra,0,0.0
401,Group theory,Linear programming,0,0.030221248743441405
402,Analytic number theory,Algebraic topology,0,0.4740350580694763
403,Algebraic number theory,Probability theory,0,-0.23668989324857193
404,Algebra,Mathematical logic,0,0.033941297840171525
405,Vector calculus,Probability theory,0,0.1685707765956042
406,Functional analysis,Algebra,0,-0.020165268876924825
407,Mathematical logic,Finite element method,0,-0.10231837223780718
408,Number theory,Wavelet,0,0.012753787114975067
409,Finite element method,Operations research,0,-0.017633043696695765
410,Multiscale modeling,Mathematical optimization,0,1.0
411,Ergodic theory,Mathematical optimization,0,0.20732666303957115
412,Orthogonal polynomials,Combinatorics,0,-0.48579240326038725
413,Differential equation,Number theory,0,-0.30090112115932965
414,Ergodic theory,Discrete mathematics,0,0.14534370636315466
415,Algebra,Set theory,0,-0.16941666827972335
416,Wavelet,Factorization,0,0.0
417,Numerical analysis,Coding theory,0,-0.9383028059550824
418,Von Neumann algebra,Matrix (mathematics),0,0.07089363462285579
419,Finite element method,C*-algebra,0,0.012531642400393395
420,Mathematical analysis,General relativity,0,0.15956442708574287
421,Metric (mathematics),Orthogonal polynomials,0,0.0
422,Orthogonal polynomials,Stochastic process,0,-0.005272359792039725
423,Dynamical system,Mathematical model,0,0.8569554346805883
424,Mathematical optimization,Dynamical system,0,0.5124426492995403
425,Analytical mechanics,Operations research,0,0.0
426,Ordinary differential equation,Linear algebra,0,0.6868228342521973
427,Commutative algebra,Analytic number theory,0,0.2807577742123778
428,Probability theory,Special relativity,0,0.03721479383259876
429,Real analysis,Field (mathematics),0,-0.20150741614668105
430,Analytical mechanics,Number theory,0,0.17514916205118464
431,Analytical mechanics,Topology,0,0.11156764155554126
432,Operations research,General relativity,0,0.25136057039086157
433,Differential geometry,Approximation theory,0,0.01440629019273257
434,Algebraic topology,Ergodic theory,0,-0.28922934836700637
435,Approximation theory,Combinatorics,0,-0.022896833372290537
436,Mathematical analysis,Lie theory,0,-0.824598735109926
437,Ordinary differential equation,K-theory,0,0.0
438,Lie theory,Differential topology,0,0.9035761675051005
439,Factorization,Differential geometry,0,0.02544835527913023
440,Vector calculus,Functional analysis,0,0.20182699064304893
441,Set theory,Mathematical statistics,0,0.047496061857762895
442,Analytic number theory,Multiscale modeling,0,-1.0
443,Complex analysis,Computability theory,0,-0.8281054240492071
444,Statistics,Computability theory,0,-0.8537330136861484
445,Partial differential equation,Dynamical system,0,-0.9433714945195962
446,Computability theory,Analytic number theory,0,-0.002780413319930286
447,Set theory,Differential equation,0,0.7637260278804348
448,Orthogonal polynomials,Factorization,0,0.0
449,Mathematical logic,Trigonometry,0,-0.7105707689533007
450,Graph theory,Set theory,0,-0.09578451790329978
451,Ergodic theory,Group theory,0,-0.015746287007863694
452,Analytic geometry,Primality test,0,-0.027550926422004594
453,Commutative algebra,Functional analysis,0,0.22653139066988168
454,Lie theory,Ergodic theory,0,0.049663513678957015
455,Wavelet,Computability theory,0,-0.036323452436997375
456,Complex analysis,C*-algebra,0,-0.16587290636732588
457,Mathematical statistics,Lie theory,0,-0.8899583705794614
458,Topology,Mathematical optimization,0,0.17325764419641154
459,Matrix (mathematics),Primality test,0,-0.9293608237342706
460,Computability theory,Dynamical system,0,0.06888660287140283
461,Stochastic process,Trigonometry,0,-0.02036025235851289
462,Multiscale modeling,Differentiable manifold,0,0.0
463,Dynamical system,Multiscale modeling,0,-1.0
464,Special relativity,Topological space,0,0.0046310404050314315
465,Commutative algebra,Computability theory,0,0.0
466,Metric (mathematics),Calculus,0,0.5331440224698575
467,Fourier series,Multivariable calculus,0,-0.6533964710841234
468,Fourier analysis,Complex analysis,0,0.026711780285824965
469,Coding theory,Algebraic topology,0,0.9781017535693011
470,Analytic number theory,Primality test,0,0.8500913779031173
471,Stochastic process,Abstract algebra,0,0.17066913599906522
472,Group theory,Primality test,0,0.049116146454945546
473,Differentiable manifold,Set theory,0,0.673072528716057
474,Number theory,Mathematical model,0,-0.48985301429905115
475,Multivariable calculus,Topology,0,0.6617145887332347
476,Analytical mechanics,Combinatorics,0,0.17514916205118464
477,Commutative algebra,Differential equation,0,0.26299031732272315
478,Real analysis,Operations research,0,-0.4379171544274072
479,Ordinary differential equation,Numerical linear algebra,0,-0.09848404798568497
480,Factorization,Abstract algebra,0,0.01325151605560642
481,Matrix (mathematics),Numerical linear algebra,0,-0.525040619862414
482,Multiscale modeling,Stochastic process,0,1.0
483,Primality test,Combinatorics,0,0.01016992763431513
484,Computability theory,Discrete mathematics,0,0.5362003003040546
485,Commutative algebra,Calculus,0,0.2674553785965281
486,Analytical mechanics,Finite element method,0,0.3084772085045896
487,Differential geometry,Trigonometry,0,-0.7698641167071784
488,Real analysis,Numerical analysis,0,-0.22188717778837835
489,Field (mathematics),Factorization,0,-0.9846282967533511
490,Numerical analysis,Finite element method,0,-0.5084871768080408
491,Complex analysis,Coding theory,0,-0.9484960134603049
492,General relativity,Trigonometry,0,-0.23882254251784515
493,Algebraic geometry,Computability theory,0,-0.8873214935682424
494,Wavelet,Primality test,0,0.0
495,Fourier analysis,Linear programming,0,0.02301208584432744
496,Numerical linear algebra,Mathematical model,0,0.5033440215138052
497,Lie theory,Trigonometry,0,0.0
498,Numerical analysis,Dynamical system,0,0.2225578315873037
499,Set theory,Factorization,0,-0.028436023397968475
500,Group theory,Probability theory,0,0.4742672605173548
501,Functional analysis,Primality test,0,0.0014727234739465855
502,Mathematical model,Differentiable manifold,0,-0.2279094056104135
503,Commutative algebra,Matrix (mathematics),0,-0.03784080709998888
504,Calculus,Mathematical optimization,0,0.47332802571817395
505,Ergodic theory,Algebraic geometry,0,0.2583562788951892
506,C*-algebra,Algebraic topology,0,-0.009755379707126033
507,Mathematical analysis,Dynamical system,0,0.035230468460769535
508,Mathematical statistics,Linear algebra,0,0.07821773896304896
509,Multiscale modeling,Mathematical statistics,0,1.0
510,Set theory,Differentiable manifold,0,-0.673072528716057
511,Special relativity,Numerical analysis,0,0.006428565568648101
512,Group theory,Computability theory,0,0.08359035599598166
513,Von Neumann algebra,Ergodic theory,0,0.9162166136275341
514,Vector calculus,Dynamical system,0,0.014895146395305647
515,Operations research,Combinatorics,0,-0.18963067359093538
516,C*-algebra,Multiscale modeling,0,0.0
517,Topology,Algebraic number theory,0,0.23952379104331778
