,Unnamed: 0,topic_a,topic_b,relation,tfidf_score,wiki_tfidf_score
345,345,Speed,Gravity of Earth,0,0.08250931216190446,0.0
346,346,Energy,Electrostatics,0,0.202350058445962,0.0
347,347,Gravitational acceleration,Physics,1,1.0,1.0
348,348,Gravity,Physics,1,1.0,1.0
349,349,Mirror image,Length,0,0.03957136867066837,0.03957136867066837
350,350,Diffraction,Specular reflection,0,0.1512972697129779,0.0
351,351,Projectile motion,Motion,1,0.6085061771940454,0.6085061771940454
352,352,Potential energy,Work (physics),1,0.22225807614496867,0.0
353,353,Motion,Temperature,0,0.028855767746028445,0.028855767746028445
354,354,Photoelectric effect,Color,0,0.019388806432772503,0.019388806432772503
355,355,Deformation (engineering),Hardness,0,0.11306623774040228,0.0
356,356,Intensity (physics),Speed,0,0.14604335349737355,0.14604335349737355
357,357,Electric potential energy,Coulomb,0,0.047745186328143736,0.047745186328143736
358,358,Specular reflection,Refraction,0,0.11642531754888755,0.11642531754888755
359,359,Refractive index,Frequency,0,0.16224246582974208,0.16224246582974208
360,360,Lever,Energy,0,0.10779920755895783,0.10779920755895783
361,361,Electromagnetic radiation,Laser,0,0.008240979427143023,0.008240979427143023
362,362,Emission spectrum,Magnet,1,0.2189630705226948,0.2189630705226948
363,363,Snell's law,Telescope,0,0.11642531754888755,0.11642531754888755
364,364,Velocity,Equations of motion,0,0.007978187463776761,0.007978187463776761
365,365,Electron,Electrical conductor,0,0.048488835521593464,0.0
366,366,Interference (wave propagation),Ray (optics),0,0.1512972697129779,0.0
367,367,Energy,Energy level,0,0.029840741455089838,0.029840741455089838
368,368,Refraction,Length,0,0.09398200059283736,0.09398200059283736
369,369,Joule,Coulomb,0,0.0,0.0
370,370,Dielectric,Coulomb's law,1,0.2104595126010915,0.0
371,371,Magnetism,Force,1,0.012735333972267645,0.012735333972267645
372,372,Sonic boom,Wave,1,0.1800451977987708,0.1800451977987708
373,373,Series and parallel circuits,Ohm's law,1,0.08534035051800448,0.08534035051800448
374,374,Wave,Frequency,0,0.018673189463423143,0.018673189463423143
375,375,Creep (deformation),Force,1,0.2481942927549888,0.2481942927549888
376,376,Telescope,Optical microscope,0,0.11642531754888755,0.0
377,377,Stiffness,Hooke's law,0,0.0,0.0
378,378,Ohm,Electromotive force,0,0.0,0.0
379,379,Kinetic energy,Physics,1,1.0,1.0
380,380,Electrostatics,Electric field,1,0.11978563974219722,0.11978563974219722
381,381,Physics,Electromagnetic spectrum,0,0.0,0.0
382,382,Electron,Potential energy,0,0.11529827246263474,0.11529827246263474
383,383,Torque,Speed,0,0.10817887594560806,0.10817887594560806
384,384,Scattering,Wavelength,1,0.22060131763939755,0.22060131763939755
385,385,Electric potential,Motion,1,0.14198477467861054,0.14198477467861054
386,386,Electrostatics,Motion,1,0.08113415695920606,0.08113415695920606
387,387,Emission spectrum,Magnetic field,1,0.2189630705226948,0.0
388,388,Force,Emission spectrum,0,0.007622927008533541,0.0
389,389,Hooke's law,Mass,0,0.11529827246263474,0.11529827246263474
390,390,Sonic boom,Hertz,0,0.05386168864328854,0.05386168864328854
391,391,Photoelectric effect,Light,1,0.21557958136753647,0.21557958136753647
392,392,Displacement (vector),Free fall,0,0.036017602191638416,0.0
393,393,Electron,Le Sage's theory of gravitation,0,0.10475356962837573,0.0
394,394,Force,Electrostatics,0,0.03807464197197983,0.0
395,395,Elasticity (physics),Energy,0,0.11529827246263474,0.11529827246263474
396,396,Energy,Emission spectrum,0,0.007622927008533541,0.0
397,397,Elastic collision,Distance,1,0.09398200059283736,0.09398200059283736
398,398,Torque,Lever,1,0.0,0.0
399,399,Amplitude,Distance,0,0.1487629064313618,0.1487629064313618
400,400,Frequency,Interference (wave propagation),0,0.0,0.0
401,401,Tension (physics),Physics,1,1.0,1.0
402,402,Color,Dispersion (optics),0,0.0,0.0
403,403,Physics,Newton's law of universal gravitation,0,0.0,0.0
404,404,Diffraction,Wavelength,0,0.26039013977070435,0.26039013977070435
405,405,Gravitational constant,Newton's law of universal gravitation,1,0.0,0.0
406,406,Motion,Gravity of Earth,0,0.0086727998493907,0.0
407,407,Field (physics),Dielectric,0,0.053770797701070766,0.0
408,408,Magnetic field,Temperature,0,0.07247835752589889,0.07247835752589889
409,409,Tension (physics),Compression (physics),0,0.06749499597823637,0.0
410,410,Electric potential,Gravity,0,0.11529827246263474,0.0
411,411,Specular reflection,Light,1,0.07891752532204463,0.07891752532204463
412,412,Ray (optics),Light,1,0.5050721620610856,0.5050721620610856
413,413,Distance,Lever,0,0.0,0.0
414,414,Force,Length,0,0.029166827770190907,0.029166827770190907
415,415,Physics,Refractive index,0,0.0,0.0
416,416,Refractive index,Color,0,0.08672084331749154,0.08672084331749154
417,417,Total internal reflection,Wave,1,0.16224246582974208,0.16224246582974208
418,418,Total internal reflection,Reflection (physics),1,0.3257341218526466,0.0
419,419,Sound,Sound intensity,0,0.0,0.0
420,420,Torque,Energy,0,0.10817887594560806,0.10817887594560806
421,421,Electrical resistance and conductance,Metre,0,0.1067446445943308,0.1067446445943308
422,422,Field (physics),Electrostatics,0,0.2264953060897261,0.2264953060897261
423,423,Gravity of Earth,Free fall,0,0.036017602191638416,0.0
