concept,Length,Temperature,Physical quantity,Metre,Distance,Physics,Hertz,Joule,Kilogram,Speed,Work (physics),Light,Mass,Motion,Velocity,Displacement (vector),Position (vector),Direction (geometry),Frame of reference,Inertial frame of reference,Non-inertial reference frame,Scalar (mathematics),Euclidean vector,Acceleration,Newton's laws of motion,Equations of motion,Force,Planet,Gravity,Free fall,Friction,Gravitational field,Gravitational acceleration,Gravity of Earth,Electric potential energy,Potential energy,Energy,Tension (physics),Electrical resistance and conductance,Energy level,Kinetic energy,Mechanical energy,Le Sage's theory of gravitation,Wave,Transmission medium,Sound,Amplitude,Reflection (physics),Crest (physics),Wavelength,Frequency,Transverse wave,Motion graphs and derivatives,Standing wave,Interference (wave propagation),Ray (optics),Hardness,Geometrical optics,Optical microscope,Telescope,Specular reflection,Angle of incidence,Mirror image,Refractive index,Snell's law,Refraction,Virtual image,Real image,Magnification,Plane mirror,Curved mirror,Total internal reflection,Laser,Field (physics),Magnet,Electric field,Magnetic field,Electron,Plasticity (physics),Electric charge,Strength of materials,Electrical polarity,Compass,Magnetism,Coulomb,Insulator (electricity),Electrostatics,Electrical conductor,Electroscope,Series and parallel circuits,Power (physics),Voltage,Electric potential,Ohm's law,Electromotive force,Electric current,Ohm,Collision,Ammeter,Ohmmeter,Voltmeter,Scalar multiplication,Phase velocity,Contact force,Resultant force,Free body diagram,Normal force,Gravitational constant,Compression (physics),Tangential and normal components,Torque,Lever,Crystallinity,Stiffness,Refracting telescope,Rarefaction,Diffraction,Pitch (music),Intensity (physics),Sound intensity,Musical tone,Resonance (particle physics),Coulomb's law,Newton's law of universal gravitation,Field line,Capacitance,Capacitor,Dielectric,Color,Projectile motion,Elastic collision,Inelastic collision,Elasticity (physics),Relative velocity,Hooke's law,Fracture,Creep (deformation),Fatigue (material),Deformation (engineering),Doppler effect,Electromagnetic radiation,Dispersion (optics),Subtractive color,Pigment,Huygens–Fresnel principle,Sonic boom,Shock wave,Electromagnetic spectrum,Scattering,Photoelectric effect,Emission spectrum,Absorption spectroscopy
Specular reflection,0.07949410637436725,0.07949410637436725,0.07949410637436725,0.07949410637436725,0.07949410637436725,1.0,0.054526647762341486,0.01906909870693065,0.01969075968244937,0.07629930789983679,0.02383637338366331,0.0885493490662868,0.07362598626043566,0.08832740646450722,0.08832740646450722,0.08832740646450722,0.08832740646450722,0.08832740646450722,0.08832740646450722,0.08832740646450722,0.08832740646450722,0.08832740646450722,0.08832740646450722,0.017445636587458516,0.08832740646450722,0.008722818293729258,0.10489517566834733,0.08832740646450722,0.08832740646450722,0.01969075968244937,0.08832740646450722,0.08832740646450722,0.0,0.0,0.01969075968244937,0.08832740646450722,0.08832740646450722,0.05572622502790037,0.08549917699419342,0.04527560772496389,0.08832740646450722,0.08832740646450722,0.0,0.10489517566834733,0.0,0.12675926545576782,0.2468633792631353,0.6744236803275453,0.12675926545576782,0.2468633792631353,0.16224246582974208,0.0,0.11709196016117808,0.16224246582974208,0.0,0.2970630773828337,0.1081169981224719,0.05496375663912434,0.10913959925317562,0.10913959925317562,0.42063413988092,0.5831347345397636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angle of incidence,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mirror image,0.039337773071130205,0.07949410637436725,0.07949410637436725,0.07949410637436725,0.061220868128616435,1.0,0.054526647762341486,0.01906909870693065,0.01969075968244937,0.07629930789983679,0.013001658209270895,0.1878319525648508,0.07362598626043566,0.08832740646450722,0.08832740646450722,0.08832740646450722,0.017517045641815582,0.0056335512643889436,0.08832740646450722,0.08832740646450722,0.08832740646450722,0.08832740646450722,0.08832740646450722,0.017445636587458516,0.08832740646450722,0.008722818293729258,0.10489517566834733,0.08832740646450722,0.08832740646450722,0.01969075968244937,0.08832740646450722,0.08832740646450722,0.0,0.0,0.01969075968244937,0.08832740646450722,0.08832740646450722,0.05572622502790037,0.08549917699419342,0.04527560772496389,0.08832740646450722,0.08832740646450722,0.0,0.10489517566834733,0.0,0.12675926545576782,0.2468633792631353,0.1831162477495396,0.12675926545576782,0.2468633792631353,0.16224246582974208,0.0,0.11709196016117808,0.16224246582974208,0.0,0.5167097164174137,0.1081169981224719,0.02980522622284533,0.10913959925317562,0.10913959925317562,0.1070705083333251,0.03298539912548158,0.04677318641660515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Refractive index,0.09014906328800673,0.09014906328800673,0.09014906328800673,0.09014906328800673,0.09014906328800673,1.0,0.054526647762341486,0.015178587428300862,0.0,0.5885946609415981,0.02383637338366331,0.5234250411473842,0.039755501156150036,0.08832740646450722,0.5622145774357941,0.1704460280065439,0.1704460280065439,0.1704460280065439,0.09936833227257064,0.09936833227257064,0.09936833227257064,0.16124138776293376,0.1704460280065439,0.017445636587458516,0.09936833227257064,0.008722818293729258,0.09936833227257064,0.09936833227257064,0.09936833227257064,0.018844372956733715,0.09936833227257064,0.09160413655981066,0.0,0.0,0.011792989930233573,0.09936833227257064,0.09936833227257064,0.05572622502790037,0.08549917699419342,0.04527560772496389,0.09936833227257064,0.09936833227257064,0.0,0.14685324593568627,0.0,0.12675926545576782,0.2468633792631353,0.1049103502731737,0.12675926545576782,0.2468633792631353,0.16224246582974208,0.0,0.1212045394356833,0.16224246582974208,0.0,0.2529050523664665,0.1081169981224719,0.09968639851559756,0.10913959925317562,0.10913959925317562,0.16224246582974208,0.16224246582974208,0.04677318641660515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Snell's law,0.05496375663912434,0.05496375663912434,0.05496375663912434,0.05496375663912434,0.05496375663912434,1.0,0.054526647762341486,0.033231608746960524,0.033231608746960524,0.2147575114246372,0.02383637338366331,0.16688146554800204,0.039755501156150036,0.08832740646450722,0.2147575114246372,0.1704460280065439,0.1704460280065439,0.1704460280065439,0.09936833227257064,0.09936833227257064,0.09936833227257064,0.16124138776293376,0.1704460280065439,0.017445636587458516,0.09936833227257064,0.008722818293729258,0.09936833227257064,0.09936833227257064,0.09936833227257064,0.033231608746960524,0.09936833227257064,0.09160413655981066,0.0,0.0,0.033231608746960524,0.09936833227257064,0.09936833227257064,0.05572622502790037,0.08549917699419342,0.04527560772496389,0.09936833227257064,0.09936833227257064,0.0,0.14685324593568627,0.0,0.12675926545576782,0.2468633792631353,0.1049103502731737,0.12675926545576782,0.033231608746960524,0.16224246582974208,0.0,0.1212045394356833,0.16224246582974208,0.0,0.479871125003039,0.1081169981224719,0.09968639851559756,0.10913959925317562,0.10913959925317562,0.16224246582974208,0.3663282306724157,0.04677318641660515,0.0,0.26264943141632124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Refraction,0.09014906328800673,0.09014906328800673,0.09014906328800673,0.09014906328800673,0.09014906328800673,1.0,0.054526647762341486,0.033231608746960524,0.033231608746960524,0.2147575114246372,0.02383637338366331,0.3685567501677883,0.07362598626043566,0.08832740646450722,0.2147575114246372,0.1704460280065439,0.1704460280065439,0.1704460280065439,0.09936833227257064,0.09936833227257064,0.09936833227257064,0.16124138776293376,0.1704460280065439,0.017445636587458516,0.09936833227257064,0.008722818293729258,0.09968639851559756,0.09936833227257064,0.09936833227257064,0.033231608746960524,0.09936833227257064,0.09160413655981066,0.0,0.0,0.033231608746960524,0.09936833227257064,0.09936833227257064,0.05572622502790037,0.08549917699419342,0.04527560772496389,0.09936833227257064,0.09936833227257064,0.0,0.0099225166172761,0.0,0.12675926545576782,0.2468633792631353,0.025518733850231446,0.12675926545576782,0.011675970640823971,0.16224246582974208,0.0,0.1212045394356833,0.16224246582974208,0.0,0.2529050523664665,0.1081169981224719,0.09968639851559756,0.10913959925317562,0.10913959925317562,0.16224246582974208,0.1287099188849028,0.04677318641660515,0.0,0.11535279082473568,0.8161846041229978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Virtual image,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real image,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magnification,0.039337773071130205,0.07949410637436725,0.07949410637436725,0.07949410637436725,0.07949410637436725,1.0,0.054526647762341486,0.01906909870693065,0.01969075968244937,0.07063135931299178,0.02383637338366331,0.2694980188973946,0.07362598626043566,0.08832740646450722,0.08832740646450722,0.08832740646450722,0.08832740646450722,0.08832740646450722,0.08832740646450722,0.08832740646450722,0.08832740646450722,0.08832740646450722,0.08832740646450722,0.017445636587458516,0.08832740646450722,0.008722818293729258,0.09980317684949552,0.08832740646450722,0.08832740646450722,0.01969075968244937,0.08832740646450722,0.08832740646450722,0.0,0.0,0.01969075968244937,0.08832740646450722,0.08832740646450722,0.05572622502790037,0.08549917699419342,0.04527560772496389,0.08832740646450722,0.08832740646450722,0.0,0.10489517566834733,0.0,0.12675926545576782,0.2468633792631353,0.1831162477495396,0.12675926545576782,0.2468633792631353,0.16224246582974208,0.0,0.11709196016117808,0.16224246582974208,0.0,0.5129950619651604,0.1081169981224719,0.4098218605641233,0.10913959925317562,0.10913959925317562,0.1831162477495396,0.1831162477495396,0.04677318641660515,0.0,0.10913959925317562,0.19374858220116295,0.1448551409629408,0.103467957830672,1.9629593194442927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plane mirror,0.039337773071130205,0.07949410637436725,0.07949410637436725,0.07949410637436725,0.061220868128616435,1.0,0.054526647762341486,0.01906909870693065,0.01969075968244937,0.07629930789983679,0.013001658209270895,0.1878319525648508,0.07362598626043566,0.08832740646450722,0.08832740646450722,0.08832740646450722,0.017517045641815582,0.0056335512643889436,0.08832740646450722,0.08832740646450722,0.08832740646450722,0.08832740646450722,0.08832740646450722,0.017445636587458516,0.08832740646450722,0.008722818293729258,0.10489517566834733,0.08832740646450722,0.08832740646450722,0.01969075968244937,0.08832740646450722,0.08832740646450722,0.0,0.0,0.01969075968244937,0.08832740646450722,0.08832740646450722,0.05572622502790037,0.08549917699419342,0.04527560772496389,0.08832740646450722,0.08832740646450722,0.0,0.10489517566834733,0.0,0.12675926545576782,0.2468633792631353,0.1831162477495396,0.12675926545576782,0.2468633792631353,0.16224246582974208,0.0,0.11709196016117808,0.16224246582974208,0.0,0.5167097164174137,0.1081169981224719,0.02980522622284533,0.10913959925317562,0.10913959925317562,0.1070705083333251,0.03298539912548158,0.04677318641660515,0.0,0.10913959925317562,0.10913959925317562,0.1448551409629408,0.103467957830672,0.0713803388888834,0.2238523906757064,0.5093039232852955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curved mirror,0.039337773071130205,0.07949410637436725,0.07949410637436725,0.07949410637436725,0.061220868128616435,1.0,0.054526647762341486,0.01906909870693065,0.01969075968244937,0.07629930789983679,0.013001658209270895,0.1878319525648508,0.07362598626043566,0.08832740646450722,0.08832740646450722,0.08832740646450722,0.017517045641815582,0.0056335512643889436,0.08832740646450722,0.08832740646450722,0.08832740646450722,0.08832740646450722,0.08832740646450722,0.017445636587458516,0.08832740646450722,0.008722818293729258,0.10489517566834733,0.08832740646450722,0.08832740646450722,0.01969075968244937,0.08832740646450722,0.08832740646450722,0.0,0.0,0.01969075968244937,0.08832740646450722,0.08832740646450722,0.05572622502790037,0.08549917699419342,0.04527560772496389,0.08832740646450722,0.08832740646450722,0.0,0.10489517566834733,0.0,0.12675926545576782,0.2468633792631353,0.1831162477495396,0.12675926545576782,0.2468633792631353,0.16224246582974208,0.0,0.11709196016117808,0.16224246582974208,0.0,0.5167097164174137,0.1081169981224719,0.02980522622284533,0.10913959925317562,0.10913959925317562,0.1070705083333251,0.03298539912548158,0.04677318641660515,0.0,0.10913959925317562,0.10913959925317562,0.1448551409629408,0.103467957830672,0.0713803388888834,0.2238523906757064,0.5093039232852955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total internal reflection,0.09014906328800673,0.09014906328800673,0.09014906328800673,0.09014906328800673,0.09014906328800673,1.0,0.054526647762341486,0.033231608746960524,0.033231608746960524,0.2147575114246372,0.02383637338366331,0.10625921887954416,0.07362598626043566,0.08832740646450722,0.2147575114246372,0.1704460280065439,0.1704460280065439,0.1704460280065439,0.09936833227257064,0.09936833227257064,0.09936833227257064,0.16124138776293376,0.1704460280065439,0.017445636587458516,0.09936833227257064,0.008722818293729258,0.09980317684949552,0.09936833227257064,0.09936833227257064,0.033231608746960524,0.09936833227257064,0.09160413655981066,0.0,0.0,0.033231608746960524,0.09936833227257064,0.09936833227257064,0.05572622502790037,0.08549917699419342,0.04527560772496389,0.09936833227257064,0.09936833227257064,0.0,0.14685324593568627,0.0,0.12675926545576782,0.2468633792631353,0.4855850498358326,0.12675926545576782,0.19200485053799413,0.16224246582974208,0.0,0.1212045394356833,0.16224246582974208,0.0,0.1782378464297002,0.1081169981224719,0.1405103521934137,0.10913959925317562,0.10913959925317562,0.2858678620549942,0.6220103835090812,0.04677318641660515,0.0,0.29266650929247223,0.5251970496095811,0.07892231722540931,0.07892231722540931,0.10913959925317562,0.10913959925317562,0.1192350322072598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laser,0.008154186629065936,0.08973510931777957,0.08549917699419342,0.08549917699419342,0.012690255328167982,1.0,0.054526647762341486,0.09337713278676228,0.15703644130611427,0.07629930789983679,0.021560538738991938,0.10590324159686562,0.06178219003479246,0.14087662296870773,0.14087662296870773,0.15835086922901945,0.15835086922901945,0.009342069935921364,0.1128432831581456,0.1128432831581456,0.1128432831581456,0.122946558169237,0.15835086922901945,0.017445636587458516,0.10871753628884837,0.008722818293729258,0.15835086922901945,0.1081169981224719,0.1081169981224719,0.04873544730189753,0.1339788309680347,0.09160413655981066,0.0,0.0,0.08549917699419342,0.15835086922901945,0.1581663775192776,0.05572622502790037,0.08549917699419342,0.15835086922901945,0.12261526381100175,0.15835086922901945,0.0,0.14087662296870773,0.0,0.010191699735137113,0.011984036136839285,0.02846813525000693,0.12370988019517835,0.06078545519544538,0.04973261515384054,0.0,0.1212045394356833,0.14087662296870773,0.0,0.15835086922901945,0.1081169981224719,0.06178219003479246,0.17367272912984394,0.17367272912984394,0.17367272912984394,0.17367272912984394,0.04677318641660515,0.0,0.11535279082473568,0.17367272912984394,0.07892231722540931,0.07892231722540931,0.17367272912984394,0.17367272912984394,0.0162418143297398,0.0,1.1206851887520466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Field (physics),0.09014906328800673,0.09014906328800673,0.09014906328800673,0.09014906328800673,0.09014906328800673,1.0,0.048269491461744925,0.01906909870693065,0.1694184030998649,0.11645191586955328,0.05363184011324245,0.040301172556480566,0.12183137451078235,0.09936833227257064,0.11645191586955328,0.11645191586955328,0.09323588809353454,0.05997006184672101,0.09936833227257064,0.09936833227257064,0.09936833227257064,0.11645191586955328,0.11645191586955328,0.017445636587458516,0.09936833227257064,0.008722818293729258,0.07045515407238391,0.09936833227257064,0.09936833227257064,0.018844372956733715,0.09936833227257064,0.1694184030998649,0.0,0.0,0.011792989930233573,0.09936833227257064,0.09936833227257064,0.05572622502790037,0.08549917699419342,0.04527560772496389,0.09936833227257064,0.09936833227257064,0.0,0.11645191586955328,0.0,0.05509737275235623,0.07949410637436725,0.1049103502731737,0.1049103502731737,0.1049103502731737,0.1049103502731737,0.0,0.11645191586955328,0.11645191586955328,0.0,0.11645191586955328,0.13147236946558405,0.05496375663912434,0.10913959925317562,0.10913959925317562,0.11645191586955328,0.11645191586955328,0.04677318641660515,0.0,0.10913959925317562,0.10913959925317562,0.07892231722540931,0.07892231722540931,0.10913959925317562,0.10913959925317562,0.10913959925317562,0.0,0.03981205554239517,0.320629295005123,0.07066668312225999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magnet,0.09014906328800673,0.09014906328800673,0.09014906328800673,0.09014906328800673,0.09014906328800673,1.0,0.048269491461744925,0.01906909870693065,0.1694184030998649,0.11645191586955328,0.05363184011324245,0.040301172556480566,0.12183137451078235,0.09936833227257064,0.11645191586955328,0.11645191586955328,0.012195411522783,0.04706511182907218,0.09936833227257064,0.09936833227257064,0.09936833227257064,0.11645191586955328,0.11645191586955328,0.017445636587458516,0.09936833227257064,0.008722818293729258,0.12183137451078235,0.09936833227257064,0.09936833227257064,0.018844372956733715,0.09936833227257064,0.1694184030998649,0.0,0.0,0.011792989930233573,0.09936833227257064,0.09936833227257064,0.05572622502790037,0.08549917699419342,0.04527560772496389,0.09936833227257064,0.09936833227257064,0.0,0.11645191586955328,0.0,0.05509737275235623,0.07949410637436725,0.1049103502731737,0.1049103502731737,0.1049103502731737,0.1049103502731737,0.0,0.11645191586955328,0.11645191586955328,0.0,0.11645191586955328,0.13147236946558405,0.05496375663912434,0.10913959925317562,0.10913959925317562,0.11645191586955328,0.11645191586955328,0.04677318641660515,0.0,0.10913959925317562,0.10913959925317562,0.07892231722540931,0.07892231722540931,0.10913959925317562,0.10913959925317562,0.10913959925317562,0.0,0.03981205554239517,0.5661745145976539,1.053738642000282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
