,Unnamed: 0,topic_a,topic_b,relation,refd_equal,refd_tfidf
133,133,Free fall,Physics,1,0.4914285714285714,0.0
134,134,Photoelectric effect,Kinetic energy,0,0.27575757575757576,0.0
135,135,Position (vector),Motion,0,-0.29219600725952816,0.0
136,136,Energy,Electromotive force,0,-0.34842105263157896,0.0
137,137,Dispersion (optics),Light,1,0.2586206896551724,0.0
138,138,Newton's laws of motion,Gravity of Earth,0,-0.40909090909090906,0.0
139,139,Light,Wavelength,0,-0.002873563218390829,0.0
140,140,Force,Plasticity (physics),0,-0.5499999999999999,0.0
141,141,Newton's law of universal gravitation,Kilogram,0,0.3160919540229885,0.0
142,142,Doppler effect,Physics,1,0.6872727272727273,0.0
143,143,Total internal reflection,Laser,0,0.16666666666666666,0.0
144,144,Electrical conductor,Metre,0,0.01315789473684209,0.0
145,145,Telescope,Reflection (physics),0,-0.1076923076923077,0.0
146,146,Energy,Hertz,0,0.011278195488721776,0.0
147,147,Wavelength,Interference (wave propagation),0,-0.25,0.0
148,148,Magnet,Electric field,0,0.625,0.0
149,149,Work (physics),Joule,0,0.07142857142857145,0.0
150,150,Non-inertial reference frame,Motion,1,-0.6396551724137931,0.0
151,151,Photoelectric effect,Hertz,0,0.14935064935064937,0.0
152,152,Inertial frame of reference,Collision,0,-0.6666666666666666,0.0
153,153,Light,Plane mirror,0,-0.4,0.0
154,154,Speed,Snell's law,0,-0.046296296296296294,0.0
155,155,Electromotive force,Physics,1,0.12,0.0
156,156,Magnification,Refracting telescope,0,0.07500000000000001,0.0
157,157,Force,Projectile motion,0,-0.75,0.0
158,158,Force,Hardness,0,-0.35833333333333334,0.0
159,159,Snell's law,Velocity,0,0.21774193548387097,0.0
160,160,Velocity,Elastic collision,0,-0.567741935483871,0.0
161,161,Power (physics),Kilogram,0,0.09999999999999998,0.0
162,162,Magnetic field,Energy,0,0.08802177858439203,0.0
163,163,Joule,Mechanical energy,0,-0.4089635854341737,0.0
164,164,Speed,Motion,1,-0.7560664112388251,0.0
165,165,Mass,Electron,0,-0.20496894409937888,0.0
166,166,Force,Potential energy,0,-0.2444444444444444,0.0
167,167,Virtual image,Ray (optics),1,0.4,0.0
168,168,Electric field,Mass,0,-0.02023809523809522,0.0
169,169,Refractive index,Temperature,0,-0.2243589743589744,0.0
170,170,Field line,Magnetic field,0,0.5977011494252873,0.0
171,171,Newton's laws of motion,Work (physics),0,0.18484848484848493,0.0
172,172,Equations of motion,Motion,1,-0.6610837438423646,0.0
173,173,Electrostatics,Field line,0,-0.5866666666666667,0.0
174,174,Diffraction,Huygens–Fresnel principle,0,-0.3214285714285714,0.0
175,175,Force,Elasticity (physics),0,-0.5583333333333333,0.0
176,176,Energy,Potential energy,0,0.014619883040935644,0.0
177,177,Electric field,Coulomb,0,0.04166666666666663,0.0
178,178,Electric field,Electric current,0,0.114247311827957,0.0
179,179,Wave,Total internal reflection,0,-0.38541666666666663,0.0
180,180,Frequency,Energy,0,-0.010121457489878527,0.0
181,181,Lever,Length,0,0.0,0.0
182,182,Physics,Transmission medium,0,-0.6266666666666666,0.0
183,183,Intensity (physics),Laser,0,-0.06363636363636366,0.0
184,184,Magnetism,Length,0,-0.11666666666666668,0.0
185,185,Light,Refracting telescope,0,-0.34051724137931033,0.0
186,186,Physics,Shock wave,0,-0.71,0.0
187,187,Photoelectric effect,Electromagnetic radiation,0,0.3826638477801268,0.0
188,188,Dielectric,Hertz,0,0.08241758241758243,0.0
189,189,Magnetic field,Voltage,0,-0.1393103448275862,0.0
190,190,Tension (physics),Mass,0,0.6637362637362637,0.0
191,191,Interference (wave propagation),Electron,0,0.19875776397515527,0.0
192,192,Euclidean vector,Force,0,0.2627450980392157,0.0
193,193,Contact force,Force,1,0.3,0.0
194,194,Standing wave,Frequency,1,0.3525641025641026,0.0
195,195,Magnetic field,Dielectric,0,-0.5119363395225465,0.0
196,196,Interference (wave propagation),Huygens–Fresnel principle,0,-0.21428571428571427,0.0
197,197,Amplitude,Refractive index,0,0.06439393939393936,0.0
198,198,Specular reflection,Refractive index,0,0.5333333333333333,0.0
199,199,Speed,Electron,0,-0.012882447665056362,0.0
200,200,Gravitational acceleration,Planet,0,0.2857142857142857,0.0
201,201,Distance,Free fall,0,-0.4642857142857143,0.0
202,202,Acceleration,Velocity,1,-0.010752688172043001,0.0
203,203,Velocity,Metre,0,0.4327956989247312,0.0
204,204,Capacitance,Voltage,1,0.18608695652173912,0.0
205,205,Refractive index,Mass,0,0.013095238095238094,0.0
206,206,Electrostatics,Electrical conductor,0,-0.25473684210526315,0.0
207,207,Sonic boom,Physics,1,0.29333333333333333,0.0
208,208,Frame of reference,Electromagnetic spectrum,0,-0.06349206349206349,0.0
209,209,Capacitor,Laser,0,-0.03208556149732621,0.0
210,210,Ohm,Coulomb,0,0.37777777777777777,0.0
211,211,Electric field,Physics,1,-0.1883333333333333,0.0
212,212,Magnetic field,Torque,0,0.00804597701149426,0.0
213,213,Physics,Displacement (vector),0,-0.05931034482758618,0.0
214,214,Intensity (physics),Wave,0,0.3375,0.0
215,215,Wave,Energy,0,0.08717105263157895,0.0
216,216,Capacitor,Dielectric,0,-0.05429864253393665,0.0
217,217,Geometrical optics,Snell's law,0,0.15151515151515152,0.0
218,218,Wave,Doppler effect,0,-0.42329545454545453,0.0
219,219,Ohm's law,Voltage,1,0.1026086956521739,0.0
220,220,Power (physics),Intensity (physics),0,-0.3,0.0
221,221,Le Sage's theory of gravitation,Energy,0,0.7009569377990431,0.0
222,222,Capacitance,Electric current,0,0.19074333800841514,0.0
223,223,Hooke's law,Stiffness,0,-0.26190476190476186,0.0
224,224,Electromagnetic spectrum,Electric field,1,0.40277777777777773,0.0
225,225,Physics,Emission spectrum,0,-0.6666666666666666,0.0
226,226,Total internal reflection,Physics,1,0.335,0.0
227,227,Snell's law,Motion,1,-0.06896551724137931,0.0
228,228,Motion,Energy,0,0.8012704174228675,0.0
229,229,Energy,Sonic boom,0,-0.6666666666666666,0.0
230,230,Magnetic field,Gravity of Earth,0,0.034482758620689655,0.0
231,231,Electron,Electromagnetic radiation,0,0.00707785642062686,0.0
232,232,Acceleration,Torque,0,-0.0696969696969697,0.0
233,233,Physics,Electric field,0,0.1883333333333333,0.0
234,234,Diffraction,Interference (wave propagation),0,0.2142857142857143,0.0
235,235,Fatigue (material),Deformation (engineering),1,0.0,0.0
236,236,Force,Stiffness,0,-0.6333333333333333,0.0
237,237,Distance,Gravity of Earth,0,-0.36363636363636365,0.0
238,238,Electric potential,Force,1,0.5208333333333334,0.0
239,239,Electric charge,Capacitance,0,-0.17391304347826086,0.0
240,240,Friction,Mass,0,0.2142857142857143,0.0
241,241,Elastic collision,Physics,1,0.36000000000000004,0.0
242,242,Free fall,Gravitational field,0,0.2142857142857143,0.0
243,243,Energy,Laser,0,-0.3492822966507177,0.0
244,244,Electric field,Wavelength,0,-0.41666666666666663,0.0
245,245,Elasticity (physics),Hardness,0,-0.5,0.0
246,246,Force,Elastic collision,0,-0.5666666666666667,0.0
247,247,Refraction,Absorption spectroscopy,0,-0.4,0.0
248,248,Refraction,Electromagnetic spectrum,0,0.03801169590643272,0.0
249,249,Electric potential energy,Field (physics),1,-0.3308270676691729,0.0
250,250,Newton's laws of motion,Contact force,0,-0.5757575757575757,0.0
251,251,Coulomb's law,Dielectric,0,-0.32820512820512826,0.0
252,252,Projectile motion,Velocity,1,0.625,0.0
253,253,Electron,Distance,0,0.08695652173913043,0.0
254,254,Le Sage's theory of gravitation,Wavelength,0,0.18181818181818182,0.0
255,255,Collision,Le Sage's theory of gravitation,0,-0.18181818181818182,0.0
256,256,Gravity of Earth,Force,1,0.6272727272727273,0.0
257,257,Magnetic field,Potential energy,0,-0.03639846743295019,0.0
258,258,Intensity (physics),Physics,1,0.38,0.0
259,259,Electric field,Force,0,0.09166666666666667,0.0
260,260,Physics,Wave,0,-0.26,0.0
261,261,Refractive index,Snell's law,0,-0.33333333333333337,0.0
262,262,Amplitude,Huygens–Fresnel principle,0,-0.2857142857142857,0.0
263,263,Motion,Electrostatics,0,0.10344827586206896,0.0
264,264,Acceleration,Field (physics),0,-0.23923444976076552,0.0
265,265,Scattering,Velocity,0,0.3333333333333333,0.0
266,266,Hardness,Deformation (engineering),1,0.5,0.0
267,267,Electron,Specular reflection,0,-0.3,0.0
268,268,Standing wave,Voltage,0,0.16666666666666666,0.0
269,269,Doppler effect,Wavelength,1,0.28030303030303033,0.0
270,270,Diffraction,Dispersion (optics),0,0.0,0.0
271,271,Inelastic collision,Elastic collision,0,-0.06666666666666671,0.0
272,272,Magnetism,Coulomb,0,0.1416666666666666,0.0
273,273,Gravitational acceleration,Gravity,1,0.5357142857142857,0.0
274,274,Refractive index,Telescope,0,-0.23333333333333336,0.0
275,275,Energy,Mechanical energy,0,-0.4628482972136223,0.0
276,276,Elastic collision,Energy,1,0.3473684210526316,0.0
277,277,Wave,Intensity (physics),0,-0.3375,0.0
278,278,Mass,Distance,0,-0.37857142857142856,0.0
279,279,Equations of motion,Field (physics),0,-0.1157894736842105,0.0
280,280,Displacement (vector),Work (physics),0,0.05862068965517242,0.0
281,281,Kinetic energy,Mechanical energy,0,-0.5313725490196077,0.0
282,282,Gravitational field,Newton's law of universal gravitation,1,0.6157635467980295,0.0
283,283,Velocity,Wave,0,-0.1532258064516129,0.0
284,284,Mirror image,Distance,0,0.0,0.0
285,285,Gravity,Gravitational acceleration,0,-0.5357142857142857,0.0
286,286,Potential energy,Euclidean vector,1,-0.0784313725490196,0.0
287,287,Wave,Elasticity (physics),0,-0.1875,0.0
288,288,Pitch (music),Hertz,0,0.18571428571428575,0.0
289,289,Speed,Shock wave,0,-0.5,0.0
290,290,Doppler effect,Frequency,1,0.5734265734265734,0.0
291,291,Speed,Electromagnetic spectrum,0,0.0,0.0
292,292,Electron,Electrostatics,0,-0.1617391304347826,0.0
293,293,Electric potential,Coulomb's law,1,-0.1333333333333333,0.0
294,294,Euclidean vector,Gravitational acceleration,0,-0.10924369747899157,0.0
295,295,Frequency,Doppler effect,0,-0.5734265734265734,0.0
296,296,Fracture,Elasticity (physics),0,0.275,0.0
297,297,Temperature,Kilogram,0,0.5384615384615384,0.0
298,298,Distance,Elastic collision,0,0.0,0.0
299,299,Gravitational acceleration,Motion,1,-0.1724137931034483,0.0
300,300,Physics,Doppler effect,0,-0.6872727272727273,0.0
301,301,Potential energy,Metre,0,0.33333333333333337,0.0
302,302,Displacement (vector),Distance,1,-0.017241379310344807,0.0
303,303,Displacement (vector),Projectile motion,0,-0.7155172413793104,0.0
304,304,Electric potential,Capacitance,0,-0.23913043478260865,0.0
305,305,Motion,Newton's laws of motion,0,0.6786833855799373,0.0
306,306,Speed,Rarefaction,0,-0.25,0.0
307,307,Pigment,Wavelength,0,0.6,0.0
308,308,Wave,Physics,1,0.26,0.0
309,309,Temperature,Wavelength,0,0.09935897435897437,0.0
310,310,Interference (wave propagation),Crest (physics),0,-0.17857142857142858,0.0
311,311,Wave,Electromagnetic spectrum,0,-0.1527777777777778,0.0
312,312,Electrical conductor,Electric current,1,0.31409168081494054,0.0
313,313,Motion,Elastic collision,0,0.034482758620689655,0.0
314,314,Inertial frame of reference,Velocity,0,0.3717357910906297,0.0
315,315,Work (physics),Electrostatics,0,-0.13999999999999999,0.0
316,316,Force,Magnet,0,-0.26666666666666666,0.0
317,317,Force,Torque,0,-0.2833333333333334,0.0
318,318,Absorption spectroscopy,Energy,1,0.3473684210526316,0.0
319,319,Motion,Inertial frame of reference,0,0.6420361247947455,0.0
320,320,Capacitance,Distance,0,0.0,0.0
321,321,Coulomb's law,Emission spectrum,0,-0.1111111111111111,0.0
322,322,Position (vector),Free fall,0,-0.46616541353383456,0.0
323,323,Deformation (engineering),Creep (deformation),0,0.2,0.0
324,324,Shock wave,Energy,1,0.25,0.0
325,325,Electrical resistance and conductance,Energy,0,0.20210526315789473,0.0
326,326,Motion,Mass,0,0.7645320197044335,0.0
327,327,Magnet,Euclidean vector,0,-0.05147058823529413,0.0
328,328,Voltage,Electric current,0,0.07483870967741935,0.0
329,329,Snell's law,Light,1,0.37643678160919547,0.0
330,330,Magnetism,Physics,1,0.013333333333333308,0.0
331,331,Force,Creep (deformation),0,-0.31666666666666665,0.0
332,332,Dielectric,Velocity,0,0.23076923076923078,0.0
333,333,Velocity,Speed,0,-0.10035842293906816,0.0
334,334,Energy,Temperature,0,-0.35425101214574894,0.0
335,335,Euclidean vector,Gravity of Earth,0,-0.2727272727272727,0.0
336,336,Electrical conductor,Electroscope,0,-0.6616541353383458,0.0
337,337,Electrical resistance and conductance,Ohm,0,-0.2844444444444444,0.0
338,338,Amplitude,Voltage,0,0.41454545454545455,0.0
339,339,Energy,Dielectric,0,-0.30566801619433204,0.0
340,340,Wave,Mass,0,0.04196428571428572,0.0
341,341,Energy,Equations of motion,0,-0.18796992481203012,0.0
342,342,Physics,Contact force,0,-0.5866666666666667,0.0
343,343,Energy,Transverse wave,0,-0.34962406015037595,0.0
344,344,Magnet,Mass,0,0.08095238095238094,0.0
345,345,Speed,Gravity of Earth,0,-0.47138047138047134,0.0
346,346,Energy,Electrostatics,0,-0.2694736842105263,0.0
347,347,Gravitational acceleration,Physics,1,-0.017142857142857154,0.0
348,348,Gravity,Physics,1,0.11714285714285716,0.0
349,349,Mirror image,Length,0,0.0,0.0
350,350,Diffraction,Specular reflection,0,-0.43333333333333335,0.0
351,351,Projectile motion,Motion,1,0.125,0.0
352,352,Potential energy,Work (physics),1,0.0,0.0
353,353,Motion,Temperature,0,0.1724137931034483,0.0
354,354,Photoelectric effect,Color,0,-0.3116883116883117,0.0
355,355,Deformation (engineering),Hardness,0,-0.5,0.0
356,356,Intensity (physics),Speed,0,0.26296296296296295,0.0
357,357,Electric potential energy,Coulomb,0,0.13571428571428568,0.0
358,358,Specular reflection,Refraction,0,0.5894736842105264,0.0
359,359,Refractive index,Frequency,0,-0.009615384615384637,0.0
360,360,Lever,Energy,0,0.6140350877192982,0.0
361,361,Electromagnetic radiation,Laser,0,-0.4968287526427061,0.0
362,362,Emission spectrum,Magnet,1,0.1111111111111111,0.0
363,363,Snell's law,Telescope,0,-0.15000000000000002,0.0
364,364,Velocity,Equations of motion,0,-0.13364055299539168,0.0
365,365,Electron,Electrical conductor,0,-0.3020594965675057,0.0
366,366,Interference (wave propagation),Ray (optics),0,-0.4,0.0
367,367,Energy,Energy level,0,-0.2703349282296651,0.0
368,368,Refraction,Length,0,0.05263157894736842,0.0
369,369,Joule,Coulomb,0,-0.36666666666666664,0.0
370,370,Dielectric,Coulomb's law,1,0.32820512820512826,0.0
371,371,Magnetism,Force,1,0.15,0.0
372,372,Sonic boom,Wave,1,0.3020833333333333,0.0
373,373,Series and parallel circuits,Ohm's law,1,0.14645308924485123,0.0
374,374,Wave,Frequency,0,0.06971153846153844,0.0
375,375,Creep (deformation),Force,1,0.31666666666666665,0.0
376,376,Telescope,Optical microscope,0,-0.4,0.0
377,377,Stiffness,Hooke's law,0,0.26190476190476186,0.0
378,378,Ohm,Electromotive force,0,0.09333333333333332,0.0
379,379,Kinetic energy,Physics,1,-0.13333333333333336,0.0
380,380,Electrostatics,Electric field,1,0.008333333333333415,0.0
381,381,Physics,Electromagnetic spectrum,0,-0.41111111111111115,0.0
382,382,Electron,Potential energy,0,-0.03260869565217392,0.0
383,383,Torque,Speed,0,-0.014814814814814725,0.0
384,384,Scattering,Wavelength,1,0.625,0.0
385,385,Electric potential,Motion,1,-0.06896551724137931,0.0
386,386,Electrostatics,Motion,1,-0.10344827586206896,0.0
387,387,Emission spectrum,Magnetic field,1,0.6666666666666666,0.0
388,388,Force,Emission spectrum,0,-0.3333333333333333,0.0
389,389,Hooke's law,Mass,0,0.44285714285714284,0.0
390,390,Sonic boom,Hertz,0,0.3333333333333333,0.0
391,391,Photoelectric effect,Light,1,0.2711598746081505,0.0
392,392,Displacement (vector),Free fall,0,-0.6108374384236454,0.0
393,393,Electron,Le Sage's theory of gravitation,0,-0.45454545454545453,0.0
394,394,Force,Electrostatics,0,-0.12,0.0
395,395,Elasticity (physics),Energy,0,0.29605263157894735,0.0
396,396,Energy,Emission spectrum,0,-0.41812865497076024,0.0
397,397,Elastic collision,Distance,1,0.0,0.0
398,398,Torque,Lever,1,-0.9,0.0
399,399,Amplitude,Distance,0,0.18181818181818182,0.0
400,400,Frequency,Interference (wave propagation),0,-0.2637362637362637,0.0
401,401,Tension (physics),Physics,1,0.4215384615384616,0.0
402,402,Color,Dispersion (optics),0,0.028571428571428525,0.0
403,403,Physics,Newton's law of universal gravitation,0,-0.09379310344827585,0.0
404,404,Diffraction,Wavelength,0,0.5416666666666667,0.0
405,405,Gravitational constant,Newton's law of universal gravitation,1,0.05329153605015674,0.0
406,406,Motion,Gravity of Earth,0,0.06896551724137931,0.0
407,407,Field (physics),Dielectric,0,0.0040485829959514,0.0
408,408,Magnetic field,Temperature,0,-0.13527851458885942,0.0
409,409,Tension (physics),Compression (physics),0,0.0,0.0
410,410,Electric potential,Gravity,0,0.11607142857142858,0.0
411,411,Specular reflection,Light,1,0.3310344827586207,0.0
412,412,Ray (optics),Light,1,0.6,0.0
413,413,Distance,Lever,0,-0.6666666666666666,0.0
414,414,Force,Length,0,-0.06666666666666668,0.0
415,415,Physics,Refractive index,0,-0.38,0.0
416,416,Refractive index,Color,0,-0.047619047619047616,0.0
417,417,Total internal reflection,Wave,1,0.38541666666666663,0.0
418,418,Total internal reflection,Reflection (physics),1,0.06730769230769229,0.0
419,419,Sound,Sound intensity,0,-0.9411764705882353,0.0
420,420,Torque,Energy,0,0.2210526315789474,0.0
421,421,Electrical resistance and conductance,Metre,0,0.07333333333333333,0.0
422,422,Field (physics),Electrostatics,0,0.3136842105263158,0.0
423,423,Gravity of Earth,Free fall,0,0.16883116883116883,0.0
424,424,Position (vector),Electric potential,0,-0.1875,0.0
425,425,Diffraction,Transverse wave,0,-0.17857142857142855,0.0
426,426,Dielectric,Reflection (physics),0,0.0,0.0
427,427,Interference (wave propagation),Energy,0,0.30451127819548873,0.0
428,428,Force,Inelastic collision,0,-0.4666666666666667,0.0
429,429,Mirror image,Physics,1,0.0,0.0
430,430,Energy,Electromagnetic radiation,0,-0.07343941248470015,0.0
431,431,Magnetism,Field (physics),0,-0.39035087719298245,0.0
432,432,Friction,Deformation (engineering),0,-0.09285714285714287,0.0
433,433,Temperature,Velocity,0,0.28784119106699757,0.0
434,434,Elasticity (physics),Strength of materials,0,-0.25,0.0
435,435,Gravity of Earth,Motion,1,-0.06896551724137931,0.0
436,436,Displacement (vector),Position (vector),1,-0.27041742286751363,0.0
437,437,Intensity (physics),Power (physics),1,0.3,0.0
438,438,Physics,Motion graphs and derivatives,0,-0.16666666666666666,0.0
439,439,Magnetic field,Physics,1,-0.2096551724137931,0.0
440,440,Curved mirror,Geometrical optics,0,0.1590909090909091,0.0
441,441,Interference (wave propagation),Standing wave,0,0.11904761904761904,0.0
442,442,Physics,Elastic collision,0,-0.36000000000000004,0.0
443,443,Speed,Inelastic collision,0,-0.2962962962962963,0.0
444,444,Energy,Mirror image,0,-0.2,0.0
445,445,Wave,Dispersion (optics),0,-0.38125,0.0
446,446,Distance,Physics,0,-0.07500000000000001,0.0
447,447,Force,Fatigue (material),0,-0.2,0.0
448,448,Mass,Collision,0,-0.638095238095238,0.0
449,449,Electromotive force,Magnetic field,1,0.2537931034482759,0.0
450,450,Electromagnetic radiation,Energy,1,0.07343941248470015,0.0
